Latvian	English
Lieldators	Mainframe computer
Majorka	Majorca
Augstākie vēži	Malacostraca
Kategorija:Malāvija	Malawi
Malaizija	Malaysia
Kategorija:Malaizija	Malaysia
Maldīvija	Maldives
Kategorija:Maldīvija	Maldives
Mali	Mali
Kategorija:Mali	Mali
Malta	Malta
Kategorija:Malta	Malta
Maltiešu valoda	Maltese language
Zīdītāji	Mammal
Mančestra	Manchester
Mandarīnu valoda	Mandarin (linguistics)
Mangāns	Manganese
Manhetena	Manhattan
Manhetenas projekts	Manhattan Project
Manila	Manila
Manierisms	Mannerism
Manheima	Mannheim
Mao Dzeduns	Mao Zedong
Maratons	Marathon
Marks Šagāls	Marc Chagall
Marsels Dišāns	Marcel Duchamp
Marsels Prusts	Marcel Proust
Marts	March
17. marts	March 17
19. marts	March 19
2. marts	March 2
25. marts	March 25
Marke	Marche
Marks Aurēlijs	Marcus Aurelius
Marduks	Marduk
Margareta Mičela	Margaret Mitchell
Marija Kirī	Marie Curie
Merilina Monro	Marilyn Monroe
Tirgus	Market
Mārketings	Marketing
Kategorija:Mārketings	Marketing
Laulība	Marriage
Kategorija:Marss (planēta)	Mars
Marss	Mars (disambiguation)
Marseļa	Marseille
Māršala Salas	Marshall Islands
Maršala plāns	Marshall Plan
Mārtiņš Luters	Martin Luther
Martins Van Burens	Martin Van Buren
Martinika	Martinique
Marksisms	Marxism
Jaunava Marija	Mary (mother of Jesus)
Mērija Šellija	Mary Shelley
Mērilenda	Maryland
Mešheda	Mashhad
Masa	Mass
Masačūsetsa	Massachusetts
Masačūsetsas Tehnoloģiskais institūts	Massachusetts Institute of Technology
Matemātika	Mathematics
Kategorija:Matemātika	Mathematics
Matērija	Matter
Maunaloa	Mauna Loa
Mauritānija	Mauritania
Kategorija:Mauritānija	Mauritania
Maurīcija	Mauritius
Kategorija:Maurīcija	Mauritius
Makss Borns	Max Born
Makss Planks	Max Planck
Makss Vēbers	Max Weber
Integrālie Maksvela vienādojumi	Maxwell's equations
Maijs	May
1. maijs	May 1
24. maijs	May 24
Viendienīšu kārta	Mayfly
Makartisms	McCarthyism
Kategorija:Mērīšana	Measurement
Meka	Mecca
Kategorija:Mehānika	Mechanics
Mehānika	Mechanics
Medicīna	Medicine
Kategorija:Medicīna	Medicine
Kategorija:Vidusjūra	Mediterranean
Vidusjūra	Mediterranean Sea
Megabaits	Megabyte
Mels Gibsons	Mel Gibson
Melanēzija	Melanesia
Melodija	Melody
Kušana	Melting
Kušanas temperatūra	Melting point
Mendeļejevijs	Mendelevium
Galds (zvaigznājs)	Mensa (constellation)
Merkantīlisms	Mercantilism
Merkurs	Mercury
Dzīvsudrabs	Mercury (element)
Merkurs (planēta)	Mercury (planet)
Nāra	Mermaid
Merovingi	Merovingian
Mezolīts	Mesolithic
Mezoni	Meson
Divupe	Mesopotamia
Kategorija:Divupe	Mesopotamia
Mezosfēra	Mesosphere
Metadati	Metadata
Metāls	Metal
Meteoru plūsma	Meteor shower
Meteorīts	Meteorite
Meteoroīds	Meteoroid
Kategorija:Meteoroloģija	Meteorology
Meteoroloģija	Meteorology
Metanols	Methanol
Metionīns	Methionine
Metīda (pavadonis)	Metis (moon)
Metrs	Metre
Meksika	Mexico
Kategorija:Meksika	Mexico
Mehiko	Mexico City
Miķelis	Michael (archangel)
Maikls Faradejs	Michael Faraday
Mikelandželo	Michelangelo
Mičigana	Michigan
Kategorija:Mičigana	Michigan
Mikrobioloģija	Microbiology
Kategorija:Mikrobioloģija	Microbiology
Mikroekonomika	Microeconomics
Mikronēzija (reģions)	Micronesia
Mikroorganisms	Microorganism
Mikrofons	Microphone
Mikroskops	Microscope
Mikroskops (zvaigznājs)	Microscopium
Mikroviļņi	Microwave
Viduslaiki	Middle Ages
Kategorija:Viduslaiki	Middle Ages
Tuvie Austrumi	Middle East
Kategorija:Tuvie Austrumi	Middle East
Milāna	Milan
Jūdze	Mile
Kategorija:Militārisms	Military
Piens	Milk
Piena Ceļš	Milky Way
Milards Filmors	Millard Fillmore
Milimetrs	Millimetre
Tūkstoškāji	Millipede
Miltons Frīdmans	Milton Friedman
Milvoki	Milwaukee
Minerāls	Mineral
Mineraloģija	Mineralogy
Kategorija:Mineraloģija	Mineralogy
Minimālisms	Minimalism
Minesota	Minnesota
Minska	Minsk
Minūte	Minute
Spogulis	Mirror
Misisipi (upe)	Mississippi River
Misūri (štats)	Missouri
Mitohondrijs	Mitochondrion
Mnēmosine	Mnemosyne
Mobilais telefons	Mobile phone
Modems	Modem
Modernisms	Modernism
Modulācija	Modulation
Mogadiša	Mogadishu
Moldova	Moldova
Kategorija:Moldova	Moldova
Mols	Mole (unit)
Molekula	Molecule
Molize	Molise
Moluski	Mollusca
Molibdēns	Molybdenum
Monako	Monaco
Kategorija:Monako	Monaco
Monarhija	Monarchy
Kategorija:Monarhijas	Monarchy
Klosteris	Monastery
Pirmdiena	Monday
Nauda	Money
Mongolija	Mongolia
Kategorija:Mongolija	Mongolia
Monika Seleša	Monica Seles
Viendīgļlapji	Monocotyledon
Monopols	Monopoly
Monoteisms	Monotheism
Kloākaiņi	Monotreme
Montāna	Montana
Montekarlo	Monte Carlo
Melnkalne	Montenegro
Kategorija:Melnkalne	Montenegro
Mēnesis	Month
Monreāla	Montreal
Mēness	Moon
Morāle	Morality
Maroka	Morocco
Kategorija:Maroka	Morocco
Morfīns	Morphine
Morfoloģija	Morphology (linguistics)
Morzes kods	Morse code
Maskava	Moscow
Mozus	Moses
Mošeja	Mosque
Mosula	Mosul
Māte Terēze	Mother Teresa
Motocikls	Motorcycle
Devīze	Motto
Ararats (kalns)	Mount Ararat
Etna	Mount Etna
Everests	Mount Everest
Kilimandžāro	Mount Kilimanjaro
Vezuvs	Mount Vesuvius
Peles	Mouse
Datorpele	Mouse (computing)
Mozambika	Mozambique
Kategorija:Mozambika	Mozambique
Muhameds	Muhammad
Mumbaja	Mumbai
Mūmija	Mummy
Minhene	Munich
Pašvaldība	Municipality
Mions	Muon
Mjurejs Gells-Manns	Murray Gell-Mann
Muša (zvaigznājs)	Musca
Muskuļi	Muscle
Sēnes	Mushroom
Mūzika	Music
Kategorija:Mūzika	Music
MIDI	Musical Instrument Digital Interface
Mūzikas instrumenti	Musical instrument
Gamma	Musical scale
Mūziķis	Musician
Mutācija	Mutation
Kategorija:Mjanma	Myanmar
Mikoloģija	Mycology
Kategorija:Mikoloģija	Mycology
Daudzkāji	Myriapoda
Mitoloģija	Mythology
Kategorija:Mitoloģija	Mythology
N	N
NATO	NATO
Nairobi	Nairobi
Namībija	Namibia
Kategorija:Namībija	Namibia
Nante	Nantes
Neapole	Naples
Valsts himna	National anthem
Nacionālais parks	National park
Nacionālisms	Nationalism
Naturāls skaitlis	Natural number
Dabas zinātne	Natural science
Daba	Nature
Kategorija:Daba	Nature
Nauru	Nauru
Kategorija:Nauru	Nauru
Jūras jūdze	Nautical mile
Kategorija:Navigācija	Navigation
Flote	Navy
NSDAP	Nazi Party
Nebraska	Nebraska
Kategorija:Nebraska	Nebraska
Nebukadnecars II	Nebuchadrezzar II
Nekāra	Neckar
Nīls Ārmstrongs	Neil Armstrong
Nelsons Mandela	Nelson Mandela
Neodīms	Neodymium
Neolīts	Neolithic
Neons	Neon
Nepāla	Nepal
Kategorija:Nepāla	Nepal
Neptūns (planēta)	Neptune
Neptūnijs	Neptunium
Nereīda (pavadonis)	Nereid (moon)
Nervu sistēma	Nervous system
Kategorija:Nervu sistēma	Nervous system
Nīderlande	Netherlands
Kategorija:Nīderlande	Netherlands
Tīkla topoloģija	Network topology
Neirons	Neuron
Neitrīno	Neutrino
Neitrons	Neutron
Neitronu zvaigzne	Neutron star
Nevada	Nevada
Kategorija:Nevada	Nevada
Nevils Čemberlens	Neville Chamberlain
Jaunkaledonija	New Caledonia
Jaungvineja	New Guinea
Ņūhempšīra	New Hampshire
Ņūdžersija	New Jersey
Kategorija:Ņūdžersija	New Jersey
Ņūmeksika	New Mexico
Ņujorka (štats)	New York
Kategorija:Ņujorka	New York
Ņujorka	New York (disambiguation)
Ņujorka (pilsēta)	New York City
Jaunzēlande	New Zealand
Kategorija:Jaunzēlande	New Zealand
Ņūtons	Newton
Niagāras ūdenskritums	Niagara Falls
Nikaragva	Nicaragua
Kategorija:Nikaragva	Nicaragua
Nica	Nice
Niķelis	Nickel
Nikolajs Koperniks	Nicolaus Copernicus
Nīlss Bors	Niels Bohr
Nigēra	Niger
Kategorija:Nigēra	Niger
Nigērija	Nigeria
Kategorija:Nigērija	Nigeria
Nakts	Night
Nijmēgena	Nijmegen
Ņikita Hruščovs	Nikita Khrushchev
Nikola Tesla	Nikola Tesla
Nīla	Nile
Nīlas krokodils	Nile crocodile
Niobijs	Niobium
Slāpekļskābe	Nitric acid
Slāpeklis	Nitrogen
Nitroglicerīns	Nitroglycerin
Njords	Njord
Noams Čomskis	Noam Chomsky
Nobela prēmija	Nobel Prize
Kategorija:Nobela prēmija	Nobel Prize
Nobēlijs	Nobelium
Cēlgāzes	Noble gas
Nomadi	Nomad
Norfolka, Lielbritānija	Norfolk
Norfolkas Sala	Norfolk Island
Leņķmērs (zvaigznājs)	Norma (constellation)
Normālsadalījums	Normal distribution
Nornas	Norn
Skandināvu mitoloģija	Norse mythology
Ziemeļamerika	North America
Kategorija:Ziemeļamerika	North America
Ziemeļkarolīna	North Carolina
Ziemeļdakota	North Dakota
Ziemeļkoreja	North Korea
Kategorija:Ziemeļkoreja	North Korea
Ziemeļpols	North Pole
Ziemeļjūra	North Sea
Nortjorkšīra	North Yorkshire
Ziemeļeiropa	Northern Europe
Ziemeļu puslode	Northern Hemisphere
Ziemeļīrija	Northern Ireland
Ziemeļu Marianas Salas	Northern Mariana Islands
Norvēģija	Norway
Kategorija:Norvēģija	Norway
Norvēģu jūra	Norwegian Sea
Nuakšota	Nouakchott
Lietvārds	Noun
Romāns	Novel
Novembris	November
1. novembris	November 1
2. novembris	November 2
Novosibirska	Novosibirsk
Kategorija:Kodolfizika	Nuclear physics
Kodolieroči	Nuclear weapon
Nukleīnskābes	Nucleic acid
Nukloni	Nucleon
Skaitlis	Number
Kategorija:Skaitļi	Numbers
Numismātika	Numismatics
Nirnberga	Nuremberg
O	O
OPEC	OPEC
Ozoli	Oak
Auzas	Oat
Oba	Ob River
Oboja	Oboe
Observatorija	Observatory
Okeāns	Ocean
Okeānija	Oceania
Kategorija:Okeānija	Oceania
Okeanogrāfija	Oceanography
Kategorija:Okeanogrāfija	Oceanography
Oktants (zvaigznājs)	Octans
Oktāva	Octave
Oktobris	October
Oktobra revolūcija	October Revolution
Odra	Oder River
Odesa	Odessa
Odins	Odin
Spāru kārta	Odonata
Ohaio	Ohio
Oms	Ohm
Oma likums	Ohm's law
Oklahoma	Oklahoma
Kategorija:Oklahoma	Oklahoma
Vecā Derība	Old Testament
Oligarhija	Oligarchy
Oligopols	Oligopoly
Olimpiskās spēles	Olympic Games
Kategorija:Olimpiskās spēles	Olympics
Omāna	Oman
Kategorija:Omāna	Oman
Omska	Omsk
Onomastika	Onomastics
Opel	Opel
Opera	Opera
Opera (interneta pārlūks)	Opera (Internet suite)
Operētājsistēma	Operating system
Operete	Operetta
Čūsknesis	Ophiuchus
Optika	Optics
Kategorija:Optika	Optics
Oratorija	Oratorio
Orbīta	Orbit
Zobenvalis	Orca
Orķestris	Orchestra
Benediktīniešu ordenis	Order of Saint Benedict
Oregona	Oregon
Orgāni	Organ (anatomy)
Šūnas organoīdi	Organelle
Organiskā ķīmija	Organic chemistry
Kategorija:Organiskā ķīmija	Organic chemistry
Organisms	Organism
iedzimtais grēks	Original sin
Orions	Orion (constellation)
Osaka	Osaka
Osama bin Ladens	Osama bin Laden
Oskars Vailds	Oscar Wilde
Svārstības	Oscillation
Oslo	Oslo
Osmans I	Osman I
Osmijs	Osmium
Kaulzivis	Osteichthyes
Osteoporoze	Osteoporosis
Ostrava	Ostrava
Otava	Ottawa
Oto fon Bismarks	Otto von Bismarck
Osmaņu impērija	Ottoman Empire
Kategorija:Osmaņu impērija	Ottoman Empire
Ovīdijs	Ovid
Oksforda	Oxford
Oksidēšanas pakāpe	Oxidation state
Oksīds	Oxide
Skābeklis	Oxygen
Ozons	Ozone
P	P
PH	PH
Pablo Neruda	Pablo Neruda
Pablo Pikaso	Pablo Picasso
Klusais okeāns	Pacific Ocean
Kategorija:Klusais okeāns	Pacific Ocean
Kategorija:Glezniecība	Painting
Pakistāna	Pakistan
Kategorija:Pakistāna	Pakistan
Palau	Palau
Kategorija:Palau	Palau
Paleolīts	Paleolithic
Kategorija:Paleontoloģija	Paleontology
Palermo	Palermo
Kategorija:Palestīna	Palestine
Palestīna	Palestinian National Authority
Pallādijs	Palladium
Pāns	Pan (mythology)
Panama	Panama
Kategorija:Panama	Panama
Panamas kanāls	Panama Canal
Pandēmija	Pandemic
Panteisms	Pantheism
Papua-Jaungvineja	Papua New Guinea
Kategorija:Papua-Jaungvineja	Papua New Guinea
Paradokss	Paradox
Paragvaja	Paraguay
Kategorija:Paragvaja	Paraguay
Paralakse	Parallax
Paralelograms	Parallelogram
Parīze	Paris
Kategorija:Parīze	Paris
Parmenīds	Parmenides
Parseks	Parsec
Partenons	Parthenon
Paskāls (nozīmju atdalīšana)	Pascal
Paskāls	Pascal (unit)
Kategorija:Zvirbuļveidīgie	Passeriformes
Patras	Patras
Patriarhs	Patriarch
Patriks Vaits	Patrick White
Pols Gogēns	Paul Gauguin
Pols Makartnijs	Paul McCartney
Pāvs (zvaigznājs)	Pavo (constellation)
Pedagoģija	Pedagogy
Kategorija:Pedagoģija	Pedagogy
Parastais ozols	Pedunculate Oak
Pegazs	Pegasus
Pegazs (zvaigznājs)	Pegasus (constellation)
Pingvīnu dzimta	Penguin
Pensilvānija	Pennsylvania
Kategorija:Cilvēki	People
Ķīna	People's Republic of China
Pipins Īsais	Pepin the Short
Procents	Percentage
Lielais piekūns	Peregrine Falcon
Perestroika	Perestroika
Ķīmisko elementu periodiskā tabula	Periodic table
Perma	Perm
Persefone	Persephone
Persejs	Perseus (constellation)
Plaukstdators	Personal digital assistant
Peru	Peru
Kategorija:Peru	Peru
Pjērs Abelārs	Peter Abelard
Nafta	Petroleum
Faraons	Pharaoh
Fenols	Phenol
Fenilalanīns	Phenylalanine
Filadelfija	Philadelphia
Filips II (Maķedonija)	Philip II of Macedon
Felipe II	Philip II of Spain
Filipīnu jūra	Philippine Sea
Filipīnas	Philippines
Kategorija:Filipīnas	Philippines
Filozofija	Philosophy
Kategorija:Filozofija	Philosophy
Feniķija	Phoenicia
Fīniksa	Phoenix
Phoenix	Phoenix
Fēnikss (zvaigznājs)	Phoenix (constellation)
Phoenix (zonde)	Phoenix (spacecraft)
Fonēma	Phoneme
Fonētika	Phonetics
Kategorija:Fonētika	Phonetics
Fosforskābe	Phosphoric acid
Fosfors	Phosphorus
Fotogrāfija	Photography
Fotons	Photon
Fotosfēra	Photosphere
Fotosintēze	Photosynthesis
Tips (bioloģija)	Phylum
Ārsts	Physician
Fizika	Physics
Kategorija:Fizika	Physics
Fizioloģija	Physiology
Kategorija:Fizioloģija	Physiology
Pī	Pi
Klavieres	Piano
Gleznotājs (zvaigznājs)	Pictor
Pjemonta	Piedmont
Plzeņa	Pilsen
Priežu dzimta	Pinaceae
Pindars	Pindar
Piza	Pisa
Zivis (zvaigznājs)	Pisces (constellation)
Virzulis	Piston
Plaģiāts	Plagiarism
Planēta	Planet
Augi	Plant
Plazma	Plasma (physics)
Plātņu tektonika	Plate tectonics
Platīns	Platinum
Platons	Plato
Pīļknābis	Platypus
Spēļu kārtis	Playing card
Plīnijs Vecākais	Pliny the Elder
Plovdiva	Plovdiv
Plutons (planēta)	Pluto
Plutons	Pluto (disambiguation)
Plutonijs	Plutonium
Plimuta	Plymouth
Po (upe)	Po River
Podkāsts	Podcast
Dzeja	Poetry
Inde	Poison
Pokers	Poker
Polija	Poland
Kategorija:Polija	Poland
Polārlācis	Polar bear
Poliomielīts	Poliomyelitis
Politoloģija	Political science
Kategorija:Politoloģija	Political science
Politika	Politics
Kategorija:Politika	Politics
Putekšņi	Pollen
Polonijs	Polonium
Polietilēns	Polyethylene
Polinēzija	Polynesia
Polinoms	Polynomial
Pompeji	Pompeii
Popmūzika	Pop music
Romas pāvests	Pope
Apses	Poplar
Iedzīvotāju skaits	Population
Portmorsbija	Port Moresby
Portofprensa	Port-au-Prince
Portu	Porto
Portugāle	Portugal
Kategorija:Portugāle	Portugal
Poseidons	Poseidon
Kālijs	Potassium
Kālija nitrāts	Potassium nitrate
Sterliņu mārciņa	Pound sterling
Jauda	Power (physics)
Prāga	Prague
Praja	Praia
Prazeodīms	Praseodymium
Nokrišņi	Precipitation (meteorology)
Aizvēsture	Prehistory
Kategorija:Aizvēsture	Prehistory
Prezidents	President
ASV prezidents	President of the United States
Spiediens	Pressure
Cena	Price
Primāti	Primate
Kategorija:Primāti	Primates
Griničas meridiāns	Prime Meridian
Premjerministrs	Prime minister
Pirmskaitlis	Prime number
Velsas princis	Prince of Wales
Relativitātes teorija	Principle of relativity
Tipogrāfija	Printing
Prizma	Prism (geometry)
Varbūtība	Probability
Varbūtību teorija	Probability theory
Kategorija:Varbūtību teorija	Probability theory
Programmēšanas valoda	Programming language
Projekts	Project
Prokariots	Prokaryote
Prometijs	Promethium
Vietniekvārds	Pronoun
Propaganda	Propaganda
Propāns	Propane
Proza	Prose
Protaktīnijs	Protactinium
Olbaltumvielas	Protein
Reformācija	Protestant Reformation
Protestantisms	Protestantism
Protons	Proton
Vienšūņi	Protozoa
Providensa	Providence
Prūsija	Prussia
Kategorija:Pseidozinātne	Pseudoscience
Psihoanalīze	Psychoanalysis
Psiholoģija	Psychology
Kategorija:Psiholoģija	Psychology
Psihoze	Psychosis
Puertoriko	Puerto Rico
Pulsārs	Pulsar
Interpunkcija	Punctuation
Pankroks	Punk rock
Kuģa Gals	Puppis
Phenjana	Pyongyang
Pireneji	Pyrenees
Pitagors	Pythagoras
Kompass (zvaigznājs)	Pyxis
Q	Q
Katara	Qatar
Kategorija:Katara	Qatar
Ciņu dinastija	Qin Dynasty
Kvadrātvienādojums	Quadratic equation
Četrstūris	Quadrilateral
Kvantu mehānika	Quantum mechanics
Category:Kvantu mehānika	Quantum mechanics
Kvarki	Quark
Kvarcs	Quartz
Kvazāri	Quasar
Kečvu valoda	Quechua
Kvīnsa	Queens
Kito	Quito
R	R
RAID	RAID
Ribonukleīnskābe	RNA
Ra	Ra
Rabata	Rabat
Rabīns	Rabbi
Rasisms	Racism
Kategorija:Rasisms	Racism
Jūras radars	Radar
Kategorija:Radio	Radio
Radioteleskops	Radio telescope
Rādijs	Radium
Rādiuss	Radius
Radons	Radon
Lietus	Rain
Varavīksne	Rainbow
Rainers Marija Rilke	Rainer Maria Rilke
Ramzess Lielais	Ramesses II
Brīvpiekļuves atmiņa	Random access memory
Gundegu dzimta	Ranunculaceae
Racionāls skaitlis	Rational number
Ravalpindi	Rawalpindi
Rejs Bredberijs	Ray Bradbury
Lasāmatmiņa	Read-only memory
Reāls skaitlis	Real number
Taisnstūris	Rectangle
Taisngriezis	Rectifier
Rudā lapsa	Red Fox
Sarkanā jūra	Red Sea
RISC	Reduced instruction set computer
Gaismas laušana	Refraction
Laušanas koeficients	Refractive index
Bēgļi	Refugee
Regejs	Reggae
Reģions	Region
Reimsa	Reims
Kategorija:Relativitātes teorija	Relativity
Relejs	Relay
Reliģija	Religion
Kategorija:Reliģija	Religion
Renesanse	Renaissance
Rāpuļi	Reptile
Republika	Republic
Īrija	Republic of Ireland
Kategorija:Īrija	Republic of Ireland
Kongo (valsts)	Republic of the Congo
Kategorija:Kongo Republika	Republic of the Congo
Rezistors	Resistor
Tīkliņš (zvaigznājs)	Reticulum
Revolūcija	Revolution
Reja	Rhea (mythology)
Rēnijs	Rhenium
Reina	Rhine
Rodailenda	Rhode Island
Rodijs	Rhodium
Rombs	Rhombus
Ritms	Rhythm
Ribas	Rib
Ričards Niksons	Richard Nixon
Rihards Vāgners	Richard Wagner
Rīga	Riga
Rektascensija	Right ascension
Ringo Stārs	Ringo Starr
Riodežaneiro (pilsēta)	Rio de Janeiro
Riodežaneiro (štats)	Rio de Janeiro (state)
Upe	River
Rijāda	Riyadh
Roalds Amundsens	Roald Amundsen
Roberts Hainlains	Robert A. Heinlein
Roberts Milikens	Robert Andrews Millikan
Roberts Boils	Robert Boyle
Roberts Bērnss	Robert Burns
Roberts De Niro	Robert De Niro
Roberts Luiss Stīvensons	Robert Louis Stevenson
Roberts Openheimers	Robert Oppenheimer
Robots	Robot
Akmens, šķēres, papīrīt`s	Rock
Ieži	Rock (geology)
Rokenrols	Rock and roll
Rokoko	Rococo
Grauzēji	Rodent
Romas Katoļu baznīca	Roman Catholic Church
Romas impērija	Roman Empire
Rumānija	Romania
Kategorija:Rumānija	Romania
Retoromāņu valoda	Romansh
Romantisms	Romanticism
Roma	Rome
Ronalds Reigans	Ronald Reagan
Rūzvelts	Roosevelt
Rosario	Rosario
Rosa jūra	Ross Sea
Roterdama	Rotterdam
Rubīdijs	Rubidium
Rubīns	Ruby
Rūdolfs Dīzels	Rudolf Diesel
Regbijs	Rugby football
Krievija	Russia
Kategorija:Krievija	Russia
1917. gada Krievijas revolūcija	Russian Revolution (1917)
Rutēnijs	Ruthenium
Raterfords Heiss	Rutherford B. Hayes
Ruanda	Rwanda
Kategorija:Ruanda	Rwanda
S	S
SOS	SOS
Sakramento	Sacramento
Sadams Huseins	Saddam Hussein
Bulta (zvaigznājs)	Sagitta
Sahāras tuksnesis	Sahara
Sentkitsa un Nevisa	Saint Kitts and Nevis
Kategorija:Sentkitsa un Nevisa	Saint Kitts and Nevis
Sentlūsija	Saint Lucia
Kategorija:Sentlūsija	Saint Lucia
Senmartēna (sala)	Saint Martin
Sanktpēterburga	Saint Petersburg
Kategorija:Sanktpēterburga	Saint Petersburg
Sentvinsenta un Grenadīnas	Saint Vincent and the Grenadines
Kategorija:Sentvinsenta un Grenadīnas	Saint Vincent and the Grenadines
Saladīns	Saladin
Siekalas	Saliva
Salmans Rušdi	Salman Rushdie
Salvadora (pilsēta)	Salvador
Zalcburga	Salzburg
Zalcburga (zeme)	Salzburg (state)
Samāra	Samara
Samārijs	Samarium
Samoa	Samoa
Kategorija:Samoa	Samoa
Semjuels Kolridžs	Samuel Taylor Coleridge
Sanantonio	San Antonio
Sandjego	San Diego
Sanfrancisko	San Francisco
Sanhosē	San Jose
Sanmarīno	San Marino
Kategorija:Sanmarīno	San Marino
Sandro Botičelli	Sandro Botticelli
Sanskrits	Sanskrit
Santjago	Santiago
Safīrs	Sapphire
Sapfo	Sappho
Sarajeva	Sarajevo
Saratova	Saratov
Sardīnija	Sardinia
Sari (pilsēta)	Sari
Zarīns	Sarin
Mākslīgais pavadonis	Satellite
Sestdiena	Saturday
Saturns (planēta)	Saturn
Kategorija:Saturns (planēta)	Saturn
Saturns	Saturn (disambiguation)
Saūda Arābija	Saudi Arabia
Kategorija:Saūda Arābija	Saudi Arabia
Sols Belovs	Saul Bellow
Savanna	Savanna
Saksija	Saxony
Kategorija:Saksija	Saxony
Skandināvija	Scandinavia
Skandijs	Scandium
Sholastika	Scholasticism
Zinātne	Science
Kategorija:Zinātne	Science
Zinātniskā fantastika	Science fiction
Kategorija:Zinātniskā fantastika	Science fiction
Zinātnieks	Scientist
Skorpioni	Scorpion
Skorpions (zvaigznājs)	Scorpius
Skotija	Scotland
Kategorija:Skotija	Scotland
Tēlniecība	Sculpture
Kategorija:Tēlniecība	Sculpture
Jūra	Sea
Jūras anemones	Sea anemone
Jūras līmenis	Sea level
Azovas jūra	Sea of Azov
Japāņu jūra	Sea of Japan
Marmora jūra	Sea of Marmara
Ohotskas jūra	Sea of Okhotsk
Meklētājprogramma	Search engine
Gadalaiks	Season
Sietla	Seattle
Sekunde	Second
Otrais termodinamikas likums	Second law of thermodynamics
Kategorija:Drošība	Security
Seismoloģija	Seismology
Kategorija:Seismoloģija	Seismology
Selēns	Selenium
Semantika	Semantics
Pusvadītājs	Semiconductor
Semiotika	Semiotics
Senegāla	Senegal
Kategorija:Senegāla	Senegal
Seula	Seoul
Septembris	September
2001. gada 11. septembra uzbrukums ASV	September 11
Serbija	Serbia
Serbija un Melnkalne	Serbia and Montenegro
Kategorija:Serbija un Melnkalne	Serbia and Montenegro
Sergejs Eizenšteins	Sergei Eisenstein
Serīns	Serine
Čūska (zvaigznājs)	Serpens
Serveris	Server (computing)
Kopa	Set
Sevastopole	Sevastopol
SARS	Severe acute respiratory syndrome
Seviļa	Seville
Seišelu Salas	Seychelles
Kategorija:Seišelu salas	Seychelles
Šahs (monarhs)	Shah
Šahāda	Shahadah
Šanhaja	Shanghai
Šariats	Sharia
Haizivs	Shark
Šefīlda	Sheffield
Sintoisms	Shinto
Kuģis	Ship
Sibīrija	Siberia
Sicīlija	Sicily
Sjerraleone	Sierra Leone
Kategorija:Sjerraleone	Sierra Leone
Zigmunds Freids	Sigmund Freud
Žestu valoda	Sign language
Sigrida Unsete	Sigrid Undset
Sikhisms	Sikhism
Silīcijs	Silicon
Silīcija dioksīds	Silicon dioxide
Zīds	Silk
Zīda ceļš	Silk Road
Sudrabs	Silver
Grēks	Sin
Singapūra	Singapore
Kategorija:Singapūra	Singapore
Sešu dienu karš	Six-Day War
Āda	Skin
Skinhedi	Skinhead
Skopje	Skopje
Galvaskauss	Skull
Debesskrāpis	Skyscraper
Slovākija	Slovakia
Kategorija:Slovākija	Slovakia
Slovēnija	Slovenia
Kategorija:Slovēnija	Slovenia
Smacenis	Smog
Smoļenska	Smolensk
Čūskas	Snake
Snūkers	Snooker
Sniegs	Snow
Sociālisms	Socialism
Kategorija:Sociālisms	Socialism
Kategorija:Sabiedrība	Society
Jezuīti	Society of Jesus
Socioloģija	Sociology
Kategorija:Socioloģija	Sociology
Sokrats	Socrates
Nātrijs	Sodium
Nātrija hlorīds	Sodium chloride
Nātrija hidroksīds	Sodium hydroxide
Sofija	Sofia
Kategorija:Programmatūra	Software
Augsne	Soil
Saules sistēma	Solar System
Kategorija:Saules sistēma	Solar System
Saules baterija	Solar cell
Saules aptumsums	Solar eclipse
Saules vējš	Solar wind
Cieta viela	Solid
Cieta viela	Solid state
Zālamana Salas	Solomon Islands
Kategorija:Zālamana salas	Solomon Islands
Solons	Solon
Šķīdums	Solution
Somālija	Somalia
Kategorija:Somālija	Somalia
Somerseta	Somerset
Sonāte	Sonata
Sonets	Sonnet
Sofisms	Sophism
Sofokls	Sophocles
Dvēsele	Soul
Skaņa	Sound
Zupa	Soup
Pirmkods	Source code
Dienvidi	South
Kategorija:Dienvidāfrikas Republika	South Africa
Dienvidamerika	South America
Kategorija:Dienvidamerika	South America
Dienvidkarolīna	South Carolina
Dienvidķīnas jūra	South China Sea
Dienviddakota	South Dakota
Dienvidkoreja	South Korea
Kategorija:Dienvidkoreja	South Korea
Dienvidpols	South Pole
Dienvidaustrumāzija	Southeast Asia
Dienvidu puslode	Southern Hemisphere
Padomju Savienība	Soviet Union
Kategorija:Padomju Savienība	Soviet Union
Orbitālā stacija	Space station
Kosmosa kuģis	Spacecraft
Spānija	Spain
Kategorija:Spānija	Spain
Spānijas pilsoņu karš	Spanish Civil War
Kategorija:Spānijas cilvēki	Spanish people
Sparta	Sparta
Suga	Species
Ātrums	Speed
Gaismas ātrums	Speed of light
Kašalots	Sperm Whale
Sēklaugi	Spermatophyte
Sfēra	Sphere
Garšvielas	Spice
Zirnekļi	Spider
Spins	Spin (physics)
Splita	Split
Sports	Sport
Šprē	Spree
Pavasaris	Spring (season)
Zvīņrāpuļi	Squamata
Kvadrāts	Square (geometry)
Skvošs	Squash (sport)
Šrilanka	Sri Lanka
Kategorija:Šrilanka	Sri Lanka
