English	Romanian
Lipid	Lipide
Liquorice	Lemn dulce
Lisbon	Lisabona
Lise Meitner	Lise Meitner
Lisp (programming language)	LISP
Literature	Literatură
Literature	Categorie:Literatură
Literature	Portal:Literatură
Lithium	Litiu
Lithosphere	Litosferă
Lithuania	Lituania
Lithuania	Categorie:Lituania
Litre	Litru
Little Owl	Cucuvea
Liverpool	Liverpool
Livy	Titus Livius
Lizard	Şopârlă
Ljubljana	Ljubljana
Local area network	Local Area Network
Loch Ness	Loch Ness
Loch Ness Monster	Monstrul din Loch Ness
Locomotive	Locomotivă
Logarithm	Logaritm
Logic	Logică
Logic	Categorie:Logică
Logic gate	Poartă logică
Loire	Loire
Loire River	Loara
Loki	Loki
Lolita	Lolita
Lombardy	Lombardia
London	Londra
London	Categorie:Londra
Long Beach	Long Beach, California
Long Island	Long Island
Long jump	Săritura în lungime
Lope de Vega	Lope de Vega
Lord's Prayer	Rugăciunea Domnească
Lorraine (region)	Lorena
Los Angeles	Los Angeles, California
Lot (department)	Lot (departament)
Loudspeaker	Difuzor
Louis Aragon	Louis Aragon
Louis Armstrong	Louis Armstrong
Louis Pasteur	Louis Pasteur
Louis the Pious	Ludovic cel Pios
Louis the Stammerer	Ludovic al II-lea al Franţei
Louisiana	Louisiana (stat SUA)
Louisiana	Categorie:Statul Louisiana, SUA
Louisville	Louisville, Kentucky
Louvre	Muzeul Louvre
Love	Dragoste
Low German	Germana de jos
Lower Saxony	Saxonia Inferioară
Luanda	Luanda
Lublin	Lublin
Lucerne	Lucerna
Luciano Pavarotti	Luciano Pavarotti
Lucifer	Lucifer
Lucretius	Titus Lucretius Carus
Ludwig Boltzmann	Ludwig Boltzmann
Ludwig Mies van der Rohe	Ludwig Mies van der Rohe
Ludwig Wittgenstein	Ludwig Wittgenstein
Ludwig van Beethoven	Ludwig van Beethoven
Luftwaffe	Luftwaffe
Luigi Galvani	Luigi Galvani
Luigi Pirandello	Luigi Pirandello
Luminescence	Luminescenţă
Lunar eclipse	Eclipsă de Lună
Lund	Lund
Lung	Pulmon
Lupus (constellation)	Lupul (constelaţie)
Lusaka	Lusaka
Lutheranism	Luteranism
Luxembourg	Luxemburg
Luxembourg	Categorie:Luxemburg
Luxembourg (city)	Luxemburg (oraş)
Luxor	Luxor, Egipt
Lynx (constellation)	Linxul (constelaţie)
Lynx (web browser)	Lynx
Lyon	Lyon
Lyra	Lira (constelaţie)
Lysergic acid diethylamide	Acid lisergic dietilamid
Lysosome	Lizozom
M	M
M-theory	Teoria M
MS-DOS	MS-DOS
Macau	Macao
Macbeth	Macbeth
Macedon	Macedonia Antică
Machine gun	Mitralieră
Machine translation	Traducere automată
Machu Picchu	Machu Picchu
Macintosh	Macintosh
Macroeconomics	Macroeconomie
Macroeconomics	Categorie:Macroeconomie
Madagascar	Madagascar
Madagascar	Categorie:Madagascar
Madeira	Madeira
Madison	Madison, Wisconsin
Madonna (entertainer)	Madonna
Madrid	Madrid
Madrid (autonomous community)	Madrid (comunitate autonomă)
Mafia	Mafia (organizaţie)
Magenta	Magenta
Maghreb	Maghreb
Magic square	Pătrat magic
Magma	Magmă
Magna Carta	Magna Charta Libertatum
Magnesium	Magneziu
Magnetic field	Câmp magnetic
Magnetism	Magnetism
Magnetism	Categorie:Magnetism
Magnetite	Magnetit
Maharashtra	Maharashtra
Mahatma Gandhi	Mahatma Gandhi
Mahayana	Mahayana
Mail	Poştă
Maimonides	Moise Maimonide
Main	Main
Main	Format:Articol principal
Maine	Maine (stat SUA)
Maine	Categorie:Statul Maine, SUA
Mainframe computer	Mainframe
Maize	Porumb
Major	Maior (grad)
Makalu	Makalu
Malachite	Malachit
Malaria	Malarie
Malawi	Categorie:Malawi
Malaysia	Malaezia
Malaysia	Categorie:Malaezia
Maldives	Maldive
Maldives	Categorie:Maldive
Mali	Mali
Mali	Categorie:Mali
Malta	Malta
Malta	Categorie:Malta
Maltese language	Limba malteză
Malvaceae	Malvaceae
Mammal	Mamifer
Mammoth	Mamut
Management	Management
Managua	Managua
Manama	Manama
Manatee	Lamantin
Manchester	Manchester
Manchuria	Manciuria
Mandarin (linguistics)	Limba mandarină
Mandarin orange	Mandarin
Mandelbrot set	Mulţimea lui Mandelbrot
Manganese	Mangan
Mango	Mango
Mangrove	Mangrove
Manhattan	Manhattan
Manhattan Project	Proiectul Manhattan
Manichaeism	Maniheism
Manila	Manila
Manipur	Manipur
Manitoba	Manitoba
Mannerism	Manierism
Mannheim	Mannheim
Mantua	Mantova
Manuscript	Manuscris
Mao Zedong	Mao Zedong
Maoism	Maoism
Map	Hartă
Maple	Acer
Maputo	Maputo
Marble	Marmură
Marc Chagall	Marc Chagall
Marcel Duchamp	Marcel Duchamp
Marcel Marceau	Marcel Marceau
Marcel Proust	Marcel Proust
March	Martie
March 17	17 martie
March 19	19 martie
March 2	2 martie
March 25	25 martie
Marche	Marche
Marco Polo	Marco Polo
Marcus Aurelius	Marc Aureliu
Marcus Vipsanius Agrippa	Marcus Vipsanius Agrippa
Marduk	Marduk
Margaret Mead	Margaret Mead
Margaret Mitchell	Margaret Mitchell
Margaret Thatcher	Margaret Thatcher
Maria Callas	Maria Callas
Mariana Islands	Insulele Mariane
Marie Antoinette	Maria Antoaneta
Marie Curie	Marie Curie
Mariehamn	Mariehamn
Marilyn Monroe	Marilyn Monroe
Mario Vargas Llosa	Mario Vargas Llosa
Mark Antony	Marc Antoniu
Mark Twain	Mark Twain
Marketing	Marketing
Marketing	Categorie:Marketing
Markup language	Limbaj de marcare
Marlene Dietrich	Marlene Dietrich
Marquis de Sade	Marchizul de Sade
Marrakech	Marrakech
Mars (disambiguation)	Marte
Mars (mythology)	Marte (zeu)
Marseille	Marsilia
Marshall Islands	Insulele Marshall
Marshall Plan	Planul Marshall
Marsupial	Marsupiale
Martin Heidegger	Martin Heidegger
Martin Luther	Martin Luther
Martin Luther King	Martin Luther King
Martin Scorsese	Martin Scorsese
Martin Van Buren	Martin Van Buren
Martinique	Martinica
Martyr	Martir
Marx Brothers	Fraţii Marx
Marxism	Marxism
Mary (mother of Jesus)	Maria din Nazaret
Mary Magdalene	Maria Magdalena
Mary Shelley	Mary Shelley
Mary Wollstonecraft	Mary Wollstonecraft
Maryland	Maryland (stat SUA)
Maryland	Categorie:Statul Maryland, SUA
Mashhad	Mashhad
Mass	Masă
Massachusetts	Massachusetts (stat SUA)
Massachusetts	Categorie:Statul Massachusetts, SUA
Massachusetts Institute of Technology	Massachusetts Institute of Technology
Masturbation	Masturbare
Mata Hari	Mata Hari
Match	Chibrit
Materialism	Materialism
Mathematics	Matematică
Mathematics	Categorie:Matematică
Mathematics	Portal:Matematică
Matrix (mathematics)	Matrice (matematică)
Matter	Materie
Matterhorn	Matterhorn
Mauna Kea	Mauna Kea
Maurice Ravel	Maurice Ravel
Mauritania	Mauritania
Mauritius	Mauritius
Mauritius	Categorie:Mauritius
Max Born	Max Born
Max Ernst	Max Ernst
Max Planck	Max Planck
Max Weber	Max Weber
Maximian	Maximian
Maxwell's equations	Ecuaţiile lui Maxwell
May	Mai
May 1	1 mai
May 24	24 mai
Mayenne	Mayenne
McCarthyism	McCarthism
Measles	Rujeolă
Measure (mathematics)	Măsură (matematică)
Meat	Carne
Mecca	Mecca
Mechanical engineering	Categorie:Inginerie mecanică
Mechanics	Categorie:Mecanică
Medea	Medeea
Medici	Familia Medici
Medicine	Medicină
Medicine	Categorie:Medicină
Meditation	Meditaţie
Mediterranean Sea	Marea Mediterană
Medusa	Medusa
Meerkat	Suricată
Meiosis	Meioză
Meister Eckhart	Meister Eckhart
Mekong	Mekong
Mel Gibson	Mel Gibson
Melanesia	Melanezia
Melody	Melodie
Melpomene	Melpomene
Melting point	Punct de topire
Memory	Memorie
Memphis	Memphis, Tennessee
Memphis	Memphis, Egipt
Menachem Begin	Menahem Begin
Menelaus	Menelau
Meningitis	Meningită
Mensa (constellation)	Platoul (constelaţie)
Mental disorder	Boală mentală
Mentha	Mentă
Mercantilism	Mercantilism
Mercury	Mercur (dezambiguizare)
Mercury (element)	Mercur
Mercury (mythology)	Mercur (zeu)
Mercury (planet)	Mercur (planetă)
Meridian (geography)	Meridiano
Meritocracy	Meritocraţie
Merovingian	Dinastia Merovingiană
Meryl Streep	Meryl Streep
Meson	Mezon
Mesopotamia	Mesopotamia
Mesopotamia	Categorie:Mesopotamia
Mesozoic	Mezozoic
Messenger RNA	ARN mesager
Messina	Messina
Metabolism	Metabolism
Metadata	Metadata
Metal	Metal
Metalloid	Metaloid
Metallurgy	Metalurgie (industrie)
Metallurgy	Categorie:Metalurgie
Metamorphic rock	Roci metamorfice
Metaphor	Metaforă
Metaphysics	Metafizică
Metaphysics	Categorie:Metafizică
Meteorite	Meteorit
Meteorology	Categorie:Meteorologie
Meteorology	Meteorologie
Metre	Metru
Metric space	Spaţiu metric
Meuse	Meuse (departament)
Meuse River	Meuse
Mexico	Mexic
Mexico	Categorie:Mexic
Mexico City	Ciudad de México
Miami	Miami
Mica	Mică
Michael (archangel)	Arhanghelul Mihail
Michael Faraday	Michael Faraday
Michel Ney	Michel Ney
Michelangelo	Michelangelo Buonarroti
Michigan	Michigan (stat SUA)
Michigan	Categorie:Statul Michigan, SUA
Mick Jagger	Mick Jagger
Mickey Mouse	Mickey Mouse
Microbiology	Microbiologie
Microbiology	Categorie:Microbiologie
Microeconomics	Microeconomie
Microeconomics	Categorie:Microeconomie
Micronesia	Micronezia
Microorganism	Microorganism
Microphone	Microfon
Microprocessor	Microprocesor
Microscope	Microscop
Microscopium	Microscopul (constelaţie)
Microwave	Microunde
Middle Ages	Evul Mediu
Middle Ages	Categorie:Evul Mediu
Middle East	Orientul Mijlociu
Middle East	Categorie:Orientul Mijlociu
Miguel de Cervantes	Miguel de Cervantes
Mikhail Bakunin	Mihail Bakunin
Mikhail Glinka	Mihail Glinka
Mikhail Gorbachev	Mihail Sergheevici Gorbaciov
Milan	Milano
Mile	Milă
Miles Davis	Miles Davis
Milk	Lapte
Milky Way	Calea Lactee
Millard Fillmore	Millard Fillmore
Millennium	Milenii
Millipede	Milipede
Milton Friedman	Milton Friedman
Milwaukee	Milwaukee, Wisconsin
Mineral	Mineral
Mineralogy	Mineralogie
Mineralogy	Categorie:Mineralogie
Minerva	Minerva
Ming Dynasty	Dinastia Ming
Minimalism	Minimalism
Mining	Minerit
Minneapolis	Minneapolis, Minnesota
Minnesota	Minnesota (stat SUA)
Minnesota	Categorie:Statul Minnesota, SUA
Minotaur	Minotaur
Minsk	Minsk
Minute	Minut
Miocene	Miocen
Miracle	Miracol
Mirror	Oglindă
Mishnah	Mişna
Mississippi	Categorie:Statul Mississippi, SUA
Mississippi River	Fluviul Mississippi
Missouri	Missouri (stat SUA)
Missouri	Categorie:Statul Missouri, SUA
Mitochondrion	Mitocondrie
Mnemosyne	Mnemosyne
Mobile phone	Telefon mobil
Modem	Modem
Modernism	Modernism
Modest Mussorgsky	Modest Petrovici Musorgski
Modulation	Modulaţie
Mogadishu	Mogadishu
Moirae	Ursitoare (Moirae)
Mold	Mucegai
Moldova	Republica Moldova
Moldova	Categorie:Republica Moldova
Mole (unit)	Mol
Molecular biology	Categorie:Biologie moleculară
Molecule	Moleculă
Molise	Molise
Mollusca	Moluscă
Molotov cocktail	Cocteil Molotov
Molybdenum	Molibden
Mombasa	Mombasa
Monaco	Monaco
Monaco	Categorie:Monaco
Monarchy	Monarhie
Monarchy	Categorie:Monarhii
Monday	Luni
Money	Ban (monedă)
Mongolia	Mongolia
Mongolia	Categorie:Mongolia
Mongoose	Herpestidae
Monica Seles	Monica Seleş
Monism	Monism
Monopoly	Monopol
Monopoly (game)	Monopoly
Monotheism	Monoteism
Monotreme	Monotreme
Monroe Doctrine	Doctrina Monroe
Mons	Mons
Monsoon	Muson
Mont Blanc	Mont Blanc
Montana	Montana (stat SUA)
Montana	Categorie:Statul Montana, SUA
Monte Carlo	Monte Carlo
Montenegro	Muntenegru
Montenegro	Categorie:Muntenegru
Monterrey	Monterrey
Montevideo	Montevideo
Montgomery	Montgomery, Alabama
Month	Lună (timp)
Montpelier	Montpelier, Vermont
Montreal	Montréal
Montserrat	Montserrat
Moon	Lună
Moose	Elan
Moravia	Moravia
Morocco	Maroc
Morocco	Categorie:Maroc
Morpheme	Morfem
Morphine	Morfină
Morphology	Morfologie
Morphology (linguistics)	Morfologie (gramatică)
Morse code	Alfabetul Morse
Moscow	Moscova
Moselle	Moselle
Moses	Moise
Moshe Dayan	Moshe Dayan
Mosque	Moschee
Mosquito	Ţânţar
Mossad	Mossad
Mosul	Mosul
Mother	Mamă
Mother Teresa	Maica Tereza
Motorcycle	Motocicletă
Mount Athos	Muntele Athos
Mount Etna	Etna
Mount Everest	Everest
Mount Fuji	Fuji
Mount Kilimanjaro	Kilimanjaro
Mount McKinley	Muntele McKinley
Mount Olympus	Olimp (mitologie)
Mount Pinatubo	Pinatubo
Mount Rushmore	Mount Rushmore
Mount St. Helens	Mount St. Helens
Mount Vesuvius	Vezuviu
Mountain	Munte
Mountain pass	Trecătoare
Mouse (computing)	Maus
Mozambique	Mozambic
Muhammad	Mahomed
Muhammad Ali	Muhammad Ali
Mulberry	Dud
Mule	Catâr
Mumbai	Mumbai
Munich	München
Municipality	Municipiile României
Murmansk	Murmansk
Murray Gell-Mann	Murray Gell-Mann
Musa (genus)	Banană
Musca	Musca (constelaţie)
Muscle	Sistemul muscular
Muse	Muze
Museum	Muzeu
Music	Muzică
Music	Categorie:Muzică
Musical instrument	Instrument muzical
Musket	Muschetă
Mustelidae	Mustelide
Mutation	Mutaţie genetică
Myanmar	Categorie:Myanmar
Mycenae	Micene
Mycology	Micologie
Mycology	Categorie:Micologie
Mysticism	Misticism
Myth	Mit
Mythology	Mitologie
Mythology	Categorie:Mitologie
N	N
N'Djamena	N'Djamena
NASDAQ	NASDAQ
NATO	Organizaţia Tratatului Atlanticului de Nord
NATO	Categorie:NATO
Nadine Gordimer	Nadine Gordimer
Nadir	Nadir
Nagasaki	Nagasaki
Nagoya	Nagoya, Aichi
Nahuatl	Limba nahuatl
Nairobi	Nairobi
Namib Desert	Deşertul Namib
Namibia	Namibia
Namibia	Categorie:Namibia
Namur (city)	Namur
Nancy	Nancy
Nanga Parbat	Nanga Parbat
Nanjing	Nanjing
Nanotechnology	Nanotehnologie
Nantes	Nantes
Naples	Neapole
Napoleonic Wars	Războaie napoleoniene
Narcissus (mythology)	Narcis
Nashville	Nashville, Tennessee
Nassau	Nassau
Nation	Naţiune
National Security Agency	National Security Agency
Nationalism	Naţionalism
Nationalism	Categorie:Naţionalism
Natural gas	Gaz natural
Natural number	Număr natural
Natural selection	Selecţie naturală
Nature	Natură
Nature	Categorie:Natură
Naturism	Nudism
Nauru	Nauru
Nauru	Categorie:Nauru
Nautical mile	Milă marină
Nazareth	Nazaret
Nazi Germany	Germania Nazistă
Nazi Party	NSDAP
Nazism	Categorie:Nazism
Neanderthal	Omul de Neanderthal
Nebraska	Nebraska (stat SUA)
Nebraska	Categorie:Statul Nebraska, SUA
Nebuchadrezzar II	Nabucodonosor
Nebula	Nebuloasă
Neckar	Neckar
Nefertiti	Nefertiti
Neil Armstrong	Neil Armstrong
Nelson Mandela	Nelson Mandela
Nematode	Nematode
Nemesis (mythology)	Nemesis
Neodymium	Neodim
Neologism	Neologism
Neon	Neon
Neoplatonism	Neoplatonism
Nepal	Nepal
Nepal	Categorie:Nepal
Nephthys	Nephthys
Neptune	Neptun (planetă)
Nero	Nero
Nerva	Nerva
Nervous system	Sistem nervos
Netherlands	Olanda
Netherlands	Categorie:Ţările de Jos
Netherlands Antilles	Antilele Olandeze
Neurology	Neurologie
Neurology	Categorie:Neurologie
Neuron	Neuron
Neurotransmitter	Neurotransmiţător
Neutrino	Neutrino
Neutron	Neutron
Neva River	Neva
Nevada	Nevada (stat SUA)
Nevada	Categorie:Statul Nevada, SUA
Neville Chamberlain	Neville Chamberlain
New Brunswick	New Brunswick
New Caledonia	Noua Caledonie
New Delhi	New Delhi
New England	Noua Anglie
New Guinea	Noua Guinee
New Hampshire	New Hampshire (stat SUA)
New Hampshire	Categorie:Statul New Hampshire, SUA
New Jersey	New Jersey (stat SUA)
New Jersey	Categorie:Statul New Jersey, SUA
New Mexico	New Mexico (stat SUA)
New Mexico	Categorie:Statul New Mexico, SUA
New Orleans	New Orleans, Louisiana
New South Wales	New South Wales
New Testament	Noul Testament
New World	Novo Mundo
New Year	Anul Nou
New York	New York (stat SUA)
New York	Categorie:Statul New York, SUA
New York (disambiguation)	New York (dezambiguizare)
New York City	New York (oraş)
New York City	Categorie:New York
New York Stock Exchange	New York Stock Exchange
New Zealand	Noua Zeelandă
Newark	Newark, New Jersey
Newfoundland (island)	Terranova (insulă)
Newfoundland and Labrador	Newfoundland şi Labrador
Newport	Newport
Newton	Newton
Niacin	Niacină
Niagara Falls	Cascada Niagara
Nicaragua	Nicaragua
Nicaragua	Categorie:Nicaragua
Nice	Nisa
Nicene Creed	Simbolul niceno-constantinopolitan
Nicholas	Petrović Njegoš
Nickel	Nichel
Nicolaus Copernicus	Nicolaus Copernic
Nicosia	Nicosia
Nicotine	Nicotină
Niels Bohr	Niels Bohr
Niels Henrik Abel	Niels Henrik Abel
Niger	Niger
Niger	Categorie:Niger
Nigeria	Nigeria
Night	Noapte
Nightingale	Privighetoare
Nihilism	Nihilism
Nijmegen	Nijmegen
Nike	Nike, Inc.
Nike (mythology)	Nike
Nikita Khrushchev	Nikita Sergheevici Hruşciov
Nikola Tesla	Nikola Tesla
Nile	Nilul
Nineveh	Ninive
Ninja	Ninja
Niobium	Niobiu
Nirvana	Nirvana
Nitric acid	Acid azotic
Nitrogen	Azot
Nitroglycerin	Nitroglicerină
Njord	Njord
Noam Chomsky	Noam Chomsky
Nobel Prize	Premiul Nobel
Nobel Prize	Categorie:Premiul Nobel
Nobelium	Nobeliu
Nobility	Regalitatea şi nobilimea rusă
Nobility	Categorie:Nobilime
Noble gas	Gaz nobil
Nomad	Popoare migratoare
Nominative case	Cazul nominativ
Nonmetal	Nemetal
Norfolk	Norfolk
Norfolk Island	Insula Norfolk
Norma (constellation)	Echerul (constelaţie)
Norman Mailer	Norman Mailer
Normandy	Normandia
Norse mythology	Mitologie nordică
Norse mythology	Categorie:Mitologie nordică
North	Nord
North Africa	Africa Nordică
North America	America de Nord
North America	Categorie:America de Nord
North Carolina	North Carolina (stat SUA)
North Carolina	Categorie:Statul North Carolina, SUA
North Dakota	North Dakota (stat SUA)
North Dakota	Categorie:Statul North Dakota, SUA
North Korea	Coreea de Nord
North Korea	Categorie:Coreea de Nord
North Pole	Polul Nord
North Sea	Marea Nordului
North Yorkshire	North Yorkshire
Northern Europe	Europa de Nord
Northern Hemisphere	Emisfera nordică
Northern Ireland	Irlanda de Nord
Northern Mariana Islands	Insulele Mariane de Nord
Northern Territory	Northern Territory
Northern pike	Ştiucă
Northwest Territories	Teritoriile de Nordvest
Norway	Norvegia
Norway	Categorie:Norvegia
Norwegian Sea	Marea Norvegiei
Nose	Nas
Nostradamus	Nostradamus
Nouakchott	Nouakchott
Noun	Substantiv
Nova Scotia	Nova Scoţia
Novaya Zemlya	Novaia Zemlia
Novel	Roman (literatură)
November	Noiembrie
November 1	1 noiembrie
November 11	11 noiembrie
November 2	2 noiembrie
November 5	5 noiembrie
Novosibirsk	Novosibirsk
Nuclear physics	Fizică nucleară
Nuclear power	Energie nucleară
Nuclear weapon	Armă nucleară
Nucleic acid	Acid nucleic
Nucleotide	Nucleotidă
Number	Număr
Numbers	Categorie:Numere
Numidia	Numidia
Numismatics	Numismatică
Nunavut	Nunavut
Nuremberg	Nürnberg
Nutmeg	Nucşoară
Nymph	Nimfe
Nymphaeaceae	Nymphaeaceae
Nyx (mythology)	Nyx
O	O
OPEC	OPEC
Oakland	Oakland, California
Oasis	Oază
Ob River	Obi
Obelisk	Obelisc
Obsidian	Obsidian
Occam's razor	Briciul lui Occam
Ocean	Ocean
Ocean current	Curent marin
Oceania	Oceania
Oceanid	Oceanidele
Oceanus	Oceanus
Octans	Octantul (constelaţie)
October	Octombrie
October 12	12 octombrie
October 24	24 octombrie
October Revolution	Revoluţia din Octombrie
Octopus	Caracatiţă
Ode	Odă
Oder River	Odra
Odessa	Odessa
Odin	Odin
Odysseus	Odiseu
Odyssey	Odiseea
Oedipus	Oedip (mitologie)
Offside (football)	Offside (fotbal)
Ohio	Ohio (stat SUA)
Ohio	Categorie:Statul Ohio, SUA
Ohm	Ohm
Ohm's law	Legea lui Ohm
Oil painting	Pictură în ulei
Oklahoma	Oklahoma (stat SUA)
Oklahoma	Categorie:Statul Oklahoma, SUA
Oklahoma City	Oklahoma City, Oklahoma
Oktoberfest	Oktoberfest
Old Church Slavonic	Limba slavonă
Old Testament	Vechiul Testament
Oligarchy	Oligarhie
Oligocene	Oligocen
Oligopoly	Oligopol
Oliver Cromwell	Oliver Cromwell
Oliver Stone	Oliver Stone
Olivine	Olivină
Olympia	Olympia, Washington
Olympia	Olympia, Grecia
Olympic Games	Olimpism
Omaha	Omaha, Nebraska
Oman	Oman
Oman	Categorie:Oman
Omsk	Omsc
Onion	Ceapă
Onomastics	Onomastica
Ontario	Ontario
Ontario	Categorie:Ontario
Ontology	Ontologie
Oort cloud	Norul lui Oort
Opal	Opal
Opera	Operă (gen muzical)
Opera (Internet suite)	Opera (web browser)
Operating system	Sistem de operare
Ophiuchus	Ofiucus (constelaţie)
Optical fiber	Fibră optică
Optical illusion	Iluzie optică
Optics	Optică
Optics	Categorie:Optică
Optimization (mathematics)	Optimizare
Oral sex	Felaţie
Orchidaceae	Orhidee
Order (biology)	Ordin (biologie)
Order of Saint Benedict	Ordinul benedictin
Oregon	Oregon (stat SUA)
Oregon	Categorie:Statul Oregon, SUA
Organ (anatomy)	Organ
Organ (music)	Orgă
Organelle	Organite celulare
Organic chemistry	Chimie organică
Organic chemistry	Categorie:Chimie organică
Organic compound	Compus organic
Organism	Organism
Organization	Organizaţie
Orgasm	Orgasm
Origami	Origami
Origen	Origene
Orion (constellation)	Orion (constelaţie)
Orissa	Orissa
Orlando	Orlando, Florida
Ornithology	Ornitologie
Ornithology	Categorie:Ornitologie
Orpheus	Orfeu
Orson Welles	Orson Welles
Orthography	Ortografie
Osaka	Osaka
Osama bin Laden	Osama bin Laden
Oscar Wilde	Oscar Wilde
Oscillation	Oscilaţie
Osiris	Osiris
Oslo	Oslo
Osman I	Osman I
Osmium	Osmiu
Osteoporosis	Osteoporoză
Ostrava	Ostrava
Otho	Otho
Ottawa	Ottawa
Otto Hahn	Otto Hahn
Otto I	Otto I, Împărat Roman
Otto von Bismarck	Otto von Bismarck
Ottoman Empire	Imperiul Otoman
Ottoman Empire	Categorie:Imperiul Otoman
Ovid	Publius Ovidius Naso
Oviedo	Oviedo
Owl	Bufniţă
Oxford	Oxford
Oxidation state	Număr de oxidare
Oxide	Oxid
Oxygen	Oxigen
Ozone	Ozon
P	P
PAL	PAL
PH	PH
Pablo Neruda	Pablo Neruda
Pablo Picasso	Pablo Picasso
Pacific Ocean	Oceanul Pacific
Pacific Ocean	Categorie:Oceanul Pacific
Pacifism	Pacifism
Padua	Padova
Painting	Categorie:Pictură
Pakistan	Pakistan
Pakistan	Categorie:Pakistan
Palace of Versailles	Palatul Versailles
Palau	Palau
Palau	Categorie:Palau
Paleocene	Paleocen
Paleolithic	Paleolitic
Paleontology	Paleontologie
Palermo	Palermo
Palestine	Palestina
Palestine	Categorie:Palestina
Palestinian National Authority	Autoritatea Naţională Palestiniană
Pali	Limba pali
Palindrome	Palindrom
Palladium	Paladiu
Palmyra	Palmyra
Pamir Mountains	Pamir
Pan (mythology)	Pan (mitologie)
Panama	Panama
Panama Canal	Canalul Panama
Panama City	Ciudad de Panamá
Pancreas	Pancreas
Pandora	Pandora
Pantheism	Panteism
Pantheon	Panteonul din Roma
Papua New Guinea	Papua Noua Guinee
Paracelsus	Paracelsus
Parachute	Paraşută
Paradigm	Paradigmă
Paragliding	Parapantism
Paraguay	Paraguay
Paraguay	Categorie:Paraguay
Parallelogram	Paralelogram
Paramaribo	Paramaribo
Parapsychology	Parapsihologie
Paris	Paris
Paris	Categorie:Paris
Paris (mythology)	Paris (mitologie)
Parliament	Parlament
Parmenides	Parmenide
Parsec	Parsec
Parsley	Pătrunjel
Particle physics	Fizica particulelor
Particle physics	Categorie:Fizica particulelor
Pascal	Pascal
Pascal (programming language)	Pascal (limbaj de programare)
Pascal (unit)	Pascal (unitate)
Passover	Pesah
Passport	Paşaport
Pasteurization	Pasteurizare
Patagonia	Patagonia
Pathology	Fitopatologie
Patras	Patras
Patriarch	Patriarh
Patriotism	Patriotism
Paul Gauguin	Paul Gauguin
Paul Johann Ludwig von Heyse	Paul Heyse
Paul Klee	Paul Klee
Paul McCartney	Paul McCartney
Paul Newman	Paul Newman
Paul Verlaine	Paul Verlaine
Paul the Apostle	Pavel (apostol)
Paul von Hindenburg	Paul von Hindenburg
Pauli exclusion principle	Principiul de excluziune
Pavo (constellation)	Păunul (constelaţie)
Pawn (chess)	Pion (şah)
Pays de la Loire	Pays de la Loire
Peace of Westphalia	Pacea Westfalică
Peanut	Arachis
Pearl	Perlă
Pearl Harbor	Pearl Harbor
Peat	Turbă
Pedagogy	Categorie:Pedagogie
Pedophilia	Pedofilie
Pedunculate Oak	Stejar
Pegasus	Pegas
Pegasus (constellation)	Pegas (constelaţie)
Peloponnese	Peloponez
Peloponnesian War	Războiul peloponesiac
Pencil	Creion
Pendulum	Pendul gravitaţional
Penelope	Penelopa
Penguin	Pinguin
Penicillin	Penicilină
Peninsula	Peninsulă
Pennsylvania	Pennsylvania (stat SUA)
Pennsylvania	Categorie:Statul Pennsylvania, SUA
Pentagon	Pentagon (geometrie)
Pentagram	Pentagramă
Pentecost	Rusalii
Pentecostalism	Biserica Penticostală
People	Categorie:Biografii
People's Republic of China	Republica Populară Chineză
Pepin the Short	Pepin cel Scurt
Pepsi	Pepsi-Cola
Percussion instrument	Instrument de percuţie
Percy Bysshe Shelley	Percy Bysshe Shelley
Perestroika	Perestroika
Perfume	Parfum
Pericles	Pericle
Period (periodic table)	Perioadele tabelului periodic
Periodic table	Tabelul periodic al elementelor
Perm	Perm
Permian	Permian
Pernambuco	Pernambuco
Perpetual motion	Perpetuum mobile
Persephone	Persefona
Persepolis	Persepolis
Perseus	Perseu
Perseus (constellation)	Perseu (constelaţie)
Persian Empire	Imperiul Persan
Persian Gulf	Golful Persic
Personal digital assistant	Personal digital assistant
Perth	Perth
Peru	Peru
Peru	Categorie:Peru
Pesticide	Pesticid
Peter Abelard	Pierre Abélard
Peter Paul Rubens	Peter Paul Rubens
Peter Sellers	Peter Sellers
Petrarch	Francesco Petrarca
Petroleum	Petrol
Pharaoh	Faraon
Pharmacology	Farmacologie
Pharynx	Faringe
Phenol	Fenol
Phenomenology	Fenomenologie
Phenotype	Fenotip
Philadelphia	Philadelphia, Pennsylvania
Philately	Filatelie
Philately	Categorie:Filatelie
Philip II of Macedon	Filip al II-lea al Macedoniei
Philip II of Spain	Filip al II-lea al Spaniei
Philipp Lenard	Philipp Lenard
Philippines	Filipine
Philippines	Categorie:Filipine
Philology	Categorie:Filologie
Philosopher's stone	Piatra filozofală
Philosophy	Filozofie
Philosophy	Categorie:Filozofie
Philosophy	Portal:Filozofie
Phnom Penh	Phnom Penh
Phobos (moon)	Phobos (satelit)
Phoenicia	Fenicia
Phoenix	Phoenix, Arizona
Phoenix	Phoenix (dezambiguizare)
Phoenix (constellation)	Phoenix (constelaţie)
Phoenix (mythology)	Pasărea Phoenix
Phoenix (spacecraft)	Phoenix Mars Lander
Phoneme	Fonem
Phonetics	Fonetică
Phonology	Fonologie
Phosphoric acid	Acid fosforic
Phosphorus	Fosfor
