Korean	English
기계	Machine
기계어	Machine code
기관총	Machine gun
기계 번역	Machine translation
마추 픽추	Machu Picchu
매킨토시	Macintosh
거시경제학	Macroeconomics
분류:거시경제학	Macroeconomics
마다가스카르	Madagascar
분류:마다가스카르	Madagascar
마데이라 제도	Madeira
매디슨	Madison
마돈나	Madonna (entertainer)
마드리드	Madrid
마드리드 지방	Madrid (autonomous community)
마피아	Mafia
잡지	Magazine
자청색	Magenta
마그레브	Maghreb
마방진	Magic square
마그마	Magma
대헌장	Magna Carta
마그네슘	Magnesium
자석	Magnet
자기장	Magnetic field
자기	Magnetism
분류:자기	Magnetism
돋보기	Magnifying glass
분류:쌍떡잎식물	Magnoliopsida
마하라슈트라 주	Maharashtra
모한다스 간디	Mahatma Gandhi
우편	Mail
모세 벤 마이몬	Maimonides
메인 강	Main
틀:본문	Main
메인 주	Maine
분류:메인 주	Maine
메인프레임	Mainframe computer
미륵보살	Maitreya
옥수수	Maize
장음계	Major scale
마요르카	Majorca
마칼루	Makalu
말라보	Malabo
공작석	Malachite
연갑강	Malacostraca
말라리아	Malaria
분류:말라위	Malawi
말레이 반도	Malay Peninsula
말레이시아	Malaysia
분류:말레이시아	Malaysia
맬컴 엑스	Malcolm X
몰디브	Maldives
분류:몰디브	Maldives
말리	Mali
분류:말리	Mali
청둥오리	Mallard
몰타	Malta
분류:몰타	Malta
몰타어	Maltese language
말토스	Maltose
포유류	Mammal
매머드	Mammoth
경영	Management
마나과	Managua
마나마	Manama
매너티	Manatee
맨체스터	Manchester
만주	Manchuria
만다라	Mandala
관화	Mandarin (linguistics)
만델브로 집합	Mandelbrot set
망가니즈	Manganese
맨해튼	Manhattan
맨해튼 계획	Manhattan Project
마니교	Manichaeism
마닐라	Manila
매니토바 주	Manitoba
매너리즘	Mannerism
만하임	Mannheim
맨틀	Mantle (geology)
마오쩌둥	Mao Zedong
지도	Map
단풍나무속	Maple
마푸투	Maputo
마라톤	Marathon
대리암	Marble
마르셀 뒤샹	Marcel Duchamp
마르셀 마르소	Marcel Marceau
마르셀 프루스트	Marcel Proust
3월	March
3월 17일	March 17
3월 19일	March 19
3월 2일	March 2
3월 25일	March 25
마르코 폴로	Marco Polo
마르쿠스 아우렐리우스	Marcus Aurelius
마르쿠스 브루투스	Marcus Junius Brutus
마르둑	Marduk
마거릿 미첼	Margaret Mitchell
마거릿 대처	Margaret Thatcher
마리아 칼라스	Maria Callas
마리아나 제도	Mariana Islands
마리 앙투아네트	Marie Antoinette
마리 퀴리	Marie Curie
메릴린 먼로	Marilyn Monroe
마르쿠스 안토니우스	Mark Antony
마크 트웨인	Mark Twain
시장 (경제)	Market
마케팅	Marketing
분류:마케팅	Marketing
마크업 언어	Markup language
마를레네 디트리히	Marlene Dietrich
혼인	Marriage
분류:화성	Mars
마르스	Mars (mythology)
마르세유	Marseille
마셜 제도	Marshall Islands
분류:마셜 제도	Marshall Islands
유럽 부흥 계획	Marshall Plan
유대류	Marsupial
마르틴 하이데거	Martin Heidegger
마르틴 루터	Martin Luther
마틴 루서 킹 2세	Martin Luther King
마틴 스코세즈	Martin Scorsese
마틴 밴 뷰런	Martin Van Buren
마르티나 나브라틸로바	Martina Navratilova
마르티니크	Martinique
순교	Martyr
마르크스주의	Marxism
분류:마르크스주의	Marxism
성모 마리아	Mary (mother of Jesus)
마리아 막달레나	Mary Magdalene
메리 셸리	Mary Shelley
메릴랜드 주	Maryland
분류:메릴랜드 주	Maryland
마세루	Maseru
마슈하드	Mashhad
질량	Mass
미사	Mass (liturgy)
매사추세츠 주	Massachusetts
분류:매사추세츠 주	Massachusetts
매사추세츠 공과대학교	Massachusetts Institute of Technology
자위행위	Masturbation
마타 하리	Mata Hari
성냥	Match
유물론	Materialism
분류:수리논리학	Mathematical logic
증명	Mathematical proof
수학	Mathematics
분류:수학	Mathematics
행렬	Matrix (mathematics)
물질	Matter
마터호른 산	Matterhorn
모리스 라벨	Maurice Ravel
모리타니	Mauritania
분류:모리타니	Mauritania
모리셔스	Mauritius
분류:모리셔스	Mauritius
막스 플랑크	Max Planck
막스 베버	Max Weber
막시미아누스	Maximian
맥스웰 방정식	Maxwell's equations
5월	May
5월 1일	May 1
5월 24일	May 24
하루살이목	Mayfly
마요네즈	Mayonnaise
음바바네	Mbabane
매카시즘	McCarthyism
홍역	Measles
측도	Measure (mathematics)
분류:측정	Measurement
고기	Meat
메카	Mecca
기계공학	Mechanical engineering
분류:기계공학	Mechanical engineering
분류:역학	Mechanics
역학	Mechanics
메데이아	Medea
의약품	Medication
메디치 가	Medici
의학	Medicine
분류:의학	Medicine
분류:지중해	Mediterranean
지중해	Mediterranean Sea
메가바이트	Megabyte
마이트너륨	Meitnerium
메콩 강	Mekong
멜 깁슨	Mel Gibson
멜라네시아	Melanesia
멜포메네	Melpomene
녹는점	Melting point
밈	Meme
기억	Memory
멤피스 (테네시 주)	Memphis
멤피스 (이집트)	Memphis
멘델레븀	Mendelevium
메넬라오스	Menelaus
수막염	Meningitis
테이블산자리	Mensa (constellation)
월경	Menstruation
정신 질환	Mental disorder
중상주의	Mercantilism
머큐리	Mercury
수은	Mercury (element)
메르쿠리우스	Mercury (mythology)
수성	Mercury (planet)
인어	Mermaid
메로빙거 왕조	Merovingian
중석기 시대	Mesolithic
중간자	Meson
메소포타미아	Mesopotamia
분류:메소포타미아	Mesopotamia
중간권	Mesosphere
중생대	Mesozoic
메시아	Messiah
신진대사	Metabolism
메타데이터	Metadata
금속	Metal
금속 결합	Metallic bond
준금속	Metalloid
금속공학	Metallurgy
분류:금속공학	Metallurgy
변성암	Metamorphic rock
분류:형이상학	Metaphysics
유성우	Meteor shower
운석	Meteorite
유성체	Meteoroid
분류:기상학	Meteorology
기상학	Meteorology
메스암페타민	Methamphetamine
메탄올	Methanol
메티오닌	Methionine
감리교	Methodism
미터	Metre
거리공간	Metric space
멕시코	Mexico
분류:멕시코	Mexico
멕시코 시티	Mexico City
마이애미	Miami
운모	Mica
대천사 미카엘	Michael (archangel)
마이클 패러데이	Michael Faraday
미켈란젤로	Michelangelo
미시간 주	Michigan
분류:미시간 주	Michigan
미키 마우스	Mickey Mouse
미생물학	Microbiology
분류:미생물학	Microbiology
미시경제학	Microeconomics
분류:미시경제학	Microeconomics
미크로네시아	Micronesia
미생물	Microorganism
마이크로폰	Microphone
마이크로프로세서	Microprocessor
현미경	Microscope
현미경자리	Microscopium
중세	Middle Ages
분류:중세 유럽	Middle Ages
중동	Middle East
분류:중동	Middle East
백야	Midnight sun
미겔 데 세르반테스	Miguel de Cervantes
미하일 바쿠닌	Mikhail Bakunin
미하일 글린카	Mikhail Glinka
미하일 고르바초프	Mikhail Gorbachev
밀라노	Milan
마일	Mile
마일스 데이비스	Miles Davis
분류:군사	Military
군인 계급	Military rank
젖	Milk
우리 은하	Milky Way
밀러드 필모어	Millard Fillmore
밀리미터	Millimetre
1000000	Million
밀턴 프리드먼	Milton Friedman
밀워키	Milwaukee
민다나오 섬	Mindanao
광물	Mineral
광물학	Mineralogy
미네르바	Minerva
명나라	Ming Dynasty
미니멀리즘	Minimalism
광업	Mining
미니애폴리스	Minneapolis
미네소타 주	Minnesota
분류:미네소타 주	Minnesota
단음계	Minor scale
미노스	Minos
민스크	Minsk
분 (단위)	Minute
거울	Mirror
미슈나	Mishnah
분류:미시시피 주	Mississippi
미시시피 강	Mississippi River
미주리 주	Missouri
분류:미주리 주	Missouri
미주리 강	Missouri River
미토콘드리아	Mitochondrion
휴대전화	Mobile phone
모뎀	Modem
모데스트 무소륵스키	Modest Mussorgsky
변조	Modulation
모가디슈	Mogadishu
곰팡이	Mold
몰도바	Moldova
분류:몰도바	Moldova
몰	Mole (unit)
분자생물학	Molecular biology
분류:분자생물학	Molecular biology
분자	Molecule
연체동물	Mollusca
몰리브데넘	Molybdenum
운동량	Momentum
모나코	Monaco
분류:모나코	Monaco
군주	Monarch
군주	Monarchy
분류:군주제	Monarchy
월요일	Monday
돈	Money
몽골	Mongolia
분류:몽골	Mongolia
몽구스	Mongoose
외떡잎식물	Monocotyledon
단위체	Monomer
독점	Monopoly
모노폴리	Monopoly (game)
글루탐산 나트륨	Monosodium glutamate
단공류	Monotreme
먼로주의	Monroe Doctrine
몬로비아	Monrovia
몽블랑 산	Mont Blanc
몬태나 주	Montana
분류:몬태나 주	Montana
몬테카를로	Monte Carlo
몬테네그로	Montenegro
분류:몬테네그로	Montenegro
몬테비데오	Montevideo
몽고메리 (앨라배마 주)	Montgomery
달 (시간)	Month
몬트필리어	Montpelier
몬트리올	Montreal
몬트세랫	Montserrat
달	Moon
도덕	Morality
모라바	Moravia
모로코	Morocco
분류:모로코	Morocco
형태소	Morpheme
형태론	Morphology (linguistics)
모스 부호	Morse code
박격포	Mortar (weapon)
모자이크	Mosaic
모스크바	Moscow
분류:모스크바	Moscow
모세	Moses
모스크	Mosque
모기	Mosquito
모사드	Mossad
모술	Mosul
모테트	Motet
어머니	Mother
테레사 수녀	Mother Teresa
어머니날	Mother's Day
운동 (물리학)	Motion (physics)
오토바이	Motorcycle
아토스 산	Mount Athos
에트나 산	Mount Etna
에베레스트 산	Mount Everest
후지 산	Mount Fuji
킬리만자로 산	Mount Kilimanjaro
올림포스의 12신	Mount Olympus
산	Mountain
산악 자전거	Mountain bike
산맥	Mountain range
쥐속	Mouse
마우스	Mouse (computing)
모잠비크	Mozambique
분류:모잠비크	Mozambique
Μ	Mu (letter)
무에진	Muezzin
무함마드	Muhammad
무하마드 알리	Muhammad Ali
뽕나무속	Mulberry
멀티미디어	Multimedia
곱셈	Multiplication
뭄바이	Mumbai
미라	Mummy
뮌헨	Munich
뮤온	Muon
무르만스크	Murmansk
머피의 법칙	Murphy's law
머리 겔만	Murray Gell-Mann
파리자리	Musca
무스카트	Muscat
근육	Muscle
무사 (신화)	Muse
박물관	Museum
버섯	Mushroom
음악	Music
분류:음악	Music
MIDI	Musical Instrument Digital Interface
악기	Musical instrument
음계	Musical scale
음악가	Musician
음악학	Musicology
머스켓	Musket
족제비과	Mustelidae
돌연변이	Mutation
분류:미얀마	Myanmar
분류:균학	Mycology
심근경색	Myocardial infarction
신비주의	Mysticism
신화	Mythology
분류:신화	Mythology
N	N
은자메나	N'Djamena
나스닥	NASDAQ
북대서양 조약 기구	NATO
분류:북대서양 조약 기구	NATO
네이딘 고디머	Nadine Gordimer
나가사키 시	Nagasaki
나고야 시	Nagoya
나후아틀어	Nahuatl
발톱	Nail (anatomy)
못	Nail (fastener)
나이로비	Nairobi
나미비아	Namibia
분류:나미비아	Namibia
낭가파르밧 산	Nanga Parbat
난징	Nanjing
나노기술	Nanotechnology
나폴리	Naples
나폴레옹 전쟁	Napoleonic Wars
나르키소스	Narcissus (mythology)
내슈빌	Nashville
나소	Nassau
너대니얼 호손	Nathaniel Hawthorne
국민	Nation
국가 (노래)	National anthem
국립공원	National park
민족주의	Nationalism
분류:국민주의	Nationalism
천연 가스	Natural gas
자연 언어 처리	Natural language processing
자연수	Natural number
자연과학	Natural science
자연선택	Natural selection
자연	Nature
분류:자연	Nature
나우루	Nauru
분류:나우루	Nauru
해리 (단위)	Nautical mile
분류:항법	Navigation
해군	Navy
나사렛	Nazareth
나치 독일	Nazi Germany
분류:나치 독일	Nazi Germany
민족사회주의 독일 노동자당	Nazi Party
분류:나치즘	Nazism
네안데르탈인	Neanderthal
네브래스카 주	Nebraska
분류:네브래스카 주	Nebraska
네부카드네자르 2세	Nebuchadrezzar II
넥타이	Necktie
네페르티티	Nefertiti
닐 암스트롱	Neil Armstrong
넬슨 만델라	Nelson Mandela
선형동물	Nematode
네메아의 사자	Nemean Lion
네메시스	Nemesis (mythology)
네오디뮴	Neodymium
신석기 시대	Neolithic
네온	Neon
네팔	Nepal
분류:네팔	Nepal
해왕성	Neptune
넵투늄	Neptunium
네레이드 (위성)	Nereid (moon)
네로	Nero
네르바	Nerva
분류:신경 기관	Nervous system
둥지	Nest
네덜란드	Netherlands
분류:네덜란드	Netherlands
네덜란드령 안틸레스	Netherlands Antilles
분류:신경학	Neurology
신경 세포	Neuron
신경전달물질	Neurotransmitter
중성미자	Neutrino
중성자	Neutron
중성자별	Neutron star
네바 강	Neva River
네바다 주	Nevada
분류:네바다 주	Nevada
뉴브런즈윅 주	New Brunswick
누벨칼레도니	New Caledonia
뉴델리	New Delhi
뉴잉글랜드	New England
뉴기니 섬	New Guinea
뉴햄프셔 주	New Hampshire
분류:뉴햄프셔 주	New Hampshire
뉴저지 주	New Jersey
분류:뉴저지 주	New Jersey
뉴멕시코 주	New Mexico
분류:뉴멕시코 주	New Mexico
뉴올리언스	New Orleans
뉴사우스웨일스 주	New South Wales
신약성서	New Testament
신정	New Year
뉴욕 주	New York
분류:뉴욕 주	New York
뉴욕 (동음이의)	New York (disambiguation)
뉴욕 시	New York City
분류:뉴욕 시	New York City
뉴욕 증권거래소	New York Stock Exchange
뉴질랜드	New Zealand
분류:뉴질랜드	New Zealand
뉴어크 (뉴저지 주)	Newark
뉴펀들랜드 섬	Newfoundland (island)
뉴펀들랜드 래브라도 주	Newfoundland and Labrador
뉴포트	Newport
뉴턴	Newton
니코틴산	Niacin
나이아가라 폭포	Niagara Falls
니아메	Niamey
니카라과	Nicaragua
분류:니카라과	Nicaragua
니케아 신경	Nicene Creed
니켈	Nickel
니콜라 푸생	Nicolas Poussin
니콜라우스 코페르니쿠스	Nicolaus Copernicus
니코시아	Nicosia
니코틴	Nicotine
닐스 보어	Niels Bohr
닐스 헨리크 아벨	Niels Henrik Abel
니제르	Niger
분류:니제르	Niger
나이저 강	Niger River
나이지리아	Nigeria
분류:나이지리아	Nigeria
밤 (시간)	Night
나이팅게일	Nightingale
나이키 (기업)	Nike
니케	Nike (mythology)
니키타 흐루쇼프	Nikita Khrushchev
니콜라 테슬라	Nikola Tesla
나일 강	Nile
니네베	Nineveh
닌자	Ninja
나이오븀	Niobium
열반	Nirvana
질산	Nitric acid
질소	Nitrogen
나이트로글리세린	Nitroglycerin
닉스 (위성)	Nix (moon)
노아	Noah
노엄 촘스키	Noam Chomsky
노벨상	Nobel Prize
분류:노벨상	Nobel Prize
노벨륨	Nobelium
분류:귀족	Nobility
비활성 기체	Noble gas
유목민	Nomad
비금속	Nonmetal
노퍽 섬	Norfolk Island
직각자자리	Norma (constellation)
정규 분포	Normal distribution
노르망디	Normandy
북유럽 신화	Norse mythology
분류:북유럽 신화	Norse mythology
북쪽	North
북아프리카	North Africa
북아메리카	North America
분류:북아메리카	North America
노스캐롤라이나 주	North Carolina
분류:노스캐롤라이나 주	North Carolina
노스다코타 주	North Dakota
분류:노스다코타 주	North Dakota
북섬	North Island
조선민주주의인민공화국	North Korea
분류:조선민주주의인민공화국	North Korea
북극점	North Pole
북해	North Sea
북극성	North Star
북유럽	Northern Europe
북반구	Northern Hemisphere
북아일랜드	Northern Ireland
분류:북아일랜드	Northern Ireland
북마리아나 제도	Northern Mariana Islands
노던 준주	Northern Territory
노스웨스트 준주	Northwest Territories
노르웨이	Norway
분류:노르웨이	Norway
노르웨이 해	Norwegian Sea
코	Nose
노스트라다무스	Nostradamus
음표	Note
누악쇼트	Nouakchott
명사 (품사)	Noun
노바스코샤 주	Nova Scotia
노바야제믈랴 제도	Novaya Zemlya
소설	Novel
11월	November
11월 1일	November 1
11월 11일	November 11
11월 2일	November 2
11월 5일	November 5
노비알	Novial
노보시비르스크	Novosibirsk
Ν	Nu (letter)
핵분열	Nuclear fission
핵융합	Nuclear fusion
핵물리학	Nuclear physics
분류:핵물리학	Nuclear physics
원자력	Nuclear power
핵무기	Nuclear weapon
핵산	Nucleic acid
핵자	Nucleon
뉴클레오티드	Nucleotide
수 (수학)	Number
분류:수	Numbers
누미디아	Numidia
화폐학	Numismatics
누나부트 준주	Nunavut
뉘른베르크	Nuremberg
견과	Nut (fruit)
분류:영양	Nutrition
님프	Nymph
닉스 (그리스 신화)	Nyx (mythology)
O	O
석유 수출국 기구	OPEC
오아후 섬	Oahu
참나무	Oak
오클랜드 (캘리포니아 주)	Oakland
오아시스	Oasis
귀리	Oat
오아하카 주	Oaxaca
오비 강	Ob River
오벨리스크	Obelisk
비만증	Obesity
객체 지향 프로그래밍	Object-oriented programming
오보에	Oboe
천문대	Observatory
오컴의 면도날	Occam's razor
대양	Ocean
해류	Ocean current
오세아니아	Oceania
분류:오세아니아	Oceania
해양학	Oceanography
분류:해양학	Oceanography
팔진법	Octal
팔분의자리	Octans
옥타브	Octave
10월	October
10월 12일	October 12
10월 24일	October 24
10월 혁명	October Revolution
낙지	Octopus
오데사	Odessa
오딘	Odin
오디세우스	Odysseus
오디세이아	Odyssey
오이디푸스	Oedipus
오하이오 주	Ohio
분류:오하이오 주	Ohio
옴 (단위)	Ohm
옴의 법칙	Ohm's law
기름	Oil
유화	Oil painting
오카피	Okapi
오클라호마 주	Oklahoma
분류:오클라호마 주	Oklahoma
오클라호마 시	Oklahoma City
뮌헨 10월 맥주축제	Oktoberfest
고대 노르드어	Old Norse
구약성서	Old Testament
과두정	Oligarchy
과점	Oligopoly
올리브	Olive
올리브기름	Olive oil
올리버 크롬웰	Oliver Cromwell
감람석	Olivine
올림피아 (워싱턴 주)	Olympia
올림픽	Olympic Games
분류:올림픽	Olympics
오마하	Omaha
오만	Oman
분류:오만	Oman
Ω	Omega
Ο	Omicron
옴스크	Omsk
분류:종양학	Oncology
양파	Onion
온타리오 주	Ontario
분류:온타리오 주	Ontario
오르트 구름	Oort cloud
오페라	Opera
오페라 (웹 브라우저)	Opera (Internet suite)
운영 체제	Operating system
뱀주인자리	Ophiuchus
아편	Opium
광섬유	Optical fiber
착시	Optical illusion
광학	Optics
분류:광학	Optics
최적화 문제	Optimization (mathematics)
구강성교	Oral sex
주황	Orange (colour)
오렌지	Orange (fruit)
오랑우탄	Orangutan
오라토리오	Oratorio
궤도	Orbit
범고래	Orca
관현악단	Orchestra
목 (생물학)	Order (biology)
베네딕도회	Order of Saint Benedict
오르도비스기	Ordovician
오리건 주	Oregon
분류:오리건 주	Oregon
기관 (생물)	Organ (anatomy)
세포소기관	Organelle
유기화학	Organic chemistry
분류:유기화학	Organic chemistry
유기 화합물	Organic compound
생물	Organism
사회 조직	Organization
미주 기구	Organization of American States
오르가슴	Orgasm
오리게네스	Origen
원죄	Original sin
오리온자리	Orion (constellation)
올랜도 (플로리다 주)	Orlando
분류:조류학	Ornithology
오르페우스	Orpheus
맞춤법	Orthography
오사카 시	Osaka
오사마 빈 라덴	Osama bin Laden
오스카 와일드	Oscar Wilde
진동	Oscillation
오시리스	Osiris
오슬로	Oslo
오스만 1세	Osman I
오스뮴	Osmium
경골어류	Osteichthyes
골다공증	Osteoporosis
오스트라바	Ostrava
타조	Ostrich
오셀로	Othello
오토	Otho
오타와	Ottawa
오토 1세	Otto I
오토 폰 비스마르크	Otto von Bismarck
오스만 제국	Ottoman Empire
분류:오스만 제국	Ottoman Empire
온스	Ounce
난소	Ovary
오비디우스	Ovid
난자	Ovum
올빼미목	Owl
옥스퍼드	Oxford
산화수	Oxidation state
산소	Oxygen
모순어법	Oxymoron
오존	Ozone
오존층	Ozone layer
P	P
PAL	PAL
수소 이온 농도	PH
파블로 네루다	Pablo Neruda
파블로 피카소	Pablo Picasso
태평양	Pacific Ocean
분류:태평양	Pacific Ocean
파도바	Padua
파키스탄	Pakistan
분류:파키스탄	Pakistan
베르사유 궁전	Palace of Versailles
팔라우	Palau
분류:팔라우	Palau
팔레오세	Paleocene
구석기 시대	Paleolithic
고생물학	Paleontology
분류:고생물학	Paleontology
고생대	Paleozoic
팔레스타인	Palestine
분류:팔레스타인	Palestine
팔레스타인 해방기구	Palestine Liberation Organization
팔레스타인 자치 정부	Palestinian National Authority
팔리어	Pali
회문	Palindrome
팔라듐	Palladium
성지주일	Palm Sunday
파미르고원	Pamir Mountains
파나마	Panama
분류:파나마	Panama
파나마 운하	Panama Canal
파나마 시	Panama City
이자 (기관)	Pancreas
판도라	Pandora
판게아	Pangaea
판테온 (로마)	Pantheon
표범속	Panthera
교황령	Papal States
파푸아 뉴기니	Papua New Guinea
분류:파푸아 뉴기니	Papua New Guinea
파피루스	Papyrus
포물선	Parabola
낙하산	Parachute
패러다임	Paradigm
역설	Paradox
파라과이	Paraguay
분류:파라과이	Paraguay
평행사변형	Parallelogram
파라마리보	Paramaribo
성도착	Paraphilia
기생 (생물학)	Parasitism
파리 시	Paris
분류:파리 시	Paris
파리스 (신화)	Paris (mythology)
홀수와 짝수	Parity (mathematics)
파킨슨병	Parkinson's disease
의회	Parliament
앵무새	Parrot
파섹	Parsec
파르테논 신전	Parthenon
파르티아	Parthia
입자물리학	Particle physics
분류:입자물리학	Particle physics
파스칼 (동음이의)	Pascal
파스칼 (프로그래밍 언어)	Pascal (programming language)
파스칼	Pascal (unit)
분류:참새목	Passeriformes
참새목	Passerine
과월절	Passover
여권	Passport
암호	Password
병리학	Pathology
총대주교	Patriarch
애국주의	Patriotism
폴 고갱	Paul Gauguin
파울 클레	Paul Klee
폴 매카트니	Paul McCartney
파울로스	Paul the Apostle
파울 폰 힌덴부르크	Paul von Hindenburg
파울리 배타 원리	Pauli exclusion principle
공작자리	Pavo (constellation)
폰 (체스)	Pawn (chess)
페이드라루아르	Pays de la Loire
평화	Peace
베스트팔렌 조약	Peace of Westphalia
복숭아	Peach
공작 (동물)	Peafowl
땅콩	Peanut
진주	Pearl
진주만	Pearl Harbor
교육학	Pedagogy
분류:교육학	Pedagogy
소아성애	Pedophilia
페가소스	Pegasus
페가수스자리	Pegasus (constellation)
펠로폰네소스 반도	Peloponnese
펠로폰네소스 전쟁	Peloponnesian War
연필	Pencil
진자	Pendulum
페넬로페	Penelope
펭귄	Penguin
페니실린	Penicillin
반도	Peninsula
펜실베이니아 주	Pennsylvania
분류:펜실베이니아 주	Pennsylvania
오각형	Pentagon
성령강림주일	Pentecost
오순절교회	Pentecostalism
분류:사람	People
중화인민공화국	People's Republic of China
피핀 3세	Pepin the Short
펩시콜라	Pepsi
펩타이드	Peptide
백분율	Percentage
농어목	Perciformes
매	Peregrine Falcon
페레스트로이카	Perestroika
페리클레스	Pericles
주기율표 주기	Period (periodic table)
주기율표	Periodic table
페름	Perm
페름기	Permian
순열	Permutation
페르남부쿠 주	Pernambuco
영구 기관	Perpetual motion
페르세포네	Persephone
페르세폴리스	Persepolis
페르세우스	Perseus
페르세우스자리	Perseus (constellation)
페르시아 제국	Persian Empire
페르시아 만	Persian Gulf
PDA	Personal digital assistant
퍼스 (웨스턴오스트레일리아 주)	Perth
페루	Peru
분류:페루	Peru
피에르 아벨라르	Peter Abelard
피터르 파우얼 루번스	Peter Paul Rubens
석유	Petroleum
현생누대	Phanerozoic
파라오	Pharaoh
분류:약리학	Pharmacology
인두 (몸)	Pharynx
상 (물리)	Phase (matter)
페놀	Phenol
발현형질	Phenotype
페닐알라닌	Phenylalanine
페닐케톤뇨증	Phenylketonuria
Φ	Phi (letter)
필라델피아	Philadelphia
마케도니아의 필리포스 2세	Philip II of Macedon
스페인의 펠리페 2세	Philip II of Spain
필리프 레나르트	Philipp Lenard
필리핀 해	Philippine Sea
필리핀	Philippines
분류:필리핀	Philippines
현자의 돌	Philosopher's stone
철학	Philosophy
분류:철학	Philosophy
프놈펜	Phnom Penh
포보스 (위성)	Phobos (moon)
페니키아	Phoenicia
피닉스 (애리조나 주)	Phoenix
피닉스	Phoenix
봉황자리	Phoenix (constellation)
피닉스 (탐사선)	Phoenix (spacecraft)
낱소리	Phoneme
음성학	Phonetics
분류:음성학	Phonetics
음운론	Phonology
인산	Phosphoric acid
인	Phosphorus
사진술	Photography
분류:사진술	Photography
광자	Photon
광구	Photosphere
광합성	Photosynthesis
문 (생물학)	Phylum
물리화학	Physical chemistry
분류:물리화학	Physical chemistry
의사	Physician
물리학	Physics
분류:물리학	Physics
생리학	Physiology
분류:생리학	Physiology
원주율	Pi
Π	Pi (letter)
피아노	Piano
피카르디	Picardie
딱따구리목	Piciformes
화가자리	Pictor
피진 (언어학)	Pidgin
피진 (소프트웨어)	Pidgin (software)
피에몬테 주	Piedmont
피어 (사우스다코타 주)	Pierre
피에르 퀴리	Pierre Curie
피에르 드 페르마	Pierre de Fermat
피트 몬드리안	Piet Mondrian
피터르 제이만	Pieter Zeeman
플젠	Pilsen
소나무과	Pinaceae
소나무속	Pine
파인애플	Pineapple
핑	Ping
분홍색	Pink
기각류	Pinniped
피사	Pisa
물고기자리	Pisces (constellation)
피츠버그	Pittsburgh
화소	Pixel
피자	Pizza
평면	Plane (mathematics)
행성	Planet
행성상 성운	Planetary nebula
플랑크톤	Plankton
식물	Plant
플라스마	Plasma (physics)
플라스틱	Plastic
판 구조론	Plate tectonics
혈소판	Platelet
백금	Platinum
플라톤	Plato
오리너구리	Platypus
플레잉카드	Playing card
플레이아데스 성단	Pleiades (star cluster)
플라이스토세	Pleistocene
플리오세	Pliocene
자두	Plum
플루타르코스	Plutarch
명왕성	Pluto
플루토	Pluto (disambiguation)
플루토늄	Plutonium
폐렴	Pneumonia
포 강	Po River
팟캐스팅	Podcast
시 (문학)	Poetry
분류:시	Poetry
포그롬	Pogrom
점 (기하)	Point (geometry)
독	Poison
푸아투샤랑트	Poitou-Charentes
폴란드	Poland
분류:폴란드	Poland
북극곰	Polar bear
폴라리스	Polaris
경찰	Police
소아마비	Poliomyelitis
정당	Political party
정치학	Political science
분류:정치학	Political science
정치인	Politician
정치	Politics
분류:정치	Politics
폴로늄	Polonium
다각형	Polygon
다면체	Polyhedron
폴리힘니아	Polyhymnia
중합체	Polymer
폴리네시아	Polynesia
다항식	Polynomial
폼페이우스	Pompey
폰티우스 필라투스	Pontius Pilate
팝 아트	Pop art
교황	Pope
교황 알렉산데르 6세	Pope Alexander VI
사시나무속	Poplar
인구	Population
도자기	Porcelain
포르노그래피	Pornography
항구	Port
포트루이스	Port Louis
포트 모스비	Port Moresby
포트빌라	Port Vila
포트오브스페인	Port of Spain
포르토프랭스	Port-au-Prince
포틀랜드 (오리건 주)	Portland
포틀랜드	Portland
포르투갈	Portugal
분류:포르투갈	Portugal
포세이돈	Poseidon
양전자	Positron
우표	Postage stamp
우편번호	Postal code
포스트모더니즘	Postmodernism
칼륨	Potassium
감자	Potato
포츠담	Potsdam
파운드 (질량)	Pound (mass)
영국 파운드	Pound sterling
일률	Power (physics)
프라하	Prague
분류:프라하	Prague
프라이아	Praia
프라세오디뮴	Praseodymium
기도	Prayer
선캄브리아 시대	Precambrian
세차운동	Precession
강수 (날씨)	Precipitation (meteorology)
임신	Pregnancy
선사 시대	Prehistory
분류:선사 시대	Prehistory
대통령	President
미국의 대통령	President of the United States
압력	Pressure
프리토리아	Pretoria
가격	Price
영장류	Primate
분류:영장류	Primates
본초 자오선	Prime Meridian
총리	Prime minister
소수 (수론)	Prime number
프린스에드워드아일랜드 주	Prince Edward Island
영국의 에든버러 공 필립	Prince Philip
웨일스 공	Prince of Wales
프린스턴 대학교	Princeton University
인쇄	Printing
프리온	Prion
각기둥	Prism (geometry)
프리즘	Prism (optics)
교도소	Prison
확률	Probability
확률론	Probability theory
분류:확률론	Probability theory
아메리카너구리과	Procyonidae
교수	Professor
이윤	Profit
프로그래머	Programmer
프로그래밍 언어	Programming language
프로그레시브 록	Progressive rock
프로젝트	Project
원핵생물	Prokaryote
프롤로그	Prolog
프로메테우스	Prometheus
프로메튬	Promethium
대명사	Pronoun
프로페인	Propane
예언자	Prophet
산문	Prose
전립선	Prostate
프로탁티늄	Protactinium
단백질	Protein
원생누대	Proterozoic
종교개혁	Protestant Reformation
개신교	Protestantism
원생생물	Protist
분류:원생생물	Protista
프로토콜	Protocol
양성자	Proton
프로비던스	Providence
센타우루스자리 프록시마	Proxima Centauri
벚나무속	Prunus
프로이센	Prussia
시편	Psalms
