Norwegian	﻿English
Duke Ellington	Duke Ellington
Duke University	Duke University
Sanddyne	Dune
Dunkerque	Dunkirk
Tolvfingertarmen	Duodenum
Durban	Durban
Dusjanbe	Dushanbe
Dustin Hoffman	Dustin Hoffman
Kategori:Nederlendere	Dutch people
Dwight D. Eisenhower	Dwight D. Eisenhower
Dynamikk (mekanikk)	Dynamics (physics)
Dynamitt	Dynamite
Dynasti	Dynasty
Dysleksi	Dyslexia
Dysprosium	Dysprosium
Dystopi	Dystopia
E	E
E (matematikk)	E (mathematical constant)
E-post	E-mail
E.T.A. Hoffmann	E. T. A. Hoffmann
ETA	ETA
Ørner	Eagle
Øre	Ear
Øreselfamilien	Eared seal
Hårselfamilien	Earless seal
Jorden	Earth
Kategori:Jorden	Earth
Geofag	Earth science
Jordskjelv	Earthquake
Øst	East
Østafrika	East Africa
Østkinahavet	East China Sea
Den tyske demokratiske republikk	East Germany
East Sussex	East Sussex
Øst-Timor	East Timor
Kategori:Øst-Timor	East Timor
Påske	Easter
Den ortodokse kirke	Eastern Orthodox Church
Ebola (virus)	Ebola
Ebro	Ebro
Eksentrisitet	Eccentricity (mathematics)
Forkynneren	Ecclesiastes
Maurpinnsvin	Echidna
Pigghuder	Echinoderm
Solformørkelse	Eclipse
Eclipse	Eclipse (software)
Ekliptikken	Ecliptic
Nisje (økologisk)	Ecological niche
Økologi	Ecology
Kategori:Økologi	Ecology
Økonometri	Econometrics
Økonomi	Economics
Kategori:Økonomi	Economics
Økonomi	Economy
Økosystem	Ecosystem
Ecuador	Ecuador
Kategori:Ecuador	Ecuador
Økumenisk konsil	Ecumenical council
Edgar Allan Poe	Edgar Allan Poe
Edgar Degas	Edgar Degas
Edgar Rice Burroughs	Edgar Rice Burroughs
Edinburgh	Edinburgh
Edmond Halley	Edmond Halley
Edmonton	Edmonton
Edmund Burke	Edmund Burke
Edmund Hillary	Edmund Hillary
Edmund Husserl	Edmund Husserl
Edo (by)	Edo
Eduard Buchner	Eduard Buchner
Utdannelse	Education
Kategori:Utdanning	Education
Edvard Grieg	Edvard Grieg
Edvard Munch	Edvard Munch
Edward Gibbon	Edward Gibbon
Edward Jenner	Edward Jenner
Edvard Bekjenneren	Edward the Confessor
Edwin Hubble	Edwin Hubble
Ålefisker	Eel
Egg	Egg (biology)
Aubergine	Eggplant
Egypt	Egypt
Kategori:Egypt	Egypt
Egyptisk pund	Egyptian pound
Egyptologi	Egyptology
Eiffeltårnet	Eiffel Tower
Eindhoven	Eindhoven
Einsteinium	Einsteinium
Ejakulasjon	Ejaculation
El Greco	El Greco
El Paso	El Paso
El Salvador	El Salvador
Kategori:El Salvador	El Salvador
Elam	Elam
Elben	Elbe
Eleanor Roosevelt	Eleanor Roosevelt
Valg	Election
Elektrisk ladning	Electric charge
Elektrisk strøm	Electric current
Elektrisk kraft	Electric field
Elektrisk gitar	Electric guitar
Elektrisk motor	Electric motor
Motstand (resistans)	Electrical resistance
Elektrisitet	Electricity
Kategori:Elektrisitet	Electricity
Elektrokardiogram	Electrocardiogram
Kategori:Elektrokjemi	Electrochemistry
Elektrolyse	Electrolysis
Elektrolytt	Electrolyte
Elektromagnetisk stråling	Electromagnetic radiation
Elektromagnetisk spekter	Electromagnetic spectrum
Elektromagnetisme	Electromagnetism
Kategori:Elektromagnetisme	Electromagnetism
Elektron	Electron
Elektronmikroskop	Electron microscope
Elektronegativitet	Electronegativity
Elektronikk	Electronics
Kategori:Elektronikk	Electronics
Elegi	Elegy
Elementærpartikkel	Elementary particle
Elefanter	Elephant
Heis	Elevator
Alv	Elf
Elia Kazan	Elia Kazan
Elias Canetti	Elias Canetti
Elia	Elijah
Elizabeth Taylor	Elizabeth Taylor
Ella Fitzgerald	Ella Fitzgerald
Ellipse	Ellipse
Ellipse (skrift)	Ellipsis
Almer	Elm
Elvis Presley	Elvis Presley
Embryo	Embryo
Embryologi	Embryology
Smaragd	Emerald
Emilia-Romagna	Emilia-Romagna
Emiliano Zapata	Emiliano Zapata
Emily Dickinson	Emily Dickinson
Emir	Emir
Emma Goldman	Emma Goldman
Emosjon	Emotion
Empati	Empathy
Empedokles	Empedocles
Keiser	Emperor
Keiserpingvin	Emperor Penguin
Empire State Building	Empire State Building
Empiri	Empiricism
Emu	Emu
Emulator	Emulator
Emulsjon	Emulsion
Encyklopedi	Encyclopedia
Endemisk art	Endemism
Det endokrine system	Endocrine system
Endokrinologi	Endocrinology
Kategori:Endokrinologi	Endocrinology
Energi	Energy
Kategori:Energi	Energy
Energi	Energy (society)
Motor	Engine
Ingeniør	Engineer
England	England
Kategori:England	England
Den engelske kanal	English Channel
Den engelske borgerkrigen	English Civil War
Engelsk	English language
Kategori:Engelsk språk	English language
Kategori:Engelskmenn	English people
Ea	Enki
Enrico Caruso	Enrico Caruso
Enrico Fermi	Enrico Fermi
Kategori:Underholdning	Entertainment
Entalpi	Enthalpy
Entomologi	Entomology
Kategori:Entomologi	Entomology
Entropi	Entropy
Kategori:Miljøvern	Environment
Miljø	Environment
Enzymer	Enzyme
Eocen	Eocene
Eon (geologi)	Eon (geology)
Eos	Eos
Efesos	Ephesus
Epos	Epic poetry
Episenter	Epicenter
Epiktet	Epictetus
Epikur	Epicurus
Epidemi	Epidemic
Epidemiologi	Epidemiology
Epilepsi	Epilepsy
Epimetheus	Epimetheus (mythology)
Adrenalin	Epinephrine
Helligtrekongersdag	Epiphany (Christian)
Epirus	Epirus (periphery)
Erkjennelsesteori	Epistemology
Paulus' brev til galaterne	Epistle to the Galatians
Paulus' brev til romerne	Epistle to the Romans
Epitel	Epithelium
Epsilon	Epsilon
Ligning (matematikk)	Equation
Ekvator	Equator
Ekvatorial-Guinea	Equatorial Guinea
Kategori:Ekvatorial-Guinea	Equatorial Guinea
Hester	Equidae
Jevndøgn	Equinox
Sneller	Equisetum
Erasure	Erasure
Erato	Erato
Eratostenes	Eratosthenes
Erbium	Erbium
Erebos	Erebus
Impotens	Erectile dysfunction
Ereksjon	Erection
Lyngfamilien	Ericaceae
Ericales	Ericales
Erik Axel Karlfeldt	Erik Axel Karlfeldt
Erik Satie	Erik Satie
Eris (dvergplanet)	Eris (dwarf planet)
Eris (gudinne)	Eris (mythology)
Kategori:Eritrea	Eritrea
Ernest Hemingway	Ernest Hemingway
Ernest Rutherford	Ernest Rutherford
Werner von Siemens	Ernst Werner von Siemens
Eros	Eros (mythology)
Erosjon	Erosion
Erotikk	Erotica
Erwin Rommel	Erwin Rommel
Unnslipningshastighet	Escape velocity
Eskatologi	Eschatology
Escherichia coli	Escherichia coli
Isfahan	Esfahan
Spiserøret	Esophagus
Esperanto	Esperanto
Kategori:Esperanto	Esperanto
Spionasje	Espionage
Esbo	Espoo
Espresso	Espresso
Essay	Essay
Essen	Essen
Eteriske oljer	Essential oil
Essex	Essex
Ester	Ester
Kategori:Estland	Estonia
Østrogen	Estrogen
Eta (bokstav)	Eta (letter)
Etsning	Etching
Etan	Ethane
Etanol	Ethanol
Eter (kjemi)	Ether
Ethernet	Ethernet
Etikk	Ethics
Kategori:Etikk	Ethics
Etiopia	Ethiopia
Kategori:Etiopia	Ethiopia
Etnisitet	Ethnic group
Etnografi	Ethnography
Kategori:Etnologi	Ethnology
Atferdsbiologi	Ethology
Eten	Ethylene
Etymologi	Etymology
Nattverd	Eucharist
Euklid av Alexandria	Euclid
Eugene O'Neill	Eugene O'Neill
Eukaryoter	Eukaryote
Evnukk	Eunuch
Eufemisme	Euphemism
Eufrat	Euphrates
Eurasia	Eurasia
Grevling	Eurasian Badger
Evripides	Euripides
Euro	Euro
Europa (måne)	Europa (moon)
Europa (mytologi)	Europa (mythology)
Europa	Europe
Kategori:Europa	Europe
Den europeiske sentralbanken	European Central Bank
Skjære	European Magpie
Den europeiske union	European Union
Kategori:EU	European Union
Europium	Europium
Eusebius av Cæsarea	Eusebius of Caesarea
Evterpe	Euterpe
Eutanasi	Euthanasia
Eva Braun	Eva Braun
Evanescence	Evanescence
Evangelista Torricelli	Evangelista Torricelli
Fordampning	Evaporation
Partåede hov- og klovdyr	Even-toed ungulate
Evolusjon	Evolution
Valutakurs	Exchange rate
Utropstegn	Exclamation mark
Ekskommunikasjon	Excommunication
Utøvende makt	Executive (government)
Eksistensialisme	Existentialism
Andre Mosebok	Exodus
Forventning	Expected value
Eksplosjon	Explosion
Verdensutstilling	Expo (exhibition)
Eksponentialfunksjon	Exponential function
Potens (matematikk)	Exponentiation
Ekspresjonisme	Expressionism
Utryddelse	Extinction
Øye	Eye
Kategori:Øyet	Eye
Ezra Pound	Ezra Pound
F	F
F. Scott Fitzgerald	F. Scott Fitzgerald
Erteblomstfamilien	Fabaceae
Fabel	Fable
Ansikt	Face
Mal:Trenger referanse	Fact
Fakultet (matematikk)	Factorial
Fabrikk	Factory
Kategori:Bøkefamilien	Fagaceae
Fagales	Fagales
Fahrenheit	Fahrenheit
Fair use	Fair use
Fe (eventyr)	Fairy
Eventyr	Fairy tale
Falker	Falcon
Rovfugler	Falconiformes
Falklandsøyene	Falkland Islands
Tankefeil	Fallacy
Eggleder	Fallopian tube
Dåhjort	Fallow Deer
Falun Gong	Falun Gong
Kategori:Familie	Family
Familie (biologi)	Family (biology)
Slektsforskning	Family history
Etternavn	Family name
Fantastisk litteratur	Fantasy
Det fjerne østen	Far East
Farad	Farad
Kategori:Færøyene	Faroe Islands
Fascisme	Fascism
Kategori:Fascisme	Fascism
Kategori:Mote	Fashion
Mote	Fashion
Hurtigmat	Fast food
Faste	Fasting
Fatah	Fatah
Fettsyre	Fatty acid
Forkastning	Fault (geology)
Fauna	Fauna
Fauvisme	Fauvism
Telefaks	Fax
Frykt	Fear
Fjær	Feather
Februar	February
12. februar	February 12
14. februar	February 14
2. februar	February 2
22. februar	February 22
29. februar	February 29
Februarrevolusjonen (Russland)	February Revolution
Avføring	Feces
Federal Bureau of Investigation	Federal Bureau of Investigation
Federal Reserve	Federal Reserve System
Mikronesiaføderasjonen	Federated States of Micronesia
Føderasjon	Federation
Federico Fellini	Federico Fellini
Fedora Core	Fedora (Linux distribution)
Tilbakekobling	Feedback
Feltspat	Feldspar
Kattefamilien	Felidae
Felix Mendelssohn	Felix Mendelssohn
Feminisme	Feminism
Kategori:Feminisme	Feminism
Fekting	Fencing
Feng Shui	Feng shui
Fenikkel	Fennel
Fenrisulven	Fenrir
Bukkehornkløver	Fenugreek
Ferdinand II av Det tysk-romerske rike	Ferdinand II
Ferdinand Magellan	Ferdinand Magellan
Ferdinand de Saussure	Ferdinand de Saussure
Gjære (kjemi)	Fermentation (food)
Fermion	Fermion
Fermium	Fermium
Bregner	Fern
Ferrara	Ferrara
Ferje	Ferry
Fruktbare halvmåne	Fertile Crescent
Befruktning	Fertilisation
Gjødsel	Fertilizer
Foster	Fetus
Føydalisme	Feudalism
Feber	Fever
Fiat	Fiat
Fibonaccifølgen	Fibonacci number
Kategori:Fiksjon	Fiction
Rollefigur	Fictional character
Fidel Castro	Fidel Castro
Kropp (matematikk)	Field (mathematics)
Landhockey	Field hockey
Jagerfly	Fighter aircraft
Kunstløp	Figure skating
Fiji	Fiji
Kategori:Fiji	Fiji
FTP	File Transfer Protocol
Filsystem	File system
Filippo Brunelleschi	Filippo Brunelleschi
Kategori:Film	Film
Film	Film
Portal:Film	Film
Regissør	Film director
Finnhval	Fin Whale
Kategori:Finans	Finance
Finans	Finance
Finger	Finger
Fingeravtrykk	Fingerprint
Finland	Finland
Kategori:Finland	Finland
Edelgraner	Fir
Ild	Fire
Skytevåpen	Firearm
Brannmur	Firewall (networking)
Første konsil i Konstantinopel	First Council of Constantinople
Konsilet i Nikea	First Council of Nicaea
Første korstog	First Crusade
Paulus' første brev til korinterne	First Epistle to the Corinthians
Førstehjelp	First aid
Morsmål	First language
Fisk	Fish
Kategori:Fisk	Fish
Fiske	Fishing
Kategori:Fiske	Fishing
Fjord	Fjord
Flagg	Flag
Flagell	Flagellum
Flamenco	Flamenco
Flamingoer	Flamingo
Flandern	Flanders
Flashminne	Flash memory
Tarmgass	Flatulence
Flatormer	Flatworm
Lopper	Flea
Flamsk (dialekt)	Flemish (linguistics)
Flint	Flint
Flom	Flood
Diskett	Floppy disk
Firenze	Florence
Florence Nightingale	Florence Nightingale
Florida	Florida
Kategori:Florida	Florida
Mel	Flour
Blomst	Flower
Dekkfrøede planter	Flowering plant
Fluid	Fluid
Fluidmekanikk	Fluid mechanics
Fløyte	Flute
Tovinger	Fly
Tåke	Fog
folsyre	Folic acid
Folkemusikk	Folk music
Folkeminne	Folklore
Kategori:Folkeminne	Folklore
Mat	Food
FNs organisasjon for ernæring og landbruk	Food and Agriculture Organization
Næringskjede	Food chain
Fot (kroppsdel)	Foot
Fot (mål)	Foot (unit of length)
Fotball	Football (soccer)
Kategori:Fotball	Football (soccer)
Kategori:Fotball etter område	Football (soccer) by country
Kategori:Fotballag	Football (soccer) clubs
Kategori:Fotballtrenere	Football (soccer) managers
Kategori:Fotballspillere	Football (soccer) players
Kategori:Fotballstadioner	Football (soccer) venues
Den forbudte by	Forbidden City
Kraft	Force
Skog	Forest
Skogbruk	Forestry
Gaffel	Fork
Styreform	Form of government
Formaldehyd	Formaldehyde
Maursyre	Formic acid
Fort Worth	Fort Worth
Festning	Fortification
Fortran	Fortran
Fossil	Fossil
Fossilt brensel	Fossil fuel
Foucaults pendel	Foucault pendulum
Fontene	Fountain
Fjerde korstog	Fourth Crusade
Fraktal	Fractal
Brøk	Fraction (mathematics)
Frankrike	France
Kategori:Frankrike	France
Francis Bacon	Francis Bacon
Francis Crick	Francis Crick
Francis Drake	Francis Drake
Francis Ford Coppola	Francis Ford Coppola
Frans II av Det tysk-romerske rike	Francis II
Francis Poulenc	Francis Poulenc
Frans av Assisi	Francis of Assisi
Fransiskanerordenen	Franciscan
Francisco Franco	Francisco Franco
Francisco Goya	Francisco Goya
Francisco Pizarro	Francisco Pizarro
Francium	Francium
Den fransk-preussiske krig	Franco-Prussian War
Frank Lloyd Wright	Frank Lloyd Wright
Frank Sinatra	Frank Sinatra
Frankfort	Frankfort
Frankfurt am Main	Frankfurt
Kategori:Frankfurt	Frankfurt
Frankfurt an der Oder	Frankfurt (Oder)
Franklin Pierce	Franklin Pierce
Frans Hals	Frans Hals
Franz Kafka	Franz Kafka
Franz Liszt	Franz Liszt
Franz Schubert	Franz Schubert
Fred Astaire	Fred Astaire
Fredrik I av Det tysk-romerske rike	Frederick I
Fredrik II av Det tysk-romerske rike	Frederick II
Frederick Sanger	Frederick Sanger
Fredericton	Fredericton
Free State	Free State
Fri vilje	Free will
Frihet	Freedom (philosophy)
Ytringsfrihet	Freedom of speech
Frimureri	Freemasonry
Freetown	Freetown
Freeware	Freeware
Fransk Polynesia	French Polynesia
Kategori:Fransk Polynesia	French Polynesia
Den franske revolusjon	French Revolution
Kategori:Den franske revolusjon	French Revolution
Fransk franc	French franc
Kategori:Franskmenn	French people
Frekvens	Frequency
Freskomaleri	Fresco
Ferskvann	Freshwater
Fresno	Fresno
Frøya (mytologi)	Freyja
Frøy	Freyr
Friksjon	Friction
Fredag	Friday
Fridtjof Nansen	Fridtjof Nansen
Friedrich Engels	Friedrich Engels
Friesland (Nederland)	Friesland
Fregatt	Frigate
Frigg (gudinne)	Frigg
Fritz Haber	Fritz Haber
Friuli-Venezia Giulia	Friuli-Venezia Giulia
Springpadder	Frog
Fruktsukker	Fructose
Frukt	Fruit
Kategori:Frukt	Fruit
Fucking	Fucking
Drivstoff	Fuel
Brenselcelle	Fuel cell
Fuge (musikk)	Fugue
Fukuoka	Fukuoka
Fullmåne	Full moon
Funksjon (matematikk)	Function (mathematics)
Wikipedia:Kategorier	Fundamental
Fundamentalkraft	Fundamental interaction
Fundamentalisme	Fundamentalism
Kategori:Sopp	Fungi
Sopper	Fungus
Funk	Funk
Kategori:Møbler	Furniture
Møbel	Furniture
Fremtid	Future
Futurisme	Futurism (art)
Fjodor Dostojevskij	Fyodor Dostoevsky
G	G
GIMP	GIMP
GNOME	GNOME
GNU	GNU
Gabon	Gabon
Kategori:Gabon	Gabon
Gaborone	Gaborone
Gabriel	Gabriel
Gabriel Lippmann	Gabriel Lippmann
Gadolinium	Gadolinium
Gaetano Donizetti	Gaetano Donizetti
Gaia	Gaia (mythology)
Galatia	Galatia
Galakse	Galaxy
Galen	Galen
Blyglans	Galena
Galicia (Sentral-Europa)	Galicia (Central Europe)
Galicia (Spania)	Galicia (Spain)
Galilea	Galilee
Galileo-sonden	Galileo (spacecraft)
Galileo Galilei	Galileo Galilei
Galleblæren	Gallbladder
Galei	Galley
Hønsefugler	Galliformes
Kategori:Hønsefugler	Galliformes
Gallium	Gallium
Gallon	Gallon
Galway	Galway
Gamal Abdel Nasser	Gamal Abdel Nasser
Hasard	Gambling
Spill	Game
Spillteori	Game theory
Gamma	Gamma
Gammastråling	Gamma ray
Ganesha	Ganesha
Ganges	Ganges
Gansu	Gansu
Ganymedes (mytologi)	Ganymede
Ganymedes (måne)	Ganymede (moon)
Gap	Gap
Hage	Garden
Edens hage	Garden of Eden
Hagebruk	Gardening
Pusur	Garfield
Vannkaster	Gargoyle
Hvitløk	Garlic
Garonne	Garonne
Gass	Gas
Gasskonstant	Gas constant
Bensin	Gasoline
Fordøyelsessystemet	Gastrointestinal tract
Snegler	Gastropoda
Gallia	Gaul
Siddharta Gautama	Gautama Buddha
Homofili	Gay
Gaza (by)	Gaza
Gazastripen	Gaza Strip
Tannhjul	Gear
Geb	Geb
Geisha	Geisha
Tvillingene (stjernetegn)	Gemini (constellation)
Edelsten	Gemstone
Gener	Gene
Slektsforskning	Genealogy
Kategori:Slektsforskning	Genealogy
GATT	General Agreement on Tariffs and Trade
General	General Officer
Den generelle relativitetsteorien	General relativity
Første Mosebok	Genesis
Genetisk kode	Genetic code
Genteknologi	Genetics
Kategori:Genetikk	Genetics
Genève	Geneva
Genitiv	Genitive case
Genova	Genoa
Folkemord	Genocide
Kategori:Folkemord	Genocide
Genom	Genome
Slekt (biologi)	Genus
Geokjemi	Geochemistry
Geodesi	Geodesy
Kategori:Geodesi	Geodesy
Geoffrey Chaucer	Geoffrey Chaucer
Geografi	Geography
Kategori:Geografi	Geography
Portal:Geografi	Geography
Kategori:Geologi	Geology
Geologi	Geology
Geometri	Geometry
Kategori:Geometri	Geometry
Geofysikk	Geophysics
Kategori:Geofysikk	Geophysics
Geopolitikk	Geopolitics
Georg Philipp Telemann	Georg Philipp Telemann
Georg Wilhelm Friedrich Hegel	Georg Wilhelm Friedrich Hegel
George Berkeley	George Berkeley
George Bernard Shaw	George Bernard Shaw
George Bush	George Bush
Georg Friedrich Händel	George Frideric Handel
George Gershwin	George Gershwin
George Harrison	George Harrison
George Lucas	George Lucas
George Catlett Marshall	George Marshall
George Orwell	George Orwell
George Paget Thomson	George Paget Thomson
George Sand	George Sand
George Stephenson (ingeniør)	George Stephenson
George W. Bush	George W. Bush
George Washington	George Washington
Georges Bizet	Georges Bizet
Georges Braque	Georges Braque
Georges Clemenceau	Georges Clemenceau
Georges Simenon	Georges Simenon
Georgetown	Georgetown
Georgia (USA)	Georgia (U.S. state)
Kategori:Georgia (USA)	Georgia (U.S. state)
Georgia	Georgia (country)
Kategori:Georgia	Georgia (country)
Gerald Ford	Gerald Ford
Gerard Kuiper	Gerard Kuiper
Schäferhund	German Shepherd Dog
Tysk	German language
Kategori:Tysk språk	German language
Tysk mark	German mark
Germanium	Germanium
Tyskland	Germany
Kategori:Tyskland	Germany
Geronimo	Geronimo
Gestapo	Gestapo
Geysir (geologi)	Geyser
Ghana	Ghana
Kategori:Ghana	Ghana
Gent	Ghent
Getto	Ghetto
Spøkelse	Ghost
Giacomo Puccini	Giacomo Puccini
Panda	Giant Panda
Gibboner	Gibbon
Gibraltar	Gibraltar
Kategori:Gibraltar	Gibraltar
Gigabyte	Gigabyte
Gilgamesj	Gilgamesh
Ingefær	Ginger
Tempeltre	Ginkgo
Giordano Bruno	Giordano Bruno
Giorgio Vasari	Giorgio Vasari
Giorgio de Chirico	Giorgio de Chirico
Giotto	Giotto di Bondone
Giovanni Boccaccio	Giovanni Boccaccio
Sjiraff	Giraffe
Sjiraffer	Giraffidae
Girolamo Savonarola	Girolamo Savonarola
Gironde	Gironde
Giuseppe Garibaldi	Giuseppe Garibaldi
Giuseppe Verdi	Giuseppe Verdi
Giza	Giza
Isbre	Glacier
Gladiator	Gladiator
Kjertel	Gland
Glasgow	Glasgow
Glasnost	Glasnost
Glass (materiale)	Glass
Briller	Glasses
Global Positioning System	Global Positioning System
Global oppvarming	Global warming
Globalisering	Globalization
Gloucestershire	Gloucestershire
Glukagon	Glucagon
Glukose	Glucose
Gluon	Gluon
Glyserol	Glycerol
Glycin	Glycine
Glykogen	Glycogen
Glykolyse	Glycolysis
Kjevemunner	Gnathostomata
Gneis	Gneiss
Gnostisisme	Gnosticism
Go	Go (board game)
Goa	Goa
Målvakt	Goalkeeper
Geit	Goat
Gobiørkenen	Gobi Desert
Gud	God
Golanhøyden	Golan Heights
Gull	Gold
Golda Meir	Golda Meir
Kongeørn	Golden Eagle
Golden Gate Bridge	Golden Gate Bridge
Den gylne horde	Golden Horde
Golden retriever	Golden Retriever
Golf	Golf
Kategori:Golf	Golf
Golgiapparat	Golgi apparatus
Langfredag	Good Friday
Google	Google
Kategori:Google	Google
Googol	Googol
Gorgonene	Gorgon
Gorilla	Gorilla
Hønsehauk	Goshawk
Evangeliene	Gospel
Evangeliet etter Lukas	Gospel of Luke
Göteborg	Gothenburg
Gotisk	Gothic
Gotisk arkitektur	Gothic architecture
Gotthold Ephraim Lessing	Gotthold Ephraim Lessing
Urinsyregikt	Gout
Styresmakt	Government
Grace Kelly	Grace Kelly
Graffiti	Graffiti
Graham Greene	Graham Greene
Gram	Gram
Grammatikk	Grammar
Kategori:Grammatikk	Grammar
Kjønn (grammatikk)	Grammatical gender
Granada	Granada
Grand Canyon	Grand Canyon
Grand Slam (tennis)	Grand Slam (tennis)
Internasjonal stormester i sjakk	Grandmaster (chess)
Granitt	Granite
Druer	Grape
Kategori:Grafisk design	Graphic design
Grafisk design	Graphic design
Grafisk brukergrensesnitt	Graphical user interface
Grafitt	Graphite
Tyngdekraft	Gravitation
Gravitasjonskonstanten	Gravitational constant
Graviton	Graviton
Gray (enhet)	Gray (unit)
Gråulv	Gray Wolf
Graz	Graz
Great Barrier Reef	Great Barrier Reef
Storbritannia (øy)	Great Britain
Toppdykker	Great Crested Grebe
Den store depresjonen	Great Depression
De store sjøer	Great Lakes
Riftdalen	Great Rift Valley
Den kinesiske mur	Great Wall of China
Hvithai	Great white shark
Stor-London	Greater London
Største felles faktor	Greatest common divisor
Lappedykkere	Grebe
Hellas	Greece
Kategori:Hellas	Greece
Det greske alfabetet	Greek alphabet
Gresk ild	Greek fire
Gresk mytologi	Greek mythology
Kategori:Gresk mytologi	Greek mythology
Grønn	Green
Drivhus	Greenhouse
Drivhuseffekt	Greenhouse effect
Drivhusgass	Greenhouse gas
Grønland	Greenland
Kategori:Grønland	Greenland
Grønlandshavet	Greenland Sea
Greenpeace	Greenpeace
Greenwich	Greenwich
Greenwich Mean Time	Greenwich Mean Time
Gregor Johann Mendel	Gregor Mendel
Gregoriansk kalender	Gregorian calendar
Kategori:Grenada	Grenada
Grenoble	Grenoble
Greta Garbo	Greta Garbo
Grå	Grey
Grågås	Greylag Goose
Griff	Griffin
Gåsegribb	Griffon Vulture
Gruppe	Group
Gruppe (matematikk)	Group (mathematics)
Periodesystemets grupper	Group (periodic table)
Gruppeteori	Group theory
Grover Cleveland	Grover Cleveland
Groznyj	Grozny
Tranefugler	Gruiformes
Guadalajara	Guadalajara
Guadeloupe	Guadeloupe
Guam	Guam
Guangdong	Guangdong
Guangzhou	Guangzhou
Guanin	Guanine
Guano	Guano
Kategori:Guatemala	Guatemala
Guatemala by	Guatemala City
Guayaquil	Guayaquil
Guernsey	Guernsey
Guglielmo Marconi	Guglielmo Marconi
Laug	Guild
Guillaume Apollinaire	Guillaume Apollinaire
Giljotin	Guillotine
Guinea	Guinea
Kategori:Guinea	Guinea
Guinea-Bissau	Guinea-Bissau
Kategori:Guinea-Bissau	Guinea-Bissau
Gitar	Guitar
Gujarat	Gujarat
GULag	Gulag
Golfstrømmen	Gulf Stream
Gulfkrigen	Gulf War
Adenbukta	Gulf of Aden
Akababukten	Gulf of Aqaba
Finskebukta	Gulf of Finland
Guineabukta	Gulf of Guinea
Mexicogolfen	Gulf of Mexico
Omanbukta	Gulf of Oman
Rigabukten	Gulf of Riga
Siambukten	Gulf of Thailand
Måser	Gull
Krutt	Gunpowder
Kruttsammensvergelsen	Gunpowder Plot
Guppy	Guppy
Gustav Klimt	Gustav Klimt
Gustav Hertz	Gustav Ludwig Hertz
Gustav Mahler	Gustav Mahler
Gustave Courbet	Gustave Courbet
Gustave Flaubert	Gustave Flaubert
Guy Fawkes	Guy Fawkes
Guy de Maupassant	Guy de Maupassant
Kategori:Guyana	Guyana
Gymnastikk	Gymnastics
Nakenfrøede planter	Gymnosperm
Gynekologi	Gynaecology
Gips	Gypsum
Gyroskop	Gyroscope
H	H
Herbert George Wells	H. G. Wells
Humant immunsviktvirus	HIV
HTML	HTML
Habitat	Habitat
Datasnok	Hacker
Hades	Hades
Hadith	Hadith
Hadrian	Hadrian
Hadrians mur	Hadrian's Wall
Hadron	Hadron
Hemofili	Haemophilia
Hafnium	Hafnium
Hagia Sophia	Hagia Sophia
Haifa	Haifa
Haiku	Haiku
Hagl	Hail
Hill deg, Maria	Hail Mary
Hår	Hair
Haiti	Haiti
Kategori:Haiti	Haiti
Hajj	Hajj
Halal	Halal
Hellebard	Halberd
Halveringstid	Half-life
Halle (Saale)	Halle
Halloween	Halloween
Hallusinasjon	Hallucination
Halogen	Halogen
Hamas	Hamas
Hamburg	Hamburg
Kategori:Hamburg	Hamburg
Hamburger	Hamburger
Hamlet	Hamlet
Hammer (redskap)	Hammer
Hammer og sigd	Hammer and sickle
Hammurabi	Hammurabi
Hampshire	Hampshire
Hamstre	Hamster
Han-dynastiet	Han Dynasty
Håndgranat	Hand grenade
Pistol	Handgun
Hengning	Hanging
Babylons hengende hager	Hanging Gardens of Babylon
Hannah Arendt	Hannah Arendt
Hannibal	Hannibal
Hanoi	Hanoi
Hannover	Hanover
Hans Bethe	Hans Bethe
Hans Christian Andersen	Hans Christian Andersen
Hansaforbundet	Hanseatic League
Hanukka	Hanukkah
Hanuman	Hanuman
Lykke	Happiness
Harare	Harare
Hardhet (mineral)	Hardness
Harem	Harem
Harlem	Harlem
Munnspill	Harmonica
Harmoni	Harmony
Harold Pinter	Harold Pinter
Harpe	Harp
Cembalo	Harpsichord
Harriet Beecher Stowe	Harriet Beecher Stowe
Harriet Tubman	Harriet Tubman
Harrisburg	Harrisburg
Harry Houdini	Harry Houdini
Hartford	Hartford
Hassium	Hassium
Hat	Hatred
Haute-Normandie	Haute-Normandie
Havanna	Havana
Hawaii	Hawaii
Kategori:Hawaii	Hawaii
Hode	Head
Statssjef	Head of state
Helse	Health
Kategori:Helse	Health
Hjerte	Heart
Varme	Heat
Varmekraftmaskin	Heat engine
Himmelen	Heaven
Kategori:Heavy metal	Heavy metal
Heavy metal	Heavy metal music
Tungtvann	Heavy water
Hebe	Hebe (mythology)
Hebei	Hebei
Det hebraiske alfabetet	Hebrew alphabet
Det jødiske året	Hebrew calendar
Hebridene	Hebrides
Hekate	Hecate
Hektar	Hectare
Hektor	Hector
Hector Berlioz	Hector Berlioz
Pinnsvin	Hedgehog
Hedonisme	Hedonism
Heimdall	Heimdall
Heinrich Rudolf Hertz	Heinrich Hertz
Heinrich Himmler	Heinrich Himmler
Heinrich Schliemann	Heinrich Schliemann
Hel (underverdenens herskerinne)	Hel (being)
Helena	Helen
Helen Keller	Helen Keller
