Latin	English
Raphael Sanctius Urbinas	Raphael
Rattus	Rat
Numerus rationalis	Rational number
Ravenna	Ravenna
Raimundus Bradbury	Ray Bradbury
ROM	Read-only memory
Numerus realis	Real number
Recessio oeconomica	Recession
Rectangulum	Rectangle
Anacyclismus	Recycling
Ruber	Red
Cohors Exercitus Rubri	Red Army Faction
Cervus	Red Deer
Vulpes	Red Fox
Erythrocyti	Red blood cell
Reggae	Reggae
Urbs Reginae	Regina
Regio	Region
Durocortorum	Reims
Metempsychosis	Reincarnation
Tarandrus	Reindeer
Religio	Religion
Categoria:Religiones	Religion
Religiosa Amicorum Sodalitas	Religious Society of Friends
Rembrandus	Rembrandt
Renascentia litterarum	Renaissance
Categoria:Renascentia	Renaissance
Reptilia	Reptile
Res Publica	Republic
Respublica Sinarum	Republic of China
Hibernia (res publica)	Republic of Ireland
Respublica Congensis	Republic of the Congo
Factio republicana (CFA)	Republican Party (United States)
Requiem	Requiem
Restitorium	Resistor
Reticulum	Reticulum
Res novae	Revolution
Rhea (satelles)	Rhea (moon)
Rhea	Rhea (mythology)
Rhenium	Rhenium
Ars rhetorica	Rhetoric
Rhenus	Rhine
Rhinoceros	Rhinoceros
Rho	Rho (letter)
Rhodensis Insula	Rhode Island
Rhodus	Rhodes
Rhodium	Rhodium
Costa (anatomia)	Rib
Ribosoma	Ribosome
Oryza	Rice
Ricardus Feynman	Richard Feynman
Ricardus Nixon	Richard Nixon
Wilhelmus Ricardus Wagner	Richard Wagner
Riga	Riga
Ascensio recta	Right ascension
Ricardus Starkey	Ringo Starr
Urbs Fluminensis	Rio de Janeiro
Flumen Ianuarii	Rio de Janeiro (state)
Flumen	River
Thamesis	River Thames
Riadum	Riyadh
Via	Road
Rodoaldus Amundsen	Roald Amundsen
Robertus Boyle	Robert Boyle
Robertus Burns	Robert Burns
Robertus De Niro	Robert De Niro
Robertus Hooke	Robert Hooke
Robertus Koch	Robert Koch
Robertus Ludovicus Stevenson	Robert Louis Stevenson
Robertus Oppenheimer	Robert Oppenheimer
Robertus Owen	Robert Owen
Robertus Redford	Robert Redford
Robertus Schumann	Robert Schumann
Robotum	Robot
Micatio Sinensis	Rock
Musica rockica	Rock music
Categoria:Musica rock	Rock music
Montes Saxosi	Rocky Mountains
Rodentia	Rodent
Roentgenium	Roentgenium
Ecclesia Catholica Romana	Roman Catholic Church
Imperium Romanum	Roman Empire
Res publica Romana	Roman Republic
Calendarium Romanum	Roman calendar
Ius Romanum	Roman law
Legio Romana	Roman legion
Mythologia Romana	Roman mythology
Categoria:Mythologia Romana	Roman mythology
Romania	Romania
Categoria:Romania	Romania
Romancica lingua	Romansh
Roma	Rome
Categoria:Roma	Rome
Ronaldus Reagan	Ronald Reagan
Tectum	Roof
Turris (scacci)	Rook (chess)
Rosa Parks	Rosa Parks
Rosarium (oratio)	Rosary
Rosa (planta)	Rose
Exordium Anni (Iudaici)	Rosh Hashanah
Rostochium	Rostock
Roterodamum	Rotterdam
Regalis Societas Londini	Royal Society
Rubidium	Rubidium
Carbunculus	Ruby
Rudolfus Hess	Rudolf Hess
harpastum	Rugby football
Rupertus Murdoch	Rupert Murdoch
Russia	Russia
Categoria:Russia	Russia
Ruthenium	Ruthenium
Rutherfordia Birchard Hayes	Rutherford B. Hayes
Rutherfordium	Rutherfordium
Ruanda	Rwanda
Categoria:Ruanda	Rwanda
Secale	Rye
S	S
Sacramentum	Sacrament
Sacramentum (California)	Sacramento
Saddamus Hussein	Saddam Hussein
Safranum	Saffron
Sagitta (sidus)	Sagitta
Sagittarius (sidus)	Sagittarius (constellation)
Sahara	Sahara
Sanctus	Saint
Sanctus Georgius	Saint George
Sancta Lucia (civitas)	Saint Lucia
Nicolaus Myrensis	Saint Nicholas
Sanctus Patricius	Saint Patrick
Sanctus Paulus (Minnesota)	Saint Paul
Petrus	Saint Peter
Petropolis	Saint Petersburg
Saladinus	Saladin
Salernum	Salerno
Saliva	Saliva
Sal	Salt
Sal	Salt (chemistry)
Salisburgum	Salzburg
Salisburgum (civitas)	Salzburg (state)
Samara (Russia)	Samara
Samarium	Samarium
Samoa	Samoa
Categoria:Samoa	Samoa
Samuel Beckett	Samuel Beckett
Samurai	Samurai
Sanctus Antonius (Texia)	San Antonio
Didacopolis (California)	San Diego
Franciscopolis (California)	San Francisco
Sanctus Iosephus (California)	San Jose
Res publica Sancti Marini	San Marino
San Salvador	San Salvador
Harena	Sand
Alexander Botticelli	Sandro Botticelli
Lingua Sanscrita	Sanskrit
Sanctae Fidei fanum (CFA)	Santa Fe
Sanctiacobi	Santiago
Sapphirus	Sapphire
Sappho	Sappho
Sapporia	Sapporo
Sara Bernhardt	Sarah Bernhardt
Seraium	Sarajevo
Saratovia	Saratov
Sardinia	Sardinia
Saskatchewan	Saskatchewan
Satanas	Satan
Satura	Satire
Dies Saturni	Saturday
Saturnus (planeta)	Saturn
Categoria:Saturnus	Saturn
Saturnus	Saturn (disambiguation)
Saturnus (deus)	Saturn (mythology)
Satyrus	Satyr
Arabia Saudiana	Saudi Arabia
Saxonia	Saxony
Categoria:Saxonia	Saxony
Scandinavia	Scandinavia
Scandium	Scandium
Scapula	Scapula
Scaldis	Scheldt
Morbus dissidentiae phreneticae	Schizophrenia
Schola	School
Scientia	Science
Categoria:Scientia	Science
Mythistoriae rerum futurarum	Science fiction
Publius Cornelius Scipio Africanus	Scipio Africanus
Sciurus	Sciuridae
Scorpio	Scorpion
Scorpius	Scorpius
Scotia	Scotland
Categoria:Scotia	Scotland
Lingua Scotica	Scottish Gaelic
Scrabularum ludus	Scrabble
Clavus	Screw
Scrotum	Scrotum
Sculptor (sidus)	Sculptor (constellation)
Sculptura	Sculpture
Mare	Sea
Palus Maeotis	Sea of Azov
Mare Iaponicum	Sea of Japan
Seaborgium	Seaborgium
Tempora anni	Season
Seattlum	Seattle
Secundum	Second
Secunda Cruciata	Second Crusade
Concilium Vaticanum Secundum	Second Vatican Council
Segovia	Segovia
Sequana	Seine
Selene	Selene
Selenium	Selenium
Eiaculatum	Semen
Semiconductrum	Semiconductor
Senegalia	Senegal
Categoria:Senegalia	Senegal
Seulum	Seoul
September	September
11 Septembris	September 11
11 Septembris 2001	September 11
17 Septembris	September 17
29 Septembris	September 29
Septuaginta	Septuagint
Serbia	Serbia
Categoria:Serbia	Serbia
Sergius Eisenstein	Sergei Eisenstein
Serotoninum	Serotonin
Serpens (sidus)	Serpens
Copia	Set
Seth	Set (mythology)
Sebastopolis	Sevastopol
Hispalis	Seville
Activitates eroticae	Sexual intercourse
Insulae Seisellenses	Seychelles
Categoria:Insulae Seisellenses	Seychelles
Sachus	Shah
Sahada	Shahadah
Selachimorpha	Shark
Sherlock Holmes	Sherlock Holmes
Sicocus	Shikoku
Navis	Ship
Stenographia	Shorthand
Siberia	Siberia
Sicilia	Sicily
Categoria:Sicilia	Sicily
Mons Leoninus	Sierra Leone
Sigma	Sigma
Sigismundus Freud	Sigmund Freud
Sichismus	Sikhism
Silesia	Silesia
Silicium	Silicon
Silica	Silicon dioxide
Aevum Siluricum	Silurian
Argentum	Silver
Simona de Beauvoir	Simone de Beauvoir
Peccatum	Sin
Singapura	Singapore
Sirenes	Siren
Sirenia	Sirenia
Sirius	Sirius
Aedicula Sixtina	Sistine Chapel
Bellum Sex Dierum	Six-Day War
Sinus Codanus	Skagerrak
Tabula subrotata	Skateboard
Categoria:Ossa	Skeletal system
Scepticismus	Skepticism
Cutis	Skin
Scupi	Skopje
Calva	Skull
Slash	Slash (musician)
Servitudo	Slavery
Slayer	Slayer
Slovacia	Slovakia
Slovenia	Slovenia
Intestinum tenue	Small intestine
Smolenscum	Smolensk
Serpentes	Snake
Nix	Snow
Socialismus	Socialism
Categoria:Societas hominum	Society
Societas hominum	Society
Societas Iesu	Society of Jesus
Sociologia	Sociology
Socrates	Socrates
Natrium	Sodium
Natrii Chloridum	Sodium chloride
Lixivium	Sodium hydroxide
Serdica	Sofia
Solanaceae	Solanaceae
Systema solare	Solar System
Defectio solis	Solar eclipse
Ventus solaris	Solar wind
Solidus	Solid
Salomon (rex)	Solomon
Insulae Salomonicae	Solomon Islands
Solon	Solon
Somalia	Somalia
Categoria:Somalia	Somalia
Comitatus Somersetensis	Somerset
Samara (praefectura Franciae)	Somme
Canticum Canticorum	Song of Solomon
Sophia Loren	Sophia Loren
Sophistae	Sophism
Sophocles	Sophocles
Sorghum	Sorghum
Anima	Soul
Sonus (physica)	Sound
Categoria:Africa Australis	South Africa
America Meridionalis	South America
Categoria:America Meridionalis	South America
Australia Australis	South Australia
Carolina Meridionalis	South Carolina
Dacota Meridionalis	South Dakota
Categoria:Dacota Meridionalis	South Dakota
Respublica Coreae	South Korea
Polus australis	South Pole
Unio Rerum Publicarum Socialisticarum Sovieticarum	Soviet Union
Categoria:Unio Sovietica	Soviet Union
Glycine (genus)	Soybean
Hispania	Spain
Categoria:Hispania	Spain
Bellum Civile Hispanicum	Spanish Civil War
Categoria:Homines Hispaniae	Spanish people
Sparta	Sparta
Relativitas specialis	Special relativity
Species	Species
Celeritas luminis	Speed of light
Spencer Tracy	Spencer Tracy
Sphaera	Sphere
Araneae	Spider
Spinacia oleracea	Spinach
Medulla spinalis	Spinal cord
Lien	Spleen
Spalatum	Split
Porifera	Sponge
Ludus athleticus	Sport
Spreha	Spree
Ver	Spring (season)
Campifons (Illinoesia)	Springfield
Squamata	Squamata
Quadrum	Square (geometry)
Metrum quadratum	Square metre
Sri Lanca	Sri Lanka
Universitas Stanfordiensis	Stanford University
Astrum	Star
Statistica	Statistics
Statua Libertatis	Statue of Liberty
Stavanger	Stavanger
Chalybs	Steel
Stephanus Zweig	Stefan Zweig
Stegosaurus	Stegosaurus
Stendhal	Stendhal
Sternum	Sternum
Stephanus Spielberg	Steven Spielberg
Bursa	Stock exchange
Holmia	Stockholm
Stoicismus	Stoicism
Stomachus	Stomach
Ciconia (avis)	Stork
Fretum	Strait
Fretum Gaditanum	Strait of Gibraltar
Fretum Magellanicum	Strait of Magellan
Argentoratum	Strasbourg
Fragaria	Strawberry
Theoria Chordarum	String theory
Ictus (morbus)	Stroke
Strontium	Strontium
Formula:Stipula	Stub
Stuttgartum	Stuttgart
Styx	Styx
Subtractio	Subtraction
Sucre	Sucre
Saccharosium	Sucrose
Sudania	Sudan
Categoria:Sudania	Sudan
Fossa Clysmatena	Suez Canal
Suffixum	Suffix
Saccharon	Sugar
Suharto	Suharto
Sulphur	Sulfur
Yperitum	Sulfur mustard
Acidum sulphuricum	Sulfuric acid
Sultanus	Sultan
Sumer	Sumer
Aestas	Summer
Sumo (colluctatio)	Sumo
Sol	Sun
Dies solis	Sunday
Horologium solarium	Sundial
Helianthus annuus	Sunflower
Superconductrum	Superconductivity
Superman	Superman
Supernova	Supernova
Iudicium Summum Civitatum Foederatarum	Supreme Court of the United States
Surinamia	Suriname
Categoria:Surinamia	Suriname
Surregia	Surrey
Susanna Sontag	Susan Sontag
Hirundo	Swallow
Olor	Swan
Crux gammata	Swastika
Suazia	Swaziland
Suecia	Sweden
Categoria:Suecia	Sweden
Ipomoea batatas	Sweet potato
Natatio	Swimming
Francus Helveticus	Swiss franc
Helvetia	Switzerland
Categoria:Helvetia	Switzerland
Gladius	Sword
Sydneium	Sydney
Syllaba	Syllable
Synagoga	Synagogue
Syntaxis	Syntax
Syphilis	Syphilis
Syracusae (Sicilia)	Syracuse
Syria	Syria
Categoria:Syria	Syria
Systema	System
T	T
Thomas Eduardus Lawrence	T. E. Lawrence
Cornelius Tacitus	Tacitus
Thequondo	Taekwondo
Tagus	Tagus
Tahiti	Tahiti
Taipeium	Taipei
Taivania	Taiwan
Tadzikistania	Tajikistan
Tallahassia	Tallahassee
Castrum Danorum	Tallinn
Tingis	Tangier
Autocurrus armatus	Tank
Tantalum	Tantalum
Tantalus	Tantalus
Tanzania	Tanzania
Categoria:Tanzania	Tanzania
Taoismus	Taoism
Tapirus	Tapir
Tardigrada	Tardigrade
Tarnis (praefectura Franciae)	Tarn
Tarbatum	Tartu
Tasmania	Tasmania
Sarcophilus harrisii	Tasmanian Devil
Compunctio	Tattoo
Tau	Tau
Taurus (sidus)	Taurus (constellation)
Tributum	Tax
Taxinomia	Taxonomy
Triphelis	Tbilisi
Thea	Tea
Magister	Teacher
Technetium	Technetium
Musica Technica	Techno
Technologia	Technology
Categoria:Technologia	Technology
Tegucigalpa	Tegucigalpa
Teheranum	Tehran
Telavivum	Tel Aviv
Telephonum	Telephone
Telescopium	Telescope
Telescopium (sidus)	Telescopium
Televisio	Television
Categoria:Televisio	Television
Tellurium	Tellurium
Temperatura thermodynamica	Temperature
Templum	Temple
Decalogus	Ten Commandments
Tennesia	Tennessee
Categoria:Tennesia	Tennessee
Tenniludium	Tennis
Tenor	Tenor
Terbium	Terbium
Terpsichore	Terpsichore
Tromocratia	Terrorism
Categoria:Tromocratia	Terrorism
Quintus Septimus Florens Tertullianus	Tertullian
Testis (membrum)	Testicle
Testosteronum	Testosterone
Tetanus	Tetanus
Tethys (satelles)	Tethys (moon)
Texia	Texas
Thailandia	Thailand
Categoria:Thailandia	Thailand
Thales Milesius	Thales
Thalia	Thalia
Thallium	Thallium
Festum Gratias Agendi	Thanksgiving
Festum Gratias Agendi	Thanksgiving (Canada)
Festum Gratias Agendi	Thanksgiving (United States)
Festum Gratias Agendi	Thanksgiving (disambiguation)
Gambia	The Gambia
Haga	The Hague
Vexillum Stellis Punctatum	The Star-Spangled Banner
Thebae (Graecia)	Thebes
Themistocles	Themistocles
Theodorus Mommsen	Theodor Mommsen
Theodorus Roosevelt	Theodore Roosevelt
Theodosius I	Theodosius I
Theologia	Theology
Theoria relativitatis	Theory of relativity
Thermometrum	Thermometer
Theseus	Theseus
Thessalonica	Thessaloniki
Thessalia	Thessaly
Theta	Theta
Thetis	Thetis
Bellum tricennale	Thirty Years' War
Sanctus Thomas Aquinas	Thomas Aquinas
Thomas Edison	Thomas Edison
Thomas Hardy	Thomas Hardy
Thomas Hobbes	Thomas Hobbes
Thomas Jefferson	Thomas Jefferson
Thomas Robertus Malthus	Thomas Malthus
Thomas Mann	Thomas Mann
Sanctus Thomas Morus	Thomas More
Thor	Thor
Thorium	Thorium
Thoth	Thoth
Cogitatio	Thought
Thracia	Thrace
Thucydides	Thucydides
Thulium	Thulium
Pollex (anatomia)	Thumb
Thuringia	Thuringia
Dies Iovis	Thursday
Thymus (planta)	Thyme
Glandula thyreoidea	Thyroid
Tiberis	Tiber
Tiberius (imperator)	Tiberius
Tibetum	Tibet
Ticinum (pagus)	Ticino
Terra Ignium	Tierra del Fuego
Tigris	Tiger
Tigris (flumen)	Tigris
Tempus	Time
Categoria:Tempus	Time
Zona temporalis	Time zone
Tamerlanes	Timur
Stannum	Tin
Theranda	Tirana
Textum (biologia)	Tissue (biology)
Titan (satelles)	Titan (moon)
Titania (satelles)	Titania (moon)
Titanium	Titanium
Titianus Vecellii	Titian
Titus (imperator)	Titus
Tibur	Tivoli
Tabacum	Tobacco
Togum	Togo
Tocio	Tokyo
Toletum	Toledo
Lycopersicum	Tomato
Tonga	Tonga
Lingua (membrum)	Tongue
Antonius Blair	Tony Blair
Dens	Tooth
Turbo	Tornado
Torontum	Toronto
Testudinidae	Tortoise
Telo Martius	Toulon
Tolosa	Toulouse
Circuitus Franciae	Tour de France
Turonum	Tours
Turris	Tower
Oppidum	Town
Venenum	Toxicity
Tractorium	Tractor
Collegium opificum	Trade union
Traditiones	Tradition
Tragoedia	Tragedy
Hamaxostichus	Train
Statio ferriviaria	Train station
Traianus	Trajan
Ferrivia strataria	Tram
Transformatrum	Transformer
Transistrum	Transistor
Categoria:Transportatio	Transportation
Transsilvania	Transylvania
Foedus Versaliis sancitum (1919)	Treaty of Versailles
Arbor	Tree
Tridentum	Trento
Trentonia	Trenton
Triangulum	Triangle
Triangulum (sidus)	Triangulum
Triangulum Australe (sidus)	Triangulum Australe
Aevum Triassicum	Triassic
Triceratops	Triceratops
Augusta Treverorum	Trier
Trigonometria	Trigonometry
Trilobita	Trilobite
Trinitas et Tabacum	Trinidad and Tobago
Trinitas	Trinity
Tripolis Libysa	Tripoli
Trisceles	Triskelion
Triton (satelles)	Triton (moon)
Bellum Troianum	Trojan War
Tronthemium	Trondheim
Cancri tropicus	Tropic of Cancer
Capricorni tropicus	Tropic of Capricorn
Ilium	Troy
Autocinetum onerarium	Truck
Veritas	Truth
Tzar	Tsar
Phthisis	Tuberculosis
Tucana (sidus)	Tucana
Tucson	Tucson
Dies Martis	Tuesday
Tulipa	Tulip
Wolframium	Tungsten
Tunes	Tunis
Tunesia	Tunisia
Categoria:Tunesia	Tunisia
Taurinum	Turin
Turcia	Turkey
Categoria:Turcia	Turkey
Turcomannia	Turkmenistan
Testudo (bestia)	Turtle
Tuscia	Tuscany
Tuvalu	Tuvalu
Tycho Brahe	Tycho Brahe
Typhon	Typhon
Typographia	Typography
Tyrannosaurus	Tyrannosaurus
Tyrus	Tyre
Mare Tyrrhenicum	Tyrrhenian Sea
U	U
Uganda	Uganda
Categoria:Uganda	Uganda
Ucraina	Ukraine
Categoria:Ucraina	Ukraine
Ulixes S. Grant	Ulysses S. Grant
Umbria	Umbria
Unicornis	Unicorn
Ovi	Unidentified flying object
Phylarchiarum Arabicarum Confoederatio	United Arab Emirates
Britanniarum Regnum	United Kingdom
Categoria:Britanniarum Regnum	United Kingdom
Consociatio Nationum	United Nations
Civitates Foederatae Americae	United States
Categoria:Civitates Foederatae Americae	United States
Civitatum Foederatarum Americae Aeris Exercitus	United States Air Force
Camera Repraesentantum Civitatum Foederatarum	United States House of Representatives
Senatus Civitatum Foederatarum	United States Senate
Virgines Insulae Americanae	United States Virgin Islands
Dollarium (CFA)	United States dollar
Universum	Universe
Universitas	University
Universitas Pennsylvaniensis	University of Pennsylvania
Unix	Unix
Ununbium	Ununbium
Ununhexium	Ununhexium
Ununpentium	Ununpentium
Ununquadium	Ununquadium
Ununtrium	Ununtrium
Upanishad	Upanishad
Upsalia (Suecia)	Uppsala
Ypsilon	Upsilon
Urales	Ural Mountains
Urania (musa)	Urania
Uranium	Uranium
Uranus (planeta)	Uranus
Categoria:Uranus	Uranus
Uranus	Uranus (mythology)
Urea	Urea
Urina	Urine
Ursa Maior (sidus)	Ursa Major
Ursa Minor (sidus)	Ursa Minor
Uruguaia	Uruguay
Categoria:Uruguaia	Uruguay
Uta	Utah
Uterus	Uterus
Utopia	Utopia
Traiectum ad Rhenum	Utrecht (city)
Usbecia	Uzbekistan
V	V
Dulcis vallis	Vaduz
Vagina	Vagina
Valentia (Francia)	Valence
Valentia	Valencia
Valletta	Valletta
Vampyrus	Vampire
Vanadium	Vanadium
Vancuverium (Columbia Britannica)	Vancouver
Vanuatu	Vanuatu
Varus (praefectura Franciae)	Var (department)
Odessus (Bulgaria)	Varna
Civitas Vaticana	Vatican City
Categoria:Civitas Vaticana	Vatican City
Holus	Vegetable
Vena	Vein
Vela (sidus)	Vela (constellation)
Velocitas	Velocity
Venetia (regio)	Veneto
Venetiola	Venezuela
Categoria:Venetiola	Venezuela
Venetia (urbs)	Venice
Venus (planeta)	Venus
Venus	Venus (disambiguation)
Venus (dea)	Venus (mythology)
Verbum (grammatica Latina)	Verb
Mons Viridis	Vermont
Verona	Verona
Versaliae	Versailles
Vertebra	Vertebra
Columna vertebralis	Vertebral column
Vertebrata	Vertebrate
Vespasianus	Vespasian
Vesta	Vesta (mythology)
Praeses vicarius Civitatum Foederatarum Americae	Vice President of the United States
Victor Hugo	Victor Hugo
Victoria (Insulae Seisellenses)	Victoria
Victoria (Australia)	Victoria (Australia)
Vindobona	Vienna
Categoria:Vindobona	Vienna
Vigenna (praefectura Franciae)	Vienne
Vientiane	Vientiane
Vietnamia	Vietnam
Categoria:Vietnamia	Vietnam
Bellum Indosinense II	Vietnam War
Vicingi	Viking
Vilfredus Pareto	Vilfredo Pareto
Vilna	Vilnius
Vincentius van Gogh	Vincent van Gogh
Vincentius Bellini	Vincenzo Bellini
Acetum	Vinegar
Fidiculae	Violin
Publius Vergilius Maro	Virgil
Virginia	Virginia
Categoria:Virginia	Virginia
Virgo (sidus)	Virgo (constellation)
Virtus	Virtue
Virus biologicum	Virus
Vistula	Vistula
Vitaminum	Vitamin
Victorius De Sica	Vittorio De Sica
Viviana Leigh	Vivien Leigh
Vladimirus Lenin	Vladimir Lenin
Vladimirus Nabokov	Vladimir Nabokov
Vladimirus Putin	Vladimir Putin
Vocativus	Vocative case
Vodca	Vodka
Volans (sidus)	Volans
Mons ignifer	Volcano
Categoria:Vulcanologia	Volcanology
Rha	Volga River
Voltium	Volt
Tensio electrica	Voltage
Voltarius	Voltaire
Vomitus	Vomiting
Vulcanus (mythologia)	Vulcan (mythology)
Sermo vulgaris	Vulgar Latin
Biblia Vulgata	Vulgate
Vulpecula (sidus)	Vulpecula
Vulva	Vulva
W	W
Wake (insula)	Wake Island
Cambria	Wales
Categoria:Cambria	Wales
Iuglans	Walnut
Gualterus Scott	Walter Scott
Bellum	War
Categoria:Bella	War
Belli scelus	War crime
Bella Rosarum	Wars of the Roses
Varsovia	Warsaw
Verruca	Wart
Vasingtonia, D.C.	Washington
Vasingtonia	Washington
Categoria:Vasingtonia	Washington
Basilius Kandinsky	Wassily Kandinsky
Aqua	Water
Aqua cadens	Waterfall
Citrullus lanatus	Watermelon
Wattium	Watt
Arma	Weapon
Status caeli	Weather
Situs interretialis	Website
Dies Mercurii	Wednesday
Hebdomas	Week
Vimaria	Weimar
Res Publica Vimariana	Weimar Republic
Vellingtonia	Wellington
Lycanthropus	Werewolf
Wernher de Braun	Wernher von Braun
Visurgis	Weser River
Cisiordania	West Bank
Virginia Occidentalis	West Virginia
Australia Occidentalis	Western Australia
Sahara Occidentalis	Western Sahara
Balaena	Whale
Triticum	Wheat
Rota	Wheel
Vischium	Whisky
Domus Alba	White House
Leucocyti	White blood cell
Pumilio alba	White dwarf
Equus Albus	Whitehorse
Aquae Mattiacae	Wiesbaden
Felis silvestris	Wildcat
Gulielmus Blake	William Blake
Gulielmus Butler Yeats	William Butler Yeats
Gulielmus Ewart Gladstone	William Gladstone
Gulielmus Harvey	William Harvey
Gulielmus Henricus Harrison	William Henry Harrison
Gulielmus Herschel	William Herschel
Gulielmus Howard Taft	William Howard Taft
Gulielmus I (Imperator Germaniae)	William I
Gulielmus II (Imperator Germaniae)	William II
Gulielmus McKinley	William McKinley
Gulielmus Shakesperius	William Shakespeare
Guillelmus de Ockham	William of Ockham
Salix	Willow
Gulielmus Brandt	Willy Brandt
Windhoek	Windhoek
Vinum	Wine
Categoria:Vinum	Wine
Vinstonis Churchill	Winston Churchill
Hiems	Winter
Olympia Hiemalia	Winter Olympic Games
Visconsinia	Wisconsin
Wolfgangus Amadeus Mozart	Wolfgang Amadeus Mozart
Volfangus Pauli	Wolfgang Pauli
Mulier	Woman
Lignum	Wood
Woodrow Wilson	Woodrow Wilson
Woody Allen	Woody Allen
Comitatus Vigorniensis	Worcestershire
Verbum (grammatica generalis)	Word
Argentaria Mundana	World Bank
Syndicatus Mercaturae Mundanae	World Trade Organization
Bellum Orbis Terrarum I	World War I
Categoria:Bellum Orbis Terrarum I	World War I
Bellum Orbis Terrarum II	World War II
Categoria:Bellum Orbis Terrarum II	World War II
Tela totius terrae	World Wide Web
Vermes	Worm
Vyomina	Wyoming
X	X
Xenon	Xenon
Xenophanes	Xenophanes
Xenophon (scriptor)	Xenophon
Xi	Xi
Uiguristania	Xinjiang
Y	Y
Iehovah	Yahweh
Iangon	Yangon
Iasser Arafat	Yasser Arafat
Annus	Year
Flavus	Yellow
Iemenia	Yemen
Ienisea	Yenisei River
Erevanum	Yerevan
Iogurtum	Yoghurt
Dies Expiationis	Yom Kippur
Eboracum	York
Ytterbium	Ytterbium
Yttrium	Yttrium
Iugoslavia	Yugoslavia
Categoria:Iugoslavia	Yugoslavia
Yukon	Yukon
Georgius Gagarin	Yuri Gagarin
Z	Z
Zacharias Taylor	Zachary Taylor
Zagrabia	Zagreb
Zambia	Zambia
Categoria:Zambia	Zambia
Caesaraugusta	Zaragoza
Zebra	Zebra
Zen	Zen
Zeno (imperator)	Zeno (emperor)
Zeno Citieus	Zeno of Citium
Zeta	Zeta
Zeus	Zeus
Zeus	Zeus (disambiguation)
Zimbabua	Zimbabwe
Categoria:Zimbabua	Zimbabwe
Zincum	Zinc
Zirconium	Zirconium
Zodiacus	Zodiac
Cadaver animatum	Zombie
Zoologia	Zoology
Categoria:Zoologia	Zoology
Zoroaster	Zoroaster
