Romanian	English
Lipide	Lipid
Lemn dulce	Liquorice
Lisabona	Lisbon
Lise Meitner	Lise Meitner
LISP	Lisp (programming language)
Literatură	Literature
Categorie:Literatură	Literature
Portal:Literatură	Literature
Litiu	Lithium
Litosferă	Lithosphere
Lituania	Lithuania
Categorie:Lituania	Lithuania
Litru	Litre
Cucuvea	Little Owl
Liverpool	Liverpool
Titus Livius	Livy
Şopârlă	Lizard
Ljubljana	Ljubljana
Local Area Network	Local area network
Loch Ness	Loch Ness
Monstrul din Loch Ness	Loch Ness Monster
Locomotivă	Locomotive
Logaritm	Logarithm
Logică	Logic
Categorie:Logică	Logic
Poartă logică	Logic gate
Loire	Loire
Loara	Loire River
Loki	Loki
Lolita	Lolita
Lombardia	Lombardy
Londra	London
Categorie:Londra	London
Long Beach, California	Long Beach
Long Island	Long Island
Săritura în lungime	Long jump
Lope de Vega	Lope de Vega
Rugăciunea Domnească	Lord's Prayer
Lorena	Lorraine (region)
Los Angeles, California	Los Angeles
Lot (departament)	Lot (department)
Difuzor	Loudspeaker
Louis Aragon	Louis Aragon
Louis Armstrong	Louis Armstrong
Louis Pasteur	Louis Pasteur
Ludovic cel Pios	Louis the Pious
Ludovic al II-lea al Franţei	Louis the Stammerer
Louisiana (stat SUA)	Louisiana
Categorie:Statul Louisiana, SUA	Louisiana
Louisville, Kentucky	Louisville
Muzeul Louvre	Louvre
Dragoste	Love
Germana de jos	Low German
Saxonia Inferioară	Lower Saxony
Luanda	Luanda
Lublin	Lublin
Lucerna	Lucerne
Luciano Pavarotti	Luciano Pavarotti
Lucifer	Lucifer
Titus Lucretius Carus	Lucretius
Ludwig Boltzmann	Ludwig Boltzmann
Ludwig Mies van der Rohe	Ludwig Mies van der Rohe
Ludwig Wittgenstein	Ludwig Wittgenstein
Ludwig van Beethoven	Ludwig van Beethoven
Luftwaffe	Luftwaffe
Luigi Galvani	Luigi Galvani
Luigi Pirandello	Luigi Pirandello
Luminescenţă	Luminescence
Eclipsă de Lună	Lunar eclipse
Lund	Lund
Pulmon	Lung
Lupul (constelaţie)	Lupus (constellation)
Lusaka	Lusaka
Luteranism	Lutheranism
Luxemburg	Luxembourg
Categorie:Luxemburg	Luxembourg
Luxemburg (oraş)	Luxembourg (city)
Luxor, Egipt	Luxor
Linxul (constelaţie)	Lynx (constellation)
Lynx	Lynx (web browser)
Lyon	Lyon
Lira (constelaţie)	Lyra
Acid lisergic dietilamid	Lysergic acid diethylamide
Lizozom	Lysosome
M	M
Teoria M	M-theory
MS-DOS	MS-DOS
Macao	Macau
Macbeth	Macbeth
Macedonia Antică	Macedon
Mitralieră	Machine gun
Traducere automată	Machine translation
Machu Picchu	Machu Picchu
Macintosh	Macintosh
Macroeconomie	Macroeconomics
Categorie:Macroeconomie	Macroeconomics
Madagascar	Madagascar
Categorie:Madagascar	Madagascar
Madeira	Madeira
Madison, Wisconsin	Madison
Madonna	Madonna (entertainer)
Madrid	Madrid
Madrid (comunitate autonomă)	Madrid (autonomous community)
Mafia (organizaţie)	Mafia
Magenta	Magenta
Maghreb	Maghreb
Pătrat magic	Magic square
Magmă	Magma
Magna Charta Libertatum	Magna Carta
Magneziu	Magnesium
Câmp magnetic	Magnetic field
Magnetism	Magnetism
Categorie:Magnetism	Magnetism
Magnetit	Magnetite
Maharashtra	Maharashtra
Mahatma Gandhi	Mahatma Gandhi
Mahayana	Mahayana
Poştă	Mail
Moise Maimonide	Maimonides
Main	Main
Format:Articol principal	Main
Maine (stat SUA)	Maine
Categorie:Statul Maine, SUA	Maine
Mainframe	Mainframe computer
Porumb	Maize
Maior (grad)	Major
Makalu	Makalu
Malachit	Malachite
Malarie	Malaria
Categorie:Malawi	Malawi
Malaezia	Malaysia
Categorie:Malaezia	Malaysia
Maldive	Maldives
Categorie:Maldive	Maldives
Mali	Mali
Categorie:Mali	Mali
Malta	Malta
Categorie:Malta	Malta
Limba malteză	Maltese language
Malvaceae	Malvaceae
Mamifer	Mammal
Mamut	Mammoth
Management	Management
Managua	Managua
Manama	Manama
Lamantin	Manatee
Manchester	Manchester
Manciuria	Manchuria
Limba mandarină	Mandarin (linguistics)
Mandarin	Mandarin orange
Mulţimea lui Mandelbrot	Mandelbrot set
Mangan	Manganese
Mango	Mango
Mangrove	Mangrove
Manhattan	Manhattan
Proiectul Manhattan	Manhattan Project
Maniheism	Manichaeism
Manila	Manila
Manipur	Manipur
Manitoba	Manitoba
Manierism	Mannerism
Mannheim	Mannheim
Mantova	Mantua
Manuscris	Manuscript
Mao Zedong	Mao Zedong
Maoism	Maoism
Hartă	Map
Acer	Maple
Maputo	Maputo
Marmură	Marble
Marc Chagall	Marc Chagall
Marcel Duchamp	Marcel Duchamp
Marcel Marceau	Marcel Marceau
Marcel Proust	Marcel Proust
Martie	March
17 martie	March 17
19 martie	March 19
2 martie	March 2
25 martie	March 25
Marche	Marche
Marco Polo	Marco Polo
Marc Aureliu	Marcus Aurelius
Marcus Vipsanius Agrippa	Marcus Vipsanius Agrippa
Marduk	Marduk
Margaret Mead	Margaret Mead
Margaret Mitchell	Margaret Mitchell
Margaret Thatcher	Margaret Thatcher
Maria Callas	Maria Callas
Insulele Mariane	Mariana Islands
Maria Antoaneta	Marie Antoinette
Marie Curie	Marie Curie
Mariehamn	Mariehamn
Marilyn Monroe	Marilyn Monroe
Mario Vargas Llosa	Mario Vargas Llosa
Marc Antoniu	Mark Antony
Mark Twain	Mark Twain
Marketing	Marketing
Categorie:Marketing	Marketing
Limbaj de marcare	Markup language
Marlene Dietrich	Marlene Dietrich
Marchizul de Sade	Marquis de Sade
Marrakech	Marrakech
Marte	Mars (disambiguation)
Marte (zeu)	Mars (mythology)
Marsilia	Marseille
Insulele Marshall	Marshall Islands
Planul Marshall	Marshall Plan
Marsupiale	Marsupial
Martin Heidegger	Martin Heidegger
Martin Luther	Martin Luther
Martin Luther King	Martin Luther King
Martin Scorsese	Martin Scorsese
Martin Van Buren	Martin Van Buren
Martinica	Martinique
Martir	Martyr
Fraţii Marx	Marx Brothers
Marxism	Marxism
Maria din Nazaret	Mary (mother of Jesus)
Maria Magdalena	Mary Magdalene
Mary Shelley	Mary Shelley
Mary Wollstonecraft	Mary Wollstonecraft
Maryland (stat SUA)	Maryland
Categorie:Statul Maryland, SUA	Maryland
Mashhad	Mashhad
Masă	Mass
Massachusetts (stat SUA)	Massachusetts
Categorie:Statul Massachusetts, SUA	Massachusetts
Massachusetts Institute of Technology	Massachusetts Institute of Technology
Masturbare	Masturbation
Mata Hari	Mata Hari
Chibrit	Match
Materialism	Materialism
Matematică	Mathematics
Categorie:Matematică	Mathematics
Portal:Matematică	Mathematics
Matrice (matematică)	Matrix (mathematics)
Materie	Matter
Matterhorn	Matterhorn
Mauna Kea	Mauna Kea
Maurice Ravel	Maurice Ravel
Mauritania	Mauritania
Mauritius	Mauritius
Categorie:Mauritius	Mauritius
Max Born	Max Born
Max Ernst	Max Ernst
Max Planck	Max Planck
Max Weber	Max Weber
Maximian	Maximian
Ecuaţiile lui Maxwell	Maxwell's equations
Mai	May
1 mai	May 1
24 mai	May 24
Mayenne	Mayenne
McCarthism	McCarthyism
Rujeolă	Measles
Măsură (matematică)	Measure (mathematics)
Carne	Meat
Mecca	Mecca
Categorie:Inginerie mecanică	Mechanical engineering
Categorie:Mecanică	Mechanics
Medeea	Medea
Familia Medici	Medici
Medicină	Medicine
Categorie:Medicină	Medicine
Meditaţie	Meditation
Marea Mediterană	Mediterranean Sea
Medusa	Medusa
Suricată	Meerkat
Meioză	Meiosis
Meister Eckhart	Meister Eckhart
Mekong	Mekong
Mel Gibson	Mel Gibson
Melanezia	Melanesia
Melodie	Melody
Melpomene	Melpomene
Punct de topire	Melting point
Memorie	Memory
Memphis, Tennessee	Memphis
Memphis, Egipt	Memphis
Menahem Begin	Menachem Begin
Menelau	Menelaus
Meningită	Meningitis
Platoul (constelaţie)	Mensa (constellation)
Boală mentală	Mental disorder
Mentă	Mentha
Mercantilism	Mercantilism
Mercur (dezambiguizare)	Mercury
Mercur	Mercury (element)
Mercur (zeu)	Mercury (mythology)
Mercur (planetă)	Mercury (planet)
Meridiano	Meridian (geography)
Meritocraţie	Meritocracy
Dinastia Merovingiană	Merovingian
Meryl Streep	Meryl Streep
Mezon	Meson
Mesopotamia	Mesopotamia
Categorie:Mesopotamia	Mesopotamia
Mezozoic	Mesozoic
ARN mesager	Messenger RNA
Messina	Messina
Metabolism	Metabolism
Metadata	Metadata
Metal	Metal
Metaloid	Metalloid
Metalurgie (industrie)	Metallurgy
Categorie:Metalurgie	Metallurgy
Roci metamorfice	Metamorphic rock
Metaforă	Metaphor
Metafizică	Metaphysics
Categorie:Metafizică	Metaphysics
Meteorit	Meteorite
Categorie:Meteorologie	Meteorology
Meteorologie	Meteorology
Metru	Metre
Spaţiu metric	Metric space
Meuse (departament)	Meuse
Meuse	Meuse River
Mexic	Mexico
Categorie:Mexic	Mexico
Ciudad de México	Mexico City
Miami	Miami
Mică	Mica
Arhanghelul Mihail	Michael (archangel)
Michael Faraday	Michael Faraday
Michel Ney	Michel Ney
Michelangelo Buonarroti	Michelangelo
Michigan (stat SUA)	Michigan
Categorie:Statul Michigan, SUA	Michigan
Mick Jagger	Mick Jagger
Mickey Mouse	Mickey Mouse
Microbiologie	Microbiology
Categorie:Microbiologie	Microbiology
Microeconomie	Microeconomics
Categorie:Microeconomie	Microeconomics
Micronezia	Micronesia
Microorganism	Microorganism
Microfon	Microphone
Microprocesor	Microprocessor
Microscop	Microscope
Microscopul (constelaţie)	Microscopium
Microunde	Microwave
Evul Mediu	Middle Ages
Categorie:Evul Mediu	Middle Ages
Orientul Mijlociu	Middle East
Categorie:Orientul Mijlociu	Middle East
Miguel de Cervantes	Miguel de Cervantes
Mihail Bakunin	Mikhail Bakunin
Mihail Glinka	Mikhail Glinka
Mihail Sergheevici Gorbaciov	Mikhail Gorbachev
Milano	Milan
Milă	Mile
Miles Davis	Miles Davis
Lapte	Milk
Calea Lactee	Milky Way
Millard Fillmore	Millard Fillmore
Milenii	Millennium
Milipede	Millipede
Milton Friedman	Milton Friedman
Milwaukee, Wisconsin	Milwaukee
Mineral	Mineral
Mineralogie	Mineralogy
Categorie:Mineralogie	Mineralogy
Minerva	Minerva
Dinastia Ming	Ming Dynasty
Minimalism	Minimalism
Minerit	Mining
Minneapolis, Minnesota	Minneapolis
Minnesota (stat SUA)	Minnesota
Categorie:Statul Minnesota, SUA	Minnesota
Minotaur	Minotaur
Minsk	Minsk
Minut	Minute
Miocen	Miocene
Miracol	Miracle
Oglindă	Mirror
Mişna	Mishnah
Categorie:Statul Mississippi, SUA	Mississippi
Fluviul Mississippi	Mississippi River
Missouri (stat SUA)	Missouri
Categorie:Statul Missouri, SUA	Missouri
Mitocondrie	Mitochondrion
Mnemosyne	Mnemosyne
Telefon mobil	Mobile phone
Modem	Modem
Modernism	Modernism
Modest Petrovici Musorgski	Modest Mussorgsky
Modulaţie	Modulation
Mogadishu	Mogadishu
Ursitoare (Moirae)	Moirae
Mucegai	Mold
Republica Moldova	Moldova
Categorie:Republica Moldova	Moldova
Mol	Mole (unit)
Categorie:Biologie moleculară	Molecular biology
Moleculă	Molecule
Molise	Molise
Moluscă	Mollusca
Cocteil Molotov	Molotov cocktail
Molibden	Molybdenum
Mombasa	Mombasa
Monaco	Monaco
Categorie:Monaco	Monaco
Monarhie	Monarchy
Categorie:Monarhii	Monarchy
Luni	Monday
Ban (monedă)	Money
Mongolia	Mongolia
Categorie:Mongolia	Mongolia
Herpestidae	Mongoose
Monica Seleş	Monica Seles
Monism	Monism
Monopol	Monopoly
Monopoly	Monopoly (game)
Monoteism	Monotheism
Monotreme	Monotreme
Doctrina Monroe	Monroe Doctrine
Mons	Mons
Muson	Monsoon
Mont Blanc	Mont Blanc
Montana (stat SUA)	Montana
Categorie:Statul Montana, SUA	Montana
Monte Carlo	Monte Carlo
Muntenegru	Montenegro
Categorie:Muntenegru	Montenegro
Monterrey	Monterrey
Montevideo	Montevideo
Montgomery, Alabama	Montgomery
Lună (timp)	Month
Montpelier, Vermont	Montpelier
Montréal	Montreal
Montserrat	Montserrat
Lună	Moon
Elan	Moose
Moravia	Moravia
Maroc	Morocco
Categorie:Maroc	Morocco
Morfem	Morpheme
Morfină	Morphine
Morfologie	Morphology
Morfologie (gramatică)	Morphology (linguistics)
Alfabetul Morse	Morse code
Moscova	Moscow
Moselle	Moselle
Moise	Moses
Moshe Dayan	Moshe Dayan
Moschee	Mosque
Ţânţar	Mosquito
Mossad	Mossad
Mosul	Mosul
Mamă	Mother
Maica Tereza	Mother Teresa
Motocicletă	Motorcycle
Muntele Athos	Mount Athos
Etna	Mount Etna
Everest	Mount Everest
Fuji	Mount Fuji
Kilimanjaro	Mount Kilimanjaro
Muntele McKinley	Mount McKinley
Olimp (mitologie)	Mount Olympus
Pinatubo	Mount Pinatubo
Mount Rushmore	Mount Rushmore
Mount St. Helens	Mount St. Helens
Vezuviu	Mount Vesuvius
Munte	Mountain
Trecătoare	Mountain pass
Maus	Mouse (computing)
Mozambic	Mozambique
Mahomed	Muhammad
Muhammad Ali	Muhammad Ali
Dud	Mulberry
Catâr	Mule
Mumbai	Mumbai
München	Munich
Municipiile României	Municipality
Murmansk	Murmansk
Murray Gell-Mann	Murray Gell-Mann
Banană	Musa (genus)
Musca (constelaţie)	Musca
Sistemul muscular	Muscle
Muze	Muse
Muzeu	Museum
Muzică	Music
Categorie:Muzică	Music
Instrument muzical	Musical instrument
Muschetă	Musket
Mustelide	Mustelidae
Mutaţie genetică	Mutation
Categorie:Myanmar	Myanmar
Micene	Mycenae
Micologie	Mycology
Categorie:Micologie	Mycology
Misticism	Mysticism
Mit	Myth
Mitologie	Mythology
Categorie:Mitologie	Mythology
N	N
N'Djamena	N'Djamena
NASDAQ	NASDAQ
Organizaţia Tratatului Atlanticului de Nord	NATO
Categorie:NATO	NATO
Nadine Gordimer	Nadine Gordimer
Nadir	Nadir
Nagasaki	Nagasaki
Nagoya, Aichi	Nagoya
Limba nahuatl	Nahuatl
Nairobi	Nairobi
Deşertul Namib	Namib Desert
Namibia	Namibia
Categorie:Namibia	Namibia
Namur	Namur (city)
Nancy	Nancy
Nanga Parbat	Nanga Parbat
Nanjing	Nanjing
Nanotehnologie	Nanotechnology
Nantes	Nantes
Neapole	Naples
Războaie napoleoniene	Napoleonic Wars
Narcis	Narcissus (mythology)
Nashville, Tennessee	Nashville
Nassau	Nassau
Naţiune	Nation
National Security Agency	National Security Agency
Naţionalism	Nationalism
Categorie:Naţionalism	Nationalism
Gaz natural	Natural gas
Număr natural	Natural number
Selecţie naturală	Natural selection
Natură	Nature
Categorie:Natură	Nature
Nudism	Naturism
Nauru	Nauru
Categorie:Nauru	Nauru
Milă marină	Nautical mile
Nazaret	Nazareth
Germania Nazistă	Nazi Germany
NSDAP	Nazi Party
Categorie:Nazism	Nazism
Omul de Neanderthal	Neanderthal
Nebraska (stat SUA)	Nebraska
Categorie:Statul Nebraska, SUA	Nebraska
Nabucodonosor	Nebuchadrezzar II
Nebuloasă	Nebula
Neckar	Neckar
Nefertiti	Nefertiti
Neil Armstrong	Neil Armstrong
Nelson Mandela	Nelson Mandela
Nematode	Nematode
Nemesis	Nemesis (mythology)
Neodim	Neodymium
Neologism	Neologism
Neon	Neon
Neoplatonism	Neoplatonism
Nepal	Nepal
Categorie:Nepal	Nepal
Nephthys	Nephthys
Neptun (planetă)	Neptune
Nero	Nero
Nerva	Nerva
Sistem nervos	Nervous system
Olanda	Netherlands
Categorie:Ţările de Jos	Netherlands
Antilele Olandeze	Netherlands Antilles
Neurologie	Neurology
Categorie:Neurologie	Neurology
Neuron	Neuron
Neurotransmiţător	Neurotransmitter
Neutrino	Neutrino
Neutron	Neutron
Neva	Neva River
Nevada (stat SUA)	Nevada
Categorie:Statul Nevada, SUA	Nevada
Neville Chamberlain	Neville Chamberlain
New Brunswick	New Brunswick
Noua Caledonie	New Caledonia
New Delhi	New Delhi
Noua Anglie	New England
Noua Guinee	New Guinea
New Hampshire (stat SUA)	New Hampshire
Categorie:Statul New Hampshire, SUA	New Hampshire
New Jersey (stat SUA)	New Jersey
Categorie:Statul New Jersey, SUA	New Jersey
New Mexico (stat SUA)	New Mexico
Categorie:Statul New Mexico, SUA	New Mexico
New Orleans, Louisiana	New Orleans
New South Wales	New South Wales
Noul Testament	New Testament
Novo Mundo	New World
Anul Nou	New Year
New York (stat SUA)	New York
Categorie:Statul New York, SUA	New York
New York (dezambiguizare)	New York (disambiguation)
New York (oraş)	New York City
Categorie:New York	New York City
New York Stock Exchange	New York Stock Exchange
Noua Zeelandă	New Zealand
Newark, New Jersey	Newark
Terranova (insulă)	Newfoundland (island)
Newfoundland şi Labrador	Newfoundland and Labrador
Newport	Newport
Newton	Newton
Niacină	Niacin
Cascada Niagara	Niagara Falls
Nicaragua	Nicaragua
Categorie:Nicaragua	Nicaragua
Nisa	Nice
Simbolul niceno-constantinopolitan	Nicene Creed
Petrović Njegoš	Nicholas
Nichel	Nickel
Nicolaus Copernic	Nicolaus Copernicus
Nicosia	Nicosia
Nicotină	Nicotine
Niels Bohr	Niels Bohr
Niels Henrik Abel	Niels Henrik Abel
Niger	Niger
Categorie:Niger	Niger
Nigeria	Nigeria
Noapte	Night
Privighetoare	Nightingale
Nihilism	Nihilism
Nijmegen	Nijmegen
Nike, Inc.	Nike
Nike	Nike (mythology)
Nikita Sergheevici Hruşciov	Nikita Khrushchev
Nikola Tesla	Nikola Tesla
Nilul	Nile
Ninive	Nineveh
Ninja	Ninja
Niobiu	Niobium
Nirvana	Nirvana
Acid azotic	Nitric acid
Azot	Nitrogen
Nitroglicerină	Nitroglycerin
Njord	Njord
Noam Chomsky	Noam Chomsky
Premiul Nobel	Nobel Prize
Categorie:Premiul Nobel	Nobel Prize
Nobeliu	Nobelium
Regalitatea şi nobilimea rusă	Nobility
Categorie:Nobilime	Nobility
Gaz nobil	Noble gas
Popoare migratoare	Nomad
Cazul nominativ	Nominative case
Nemetal	Nonmetal
Norfolk	Norfolk
Insula Norfolk	Norfolk Island
Echerul (constelaţie)	Norma (constellation)
Norman Mailer	Norman Mailer
Normandia	Normandy
Mitologie nordică	Norse mythology
Categorie:Mitologie nordică	Norse mythology
Nord	North
Africa Nordică	North Africa
America de Nord	North America
Categorie:America de Nord	North America
North Carolina (stat SUA)	North Carolina
Categorie:Statul North Carolina, SUA	North Carolina
North Dakota (stat SUA)	North Dakota
Categorie:Statul North Dakota, SUA	North Dakota
Coreea de Nord	North Korea
Categorie:Coreea de Nord	North Korea
Polul Nord	North Pole
Marea Nordului	North Sea
North Yorkshire	North Yorkshire
Europa de Nord	Northern Europe
Emisfera nordică	Northern Hemisphere
Irlanda de Nord	Northern Ireland
Insulele Mariane de Nord	Northern Mariana Islands
Northern Territory	Northern Territory
Ştiucă	Northern pike
Teritoriile de Nordvest	Northwest Territories
Norvegia	Norway
Categorie:Norvegia	Norway
Marea Norvegiei	Norwegian Sea
Nas	Nose
Nostradamus	Nostradamus
Nouakchott	Nouakchott
Substantiv	Noun
Nova Scoţia	Nova Scotia
Novaia Zemlia	Novaya Zemlya
Roman (literatură)	Novel
Noiembrie	November
1 noiembrie	November 1
11 noiembrie	November 11
2 noiembrie	November 2
5 noiembrie	November 5
Novosibirsk	Novosibirsk
Fizică nucleară	Nuclear physics
Energie nucleară	Nuclear power
Armă nucleară	Nuclear weapon
Acid nucleic	Nucleic acid
Nucleotidă	Nucleotide
Număr	Number
Categorie:Numere	Numbers
Numidia	Numidia
Numismatică	Numismatics
Nunavut	Nunavut
Nürnberg	Nuremberg
Nucşoară	Nutmeg
Nimfe	Nymph
Nymphaeaceae	Nymphaeaceae
Nyx	Nyx (mythology)
O	O
OPEC	OPEC
Oakland, California	Oakland
Oază	Oasis
Obi	Ob River
Obelisc	Obelisk
Obsidian	Obsidian
Briciul lui Occam	Occam's razor
Ocean	Ocean
Curent marin	Ocean current
Oceania	Oceania
Oceanidele	Oceanid
Oceanus	Oceanus
Octantul (constelaţie)	Octans
Octombrie	October
12 octombrie	October 12
24 octombrie	October 24
Revoluţia din Octombrie	October Revolution
Caracatiţă	Octopus
Odă	Ode
Odra	Oder River
Odessa	Odessa
Odin	Odin
Odiseu	Odysseus
Odiseea	Odyssey
Oedip (mitologie)	Oedipus
Offside (fotbal)	Offside (football)
Ohio (stat SUA)	Ohio
Categorie:Statul Ohio, SUA	Ohio
Ohm	Ohm
Legea lui Ohm	Ohm's law
Pictură în ulei	Oil painting
Oklahoma (stat SUA)	Oklahoma
Categorie:Statul Oklahoma, SUA	Oklahoma
Oklahoma City, Oklahoma	Oklahoma City
Oktoberfest	Oktoberfest
Limba slavonă	Old Church Slavonic
Vechiul Testament	Old Testament
Oligarhie	Oligarchy
Oligocen	Oligocene
Oligopol	Oligopoly
Oliver Cromwell	Oliver Cromwell
Oliver Stone	Oliver Stone
Olivină	Olivine
Olympia, Washington	Olympia
Olympia, Grecia	Olympia
Olimpism	Olympic Games
Omaha, Nebraska	Omaha
Oman	Oman
Categorie:Oman	Oman
Omsc	Omsk
Ceapă	Onion
Onomastica	Onomastics
Ontario	Ontario
Categorie:Ontario	Ontario
Ontologie	Ontology
Norul lui Oort	Oort cloud
Opal	Opal
Operă (gen muzical)	Opera
Opera (web browser)	Opera (Internet suite)
Sistem de operare	Operating system
Ofiucus (constelaţie)	Ophiuchus
Fibră optică	Optical fiber
Iluzie optică	Optical illusion
Optică	Optics
Categorie:Optică	Optics
Optimizare	Optimization (mathematics)
Felaţie	Oral sex
Orhidee	Orchidaceae
Ordin (biologie)	Order (biology)
Ordinul benedictin	Order of Saint Benedict
Oregon (stat SUA)	Oregon
Categorie:Statul Oregon, SUA	Oregon
Organ	Organ (anatomy)
Orgă	Organ (music)
Organite celulare	Organelle
Chimie organică	Organic chemistry
Categorie:Chimie organică	Organic chemistry
Compus organic	Organic compound
Organism	Organism
Organizaţie	Organization
Orgasm	Orgasm
Origami	Origami
Origene	Origen
Orion (constelaţie)	Orion (constellation)
Orissa	Orissa
Orlando, Florida	Orlando
Ornitologie	Ornithology
Categorie:Ornitologie	Ornithology
Orfeu	Orpheus
Orson Welles	Orson Welles
Ortografie	Orthography
Osaka	Osaka
Osama bin Laden	Osama bin Laden
Oscar Wilde	Oscar Wilde
Oscilaţie	Oscillation
Osiris	Osiris
Oslo	Oslo
Osman I	Osman I
Osmiu	Osmium
Osteoporoză	Osteoporosis
Ostrava	Ostrava
Otho	Otho
Ottawa	Ottawa
Otto Hahn	Otto Hahn
Otto I, Împărat Roman	Otto I
Otto von Bismarck	Otto von Bismarck
Imperiul Otoman	Ottoman Empire
Categorie:Imperiul Otoman	Ottoman Empire
Publius Ovidius Naso	Ovid
Oviedo	Oviedo
Bufniţă	Owl
Oxford	Oxford
Număr de oxidare	Oxidation state
Oxid	Oxide
Oxigen	Oxygen
Ozon	Ozone
P	P
PAL	PAL
PH	PH
Pablo Neruda	Pablo Neruda
Pablo Picasso	Pablo Picasso
Oceanul Pacific	Pacific Ocean
Categorie:Oceanul Pacific	Pacific Ocean
Pacifism	Pacifism
Padova	Padua
Categorie:Pictură	Painting
Pakistan	Pakistan
Categorie:Pakistan	Pakistan
Palatul Versailles	Palace of Versailles
Palau	Palau
Categorie:Palau	Palau
Paleocen	Paleocene
Paleolitic	Paleolithic
Paleontologie	Paleontology
Palermo	Palermo
Palestina	Palestine
Categorie:Palestina	Palestine
Autoritatea Naţională Palestiniană	Palestinian National Authority
Limba pali	Pali
Palindrom	Palindrome
Paladiu	Palladium
Palmyra	Palmyra
Pamir	Pamir Mountains
Pan (mitologie)	Pan (mythology)
Panama	Panama
Canalul Panama	Panama Canal
Ciudad de Panamá	Panama City
Pancreas	Pancreas
Pandora	Pandora
Panteism	Pantheism
Panteonul din Roma	Pantheon
Papua Noua Guinee	Papua New Guinea
Paracelsus	Paracelsus
Paraşută	Parachute
Paradigmă	Paradigm
Parapantism	Paragliding
Paraguay	Paraguay
Categorie:Paraguay	Paraguay
Paralelogram	Parallelogram
Paramaribo	Paramaribo
Parapsihologie	Parapsychology
Paris	Paris
Categorie:Paris	Paris
Paris (mitologie)	Paris (mythology)
Parlament	Parliament
Parmenide	Parmenides
Parsec	Parsec
Pătrunjel	Parsley
Fizica particulelor	Particle physics
Categorie:Fizica particulelor	Particle physics
Pascal	Pascal
Pascal (limbaj de programare)	Pascal (programming language)
Pascal (unitate)	Pascal (unit)
Pesah	Passover
Paşaport	Passport
Pasteurizare	Pasteurization
Patagonia	Patagonia
Fitopatologie	Pathology
Patras	Patras
Patriarh	Patriarch
Patriotism	Patriotism
Paul Gauguin	Paul Gauguin
Paul Heyse	Paul Johann Ludwig von Heyse
Paul Klee	Paul Klee
Paul McCartney	Paul McCartney
Paul Newman	Paul Newman
Paul Verlaine	Paul Verlaine
Pavel (apostol)	Paul the Apostle
Paul von Hindenburg	Paul von Hindenburg
Principiul de excluziune	Pauli exclusion principle
Păunul (constelaţie)	Pavo (constellation)
Pion (şah)	Pawn (chess)
Pays de la Loire	Pays de la Loire
Pacea Westfalică	Peace of Westphalia
Arachis	Peanut
Perlă	Pearl
Pearl Harbor	Pearl Harbor
Turbă	Peat
Categorie:Pedagogie	Pedagogy
Pedofilie	Pedophilia
Stejar	Pedunculate Oak
Pegas	Pegasus
Pegas (constelaţie)	Pegasus (constellation)
Peloponez	Peloponnese
Războiul peloponesiac	Peloponnesian War
Creion	Pencil
Pendul gravitaţional	Pendulum
Penelopa	Penelope
Pinguin	Penguin
Penicilină	Penicillin
Peninsulă	Peninsula
Pennsylvania (stat SUA)	Pennsylvania
Categorie:Statul Pennsylvania, SUA	Pennsylvania
Pentagon (geometrie)	Pentagon
Pentagramă	Pentagram
Rusalii	Pentecost
Biserica Penticostală	Pentecostalism
Categorie:Biografii	People
Republica Populară Chineză	People's Republic of China
Pepin cel Scurt	Pepin the Short
Pepsi-Cola	Pepsi
Instrument de percuţie	Percussion instrument
Percy Bysshe Shelley	Percy Bysshe Shelley
Perestroika	Perestroika
Parfum	Perfume
Pericle	Pericles
Perioadele tabelului periodic	Period (periodic table)
Tabelul periodic al elementelor	Periodic table
Perm	Perm
Permian	Permian
Pernambuco	Pernambuco
Perpetuum mobile	Perpetual motion
Persefona	Persephone
Persepolis	Persepolis
Perseu	Perseus
Perseu (constelaţie)	Perseus (constellation)
Imperiul Persan	Persian Empire
Golful Persic	Persian Gulf
Personal digital assistant	Personal digital assistant
Perth	Perth
Peru	Peru
Categorie:Peru	Peru
Pesticid	Pesticide
Pierre Abélard	Peter Abelard
Peter Paul Rubens	Peter Paul Rubens
Peter Sellers	Peter Sellers
Francesco Petrarca	Petrarch
Petrol	Petroleum
Faraon	Pharaoh
Farmacologie	Pharmacology
Faringe	Pharynx
Fenol	Phenol
Fenomenologie	Phenomenology
Fenotip	Phenotype
Philadelphia, Pennsylvania	Philadelphia
Filatelie	Philately
Categorie:Filatelie	Philately
Filip al II-lea al Macedoniei	Philip II of Macedon
Filip al II-lea al Spaniei	Philip II of Spain
Philipp Lenard	Philipp Lenard
Filipine	Philippines
Categorie:Filipine	Philippines
Categorie:Filologie	Philology
Piatra filozofală	Philosopher's stone
Filozofie	Philosophy
Categorie:Filozofie	Philosophy
Portal:Filozofie	Philosophy
Phnom Penh	Phnom Penh
Phobos (satelit)	Phobos (moon)
Fenicia	Phoenicia
Phoenix, Arizona	Phoenix
Phoenix (dezambiguizare)	Phoenix
Phoenix (constelaţie)	Phoenix (constellation)
Pasărea Phoenix	Phoenix (mythology)
Phoenix Mars Lander	Phoenix (spacecraft)
Fonem	Phoneme
Fonetică	Phonetics
Fonologie	Phonology
Acid fosforic	Phosphoric acid
Fosfor	Phosphorus
