Turkish	English
Jacksonville	Jacksonville
Yakup (İshak'ın oğlu)	Jacob
Jacques Cartier	Jacques Cartier
Jacques Derrida	Jacques Derrida
Jacques Offenbach	Jacques Offenbach
Yeşim	Jade
Jaguar	Jaguar
Jainizm	Jainism
Cakarta	Jakarta
Jamaika	Jamaica
Kategori:Jamaika	Jamaica
James A. Garfield	James A. Garfield
James Bond	James Bond
James Buchanan	James Buchanan
James Clerk Maxwell	James Clerk Maxwell
James Cook	James Cook
James Franck	James Franck
James Joyce	James Joyce
James K. Polk	James K. Polk
James Madison	James Madison
James Monroe	James Monroe
James Prescott Joule	James Prescott Joule
James Watt	James Watt
Jan Hus	Jan Hus
Jan van Eyck	Jan van Eyck
Jane Austen	Jane Austen
Jane Fonda	Jane Fonda
Janis Joplin	Janis Joplin
Yeniçeri	Janissary
Ocak	January
1 Ocak	January 1
19 Ocak	January 19
20 Ocak	January 20
6 Ocak	January 6
Janus	Janus (mythology)
Japonya	Japan
Kategori:Japonya	Japan
İason	Jason
Sarılık	Jaundice
Cava Adası	Java
Java	Java (disambiguation)
Java (programlama dili)	Java (programming language)
Jawaharlal Nehru	Jawaharlal Nehru
Caz	Jazz
Jean Auguste Dominique Ingres	Jean Auguste Dominique Ingres
Jean Cocteau	Jean Cocteau
Jean Piaget	Jean Piaget
Jean Racine	Jean Racine
Jean Sibelius	Jean Sibelius
Jean de La Fontaine	Jean de La Fontaine
Jean-Jacques Rousseau	Jean-Jacques Rousseau
Jean-Paul Sartre	Jean-Paul Sartre
Cidde	Jeddah
Jefferson Davis	Jefferson Davis
Yehova	Jehovah
Yehova'nın Şahitleri	Jehovah's Witnesses
Denizanası	Jellyfish
Jena	Jena
Jeremy Bentham	Jeremy Bentham
Jerez de la Frontera	Jerez de la Frontera
Jersey	Jersey
Kudüs	Jerusalem
Kategori:Kudüs	Jerusalem
İsa	Jesus
Turbofan	Jet engine
Musevi	Jew
Cihad	Jihad
Jimi Hendrix	Jimi Hendrix
Jimmy Carter	Jimmy Carter
Jeanne d'Arc	Joan of Arc
Johann Bernoulli	Johann Bernoulli
Johann Sebastian Bach	Johann Sebastian Bach
Johann Wolfgang von Goethe	Johann Wolfgang von Goethe
Johannes Brahms	Johannes Brahms
Johannes Diderik van der Waals	Johannes Diderik van der Waals
Johannes Gutenberg	Johannes Gutenberg
Johannes Kepler	Johannes Kepler
Johannes Vilhelm Jensen	Johannes Vilhelm Jensen
Johannesburg	Johannesburg
John Adams	John Adams
John Bardeen	John Bardeen
John Cage	John Cage
Jean Calvin	John Calvin
John Dalton	John Dalton
John Dewey	John Dewey
John Galsworthy	John Galsworthy
John Herschel	John Herschel
John Keats	John Keats
John Lennon	John Lennon
John Locke (filozof)	John Locke
John Major	John Major
John Maynard Keynes	John Maynard Keynes
John Milton	John Milton
John Napier	John Napier
John Quincy Adams	John Quincy Adams
John Ruskin	John Ruskin
John Steinbeck	John Steinbeck
John Stuart Mill	John Stuart Mill
John Tyler	John Tyler
John Wayne	John Wayne
Yahya (peygamber)	John the Baptist
John von Neumann	John von Neumann
Johnny Cash	Johnny Cash
Jonathan Swift	Jonathan Swift
Ürdün	Jordan
Kategori:Ürdün	Jordan
Şeria Nehri	Jordan River
Jorge Luis Borges	Jorge Luis Borges
Joseph Conrad	Joseph Conrad
Joseph Goebbels	Joseph Goebbels
Franz Joseph Haydn	Joseph Haydn
Joseph Louis Gay-Lussac	Joseph Louis Gay-Lussac
Joseph Raymond McCarthy	Joseph McCarthy
Joseph Priestley	Joseph Priestley
Joseph Pulitzer	Joseph Pulitzer
Joseph Alois Schumpeter	Joseph Schumpeter
Josef Stalin	Joseph Stalin
Josephus	Josephus
Joule (birim)	Joule
Kategori:Gazetecilik	Journalism
Gazetecilik	Journalism
Jovian	Jovian
Joystick	Joystick
Musevilik	Judaism
Kategori:Yahudilik	Judaism
Judo	Judo
Judy Garland	Judy Garland
Jujutsu	Jujutsu
Jules Verne	Jules Verne
Jülyen takvimi	Julian calendar
Julianus	Julian the Apostate
Jül Sezar	Julius Caesar
Temmuz	July
1 Temmuz	July 1
4 Temmuz	July 4
Haziran	June
14 Haziran	June 14
21 Haziran	June 21
23 Haziran	June 23
24 Haziran	June 24
29 Haziran	June 29
3 Haziran	June 3
Juneau, Alaska	Juneau
Ardıç	Juniper
Jüpiter (gezegen)	Jupiter
Kategori:Jüpiter (gezegen)	Jupiter
Jüpiter	Jupiter (disambiguation)
Jüpiter (mitoloji)	Jupiter (mythology)
Jura Devri	Jurassic
Jüstinianos	Justinian I
Jylland	Jutland
K (harf)	K
K2 Dağı (Himalayalar)	K2
Komitet Gosudarstvennoy Bezopasnosti	KGB
Kâbe	Kaaba
Kabbala	Kabbalah
Kabil, Afganistan	Kabul
Kalahari Çölü	Kalahari Desert
Kamçatka	Kamchatka Peninsula
Kamikaze	Kamikaze
Kampala	Kampala
Kandahar	Kandahar
Kanguru	Kangaroo
Kansas	Kansas
Kategori:Kansas	Kansas
Kansas City	Kansas City
Κ	Kappa
Kara Denizi	Kara Sea
Karaçi	Karachi
Karakurum Dağları	Karakoram
Karate	Karate
Karl Barth	Karl Barth
Karl Jaspers	Karl Jaspers
Karl Marx	Karl Marx
Karl Popper	Karl Popper
Karma yasası	Karma
Karnataka	Karnataka
Katharine Hepburn	Katharine Hepburn
Katmandu	Kathmandu
Katowice	Katowice
Kaunas	Kaunas
Eskimo kayığı	Kayak
Kazakistan	Kazakhstan
Kategori:Kazakistan	Kazakhstan
Kazan (şehir)	Kazan
Kelvin (birim)	Kelvin
Kentucky	Kentucky
Kategori:Kentucky	Kentucky
Kenya	Kenya
Kategori:Kenya	Kenya
Çekirdek (bilgisayar bilimi)	Kernel (computer science)
Gazyağı	Kerosene
Ketçap	Ketchup
Keton	Ketone
Klavye (bilgisayar)	Keyboard (computing)
Habarovsk	Khabarovsk
Hartum	Khartoum
Kızıl Kmerler	Khmer Rouge
Kibbutz	Kibbutz
Böbrek	Kidney
Kiev	Kiev
Kigali	Kigali
Kilobayt	Kilobyte
Kilometre	Kilometre
Kimono	Kimono
Anaokulu	Kindergarten
Kinematik	Kinematics
Kinetik enerji	Kinetic energy
Şah (satranç)	King (chess)
Âlem (biyoloji)	Kingdom (biology)
Kinşasa	Kinshasa
Kiribati	Kiribati
Kategori:Kiribati	Kiribati
Kerkük	Kirkuk
Kivi (kuş)	Kiwi
Diz	Knee
Knesset	Knesset
Bıçak	Knife
At (satranç)	Knight (chess)
Knossos	Knossos
Knot	Knot (speed)
Bilgi	Knowledge
Knut Hamsun	Knut Hamsun
Koala	Koala
Kobe	Kobe
Kola Yarımadası	Kola Peninsula
Kalküta	Kolkata
Konqueror (Ağ Tarayıcısı)	Konqueror
Konrad Adenauer	Konrad Adenauer
Kore	Korea
Kategori:Kore	Korea
Kore Savaşı	Korean War
Kosova	Kosovo
Kategori:Kosova	Kosovo
Kremlin	Kremlin
Krişna	Krishna
Kripton	Krypton
Ku Klux Klan	Ku Klux Klan
Kuala Lumpur	Kuala Lumpur
Kubilay Han	Kublai Khan
Kuiper kuşağı	Kuiper belt
Kura Nehri	Kura River
Kürdistan	Kurdistan
Kategori:Kürdistan	Kurdistan
Kürdistan İşçi Partisi	Kurdistan Workers Party
Kurt Vonnegut	Kurt Vonnegut
Kurt Waldheim	Kurt Waldheim
Kuveyt	Kuwait
Kategori:Kuveyt	Kuwait
Kuveyt (şehir)	Kuwait City
KwaZulu-Natal	KwaZulu-Natal
Kyoto	Kyoto
Kırgızistan	Kyrgyzstan
Kategori:Kırgızistan	Kyrgyzstan
L (harf)	L
La Paz, Bolivya	La Paz
La Plata	La Plata
LaTeX	LaTeX
İşçi Partisi (Britanya)	Labour Party (UK)
Labrador Retriever	Labrador Retriever
Lacerta (takımyıldız)	Lacerta
Laktik asit	Lactic acid
Laktoz	Lactose
Leydi Jane Grey	Lady Jane Grey
Tavşanımsılar	Lagomorpha
Lagos (Nijerya)	Lagos
Lahor	Lahore
Laissez faire	Laissez-faire
Göl	Lake
Baykal Gölü	Lake Baikal
Balaton Gölü	Lake Balaton
Çad Gölü	Lake Chad
Konstanz Gölü	Lake Constance
Erie Gölü	Lake Erie
Eyre Gölü	Lake Eyre
Cenevre Gölü	Lake Geneva
Huron Gölü	Lake Huron
İlmen Gölü	Lake Ilmen
Ladoga Gölü	Lake Ladoga
Malavi Gölü	Lake Malawi
Michigan Gölü	Lake Michigan
Onega Gölü	Lake Onega
Ontario Gölü	Lake Ontario
Superior Gölü	Lake Superior
Tanganika Gölü	Lake Tanganyika
Victoria Gölü	Lake Victoria
Lakşmi	Lakshmi
Λ	Lambda
Ballıbabagiller	Lamiaceae
Kara kuş	Lammergeier
Taşemengiller	Lamprey
Dil (lisan)	Language
Languedoc-Roussillon	Languedoc-Roussillon
Lantanit	Lanthanide
Lantan	Lanthanum
Laos	Laos
Laptev Denizi	Laptev Sea
Dizüstü bilgisayar	Laptop
Melez (bitki)	Larch
Larva	Larva
Gırtlak	Larynx
Las Vegas, Nevada	Las Vegas
Lazer	Laser
Latince	Latin
Latin Amerika	Latin America
Latin alfabesi	Latin alphabet
Enlem	Latitude
Letonya	Latvia
Kategori:Letonya	Latvia
Lozan	Lausanne
Lav	Lava
Hukuk	Law
Kategori:Hukuk	Law
Kategori:Kriminalistik	Law enforcement
Lavrensiyum	Lawrencium
Avukat	Lawyer
Lazio	Lazio
Le Corbusier	Le Corbusier
Le Havre	Le Havre
Kurşun	Lead
Yaprak	Leaf
Milletler Cemiyeti	League of Nations
Pisa Kulesi	Leaning Tower of Pisa
Artık yıl	Leap year
Lübnan	Lebanon
Kategori:Lübnan	Lebanon
Leda	Leda (mythology)
Lee Harvey Oswald	Lee Harvey Oswald
Solaklık	Left-handed
Söylence	Legend
Yasama organı	Legislature
Lego	Lego
Leipzig	Leipzig
limon (ağaç)	Lemon
Lena Nehri	Lena River
Uzunluk birimleri	Length
Mercek	Lens (optics)
Büyük Perhiz	Lent
Mercimek	Lentil
Leo (takımyıldız)	Leo (constellation)
Lev Troçki	Leon Trotsky
Leonardo da Vinci	Leonardo da Vinci
Leonhard Euler	Leonhard Euler
Leonid Brejnev	Leonid Brezhnev
Pars	Leopard
Kelebek	Lepidoptera
Cüzzam	Leprosy
Lepton	Lepton
Lepus (takımyıldız)	Lepus (constellation)
Lezbiyen	Lesbian
Lesoto	Lesotho
Küçük Antiller	Lesser Antilles
Leto	Leto
Harf	Letter (alphabet)
Lösemi	Leukemia
Levant	Levant
Kaldıraç	Lever
Leviathan	Leviathan
Levililer (Tevrat)	Leviticus
Lewis Carroll	Lewis Carroll
Lhasa	Lhasa
Liberalizm	Liberalism
Liberya	Liberia
Libra (takımyıldız)	Libra (constellation)
Kütüphane	Library
Libretto	Libretto
Libreville	Libreville
Libya	Libya
Kategori:Libya	Libya
Likenler	Lichen
Yalan	Lie
Lihtenştayn	Liechtenstein
Kategori:Lihtenştayn	Liechtenstein
Teğmen	Lieutenant
Yaşam	Life
Kategori:Yaşam	Life
Işık	Light
LED	Light-emitting diode
Işık yılı	Light-year
Çakmak	Lighter
Deniz feneri	Lighthouse
Şimşek ve Yıldırım	Lightning
Ligurya	Liguria
Ligurya Denizi	Ligurian Sea
Liliaceae	Liliaceae
Lilith	Lilith
Lille	Lille
Lima	Lima
Limerick	Limerick
Kireç taşı	Limestone
Limit	Limit (mathematics)
Limnoloji	Limnology
Limousin (kent)	Limousin (region)
Lincoln	Lincoln
Lincolnshire	Lincolnshire
Doğru (matematik)	Line (mathematics)
Lineer cebir	Linear algebra
Kategori:Lineer cebir	Linear algebra
Doğrusal denklem	Linear equation
Lingua franca	Lingua franca
Dil bilimi	Linguistics
Kategori:Dilbilim	Linguistics
Linus Pauling	Linus Pauling
Linux	Linux
Kategori:Linux	Linux
Linz	Linz
Aslan	Lion
Lipit	Lipid
Likör	Liqueur
Sıvı	Liquid
Sıvı kristal ekran	Liquid crystal display
Meyan	Liquorice
Lizbon	Lisbon
Lise Meitner	Lise Meitner
Lisp	Lisp (programming language)
Okuryazarlık	Literacy
Edebiyat	Literature
Kategori:Edebiyat	Literature
Portal:Edebiyat	Literature
Lityum	Lithium
Taş baskı	Lithography
Litvanya	Lithuania
Kategori:Litvanya	Lithuania
Litre	Litre
Kukumav	Little Owl
Liverpool, İngiltere	Liverpool
Titus Livius	Livy
Ljubljana	Ljubljana
Lama (hayvan)	Llama
Yerel alan ağı	Local area network
Lokomotif	Locomotive
Logaritma	Logarithm
Mantık	Logic
Kategori:Mantık	Logic
Mantıksal kapılar	Logic gate
Lojistik	Logistics
Loire Irmağı	Loire River
Loki	Loki
Lolita (roman)	Lolita
Lombardiya	Lombardy
Londra	London
Kategori:Londra	London
Uzun atlama	Long jump
Kulaklı orman baykuşu	Long-eared Owl
Pederimiz	Lord's Prayer
Lorraine	Lorraine (region)
Los Angeles, Kaliforniya	Los Angeles
Hoparlör	Loudspeaker
Louis Aragon	Louis Aragon
Louis Armstrong	Louis Armstrong
Louis Braille	Louis Braille
Louis Pasteur	Louis Pasteur
Louisiana	Louisiana
Kategori:Louisiana	Louisiana
Louisville, Kentucky	Louisville
Louvre Müzesi	Louvre
Aşk	Love
Aşağı Saksonya	Lower Saxony
Luanda	Luanda
Lublin	Lublin
Luzern	Lucerne
Luciano Pavarotti	Luciano Pavarotti
Lukretius	Lucretius
Ludwig Mies van der Rohe	Ludwig Mies van der Rohe
Ludwig Wittgenstein	Ludwig Wittgenstein
Ludwig van Beethoven	Ludwig van Beethoven
Luftwaffe	Luftwaffe
Luigi Galvani	Luigi Galvani
Luigi Pirandello	Luigi Pirandello
Işıldama	Luminescence
Ay tutulması	Lunar eclipse
Lund	Lund
Akciğer	Lung
Akciğer kanseri	Lung cancer
Akciğerli balıklar	Lungfish
Lupus (takımyıldız)	Lupus (constellation)
Lusitania	Lusitania
Lavta	Lute
Lutesyum	Lutetium
Lüksemburg	Luxembourg
Kategori:Lüksemburg	Luxembourg
Lüksemburg (şehir)	Luxembourg (city)
Luksor	Luxor
Liçi	Lychee
Lidya	Lydia
Lenfatik sistem	Lymphatic system
Lynx (takımyıldız)	Lynx (constellation)
Lynx (Ağ Tarayıcısı)	Lynx (web browser)
Lyon	Lyon
Lyra (takımyıldız)	Lyra
LSD	Lysergic acid diethylamide
Lizin	Lysine
Lizozom	Lysosome
M (harf)	M
M-Kuramı	M-theory
MIME	MIME
MS-DOS	MS-DOS
Makao	Macau
Macbeth (oyun)	Macbeth
Makedonya (Yunanistan)	Macedonia (Greece)
Mach sayısı	Mach number
Makine	Machine
Makine dili	Machine code
Makineli tüfek	Machine gun
Machu Picchu	Machu Picchu
Apple Macintosh	Macintosh
Makroekonomi	Macroeconomics
Madagaskar	Madagascar
Kategori:Madagaskar	Madagascar
Madeira Adaları	Madeira
Madonna	Madonna (entertainer)
Madrid	Madrid
Madrid (otonom bölge)	Madrid (autonomous community)
Mafya	Mafia
Dergi	Magazine
Galibarda	Magenta
Magrip	Maghreb
Büyü	Magic (paranormal)
Majino Hattı	Maginot Line
Magma	Magma
Magna Carta	Magna Carta
Magnezyum	Magnesium
Mıknatıs	Magnet
Manyetik alan	Magnetic field
Mıknatıslık	Magnetism
Kategori:Manyetizma	Magnetism
Büyüteç	Magnifying glass
Kategori:Magnoliopsida	Magnoliopsida
Saksağan	Magpie
Maharaştra	Maharashtra
Mohandas Karamçand Gandi	Mahatma Gandhi
Mahayana	Mahayana
Mektup	Mail
İbn Meymun	Maimonides
Maine	Maine
Kategori:Maine	Maine
Maitreya	Maitreya
Mısır (bitki)	Maize
Binbaşı	Major
Mayorka	Majorca
Malahit	Malachite
Sıtma	Malaria
Malay Yarımadası	Malay Peninsula
Hint tapiri	Malayan Tapir
Malezya	Malaysia
Kategori:Malezya	Malaysia
Malcolm X	Malcolm X
Maldivler	Maldives
Kategori:Maldivler	Maldives
Mali	Mali
Kategori:Mali	Mali
Yeşilbaş	Mallard
Malta	Malta
Kategori:Malta	Malta
Maltaca	Maltese language
Maltoz	Maltose
Ebegümecigiller	Malvaceae
Memeliler	Mammal
Mamut	Mammoth
İşletme	Management
Managua	Managua
Manama	Manama
Denizineği	Manatee
Manchester	Manchester
Mançurya	Manchuria
Mandala	Mandala
Mandarin	Mandarin (linguistics)
Mandalina	Mandarin orange
Mangan	Manganese
Manhattan	Manhattan
Manhattan Projesi	Manhattan Project
Manila	Manila
Manitoba	Manitoba
Mannheim	Mannheim
Manto	Mantle (geology)
Mantra	Mantra
Mantua	Mantua
Manuel de Falla	Manuel de Falla
Mao Zedong	Mao Zedong
Maoculuk	Maoism
Harita	Map
Akçaağaç	Maple
Maputo	Maputo
Maraton	Marathon
Mermer	Marble
Marc Chagall	Marc Chagall
Marcel Duchamp	Marcel Duchamp
Marcel Marceau	Marcel Marceau
Marcel Proust	Marcel Proust
Mart	March
17 Mart	March 17
19 Mart	March 19
2 Mart	March 2
25 Mart	March 25
Marche	Marche
Marco Polo	Marco Polo
Marcus Aurelius	Marcus Aurelius
Marduk	Marduk
Margaret Mead	Margaret Mead
Margaret Thatcher	Margaret Thatcher
Maria Callas	Maria Callas
Marie Antoinette	Marie Antoinette
Marie Curie	Marie Curie
Mariehamn	Mariehamn
Marilyn Monroe	Marilyn Monroe
Mario Vargas Llosa	Mario Vargas Llosa
Marcus Antonius	Mark Antony
Mark Twain	Mark Twain
Pazarlama	Marketing
Kategori:Pazarlama	Marketing
Marlene Dietrich	Marlene Dietrich
Marquis de Sade	Marquis de Sade
Evlilik	Marriage
Kategori:Mars (gezegen)	Mars
Mars	Mars (disambiguation)
Mars (mitoloji)	Mars (mythology)
Marsilya	Marseille
Marşal Adaları	Marshall Islands
Kategori:Marshall Adaları	Marshall Islands
Marshall Planı	Marshall Plan
Keseliler	Marsupial
Martin Heidegger	Martin Heidegger
Martin Luther	Martin Luther
Martin Luther King	Martin Luther King
Martin Scorsese	Martin Scorsese
Martin van Buren	Martin Van Buren
Martina Navrátilová	Martina Navratilova
Martinique	Martinique
Şehit	Martyr
Marksizm	Marxism
Kategori:Marksizm	Marxism
Meryem (İsa'nın annesi)	Mary (mother of Jesus)
Mecdelli Meryem	Mary Magdalene
Mary Shelley	Mary Shelley
Mary Wollstonecraft	Mary Wollstonecraft
Maryland	Maryland
Kategori:Maryland	Maryland
Maseru	Maseru
Meşhed	Mashhad
Kütle	Mass
Massachusetts	Massachusetts
Kategori:Massachusetts	Massachusetts
Massachusetts Teknoloji Enstitüsü	Massachusetts Institute of Technology
Mata Hari	Mata Hari
Kibrit	Match
Maddecilik	Materialism
Matematiksel mantık	Mathematical logic
Kategori:Matematiksel mantık	Mathematical logic
Matematiksel tanıt	Mathematical proof
Matematik	Mathematics
Kategori:Matematik	Mathematics
Dizey	Matrix (mathematics)
Madde	Matter
Maurice Ravel	Maurice Ravel
Moritanya	Mauritania
Mauritius	Mauritius
Kategori:Mauritius	Mauritius
Max Born	Max Born
Max Bruch	Max Bruch
Max Ernst	Max Ernst
Max Planck	Max Planck
Max Weber	Max Weber
Maximian	Maximian
Maxwell denklemleri	Maxwell's equations
Mayıs	May
1 Mayıs	May 1
24 Mayıs	May 24
Belediye başkanı	Mayor
McCarthycilik	McCarthyism
Kategori:Ölçüm	Measurement
Ölçüm	Measurement
Et	Meat
Mekke	Mecca
Makine mühendisliği	Mechanical engineering
Kategori:Makine mühendisliği	Mechanical engineering
Kategori:Mekanik	Mechanics
Mekanik	Mechanics
Midia	Medea
Medyan	Median
İlaç	Medication
Medici	Medici
Tıp	Medicine
Kategori:Tıp	Medicine
Medine	Medina
Meditasyon	Meditation
Kategori:Akdeniz	Mediterranean
Akdeniz	Mediterranean Sea
Medusa	Medusa
Mirket	Meerkat
Megabayt	Megabyte
Mayoz bölünme	Meiosis
Meister Eckhart	Meister Eckhart
Meitneriyum	Meitnerium
Mel Gibson	Mel Gibson
Melanezya	Melanesia
Melpomene	Melpomene
Erime	Melting
Ergime noktası	Melting point
İnsan belleği	Memory
Memphis, Tennessee	Memphis
Menahem Begin	Menachem Begin
Mendelevyum	Mendelevium
Menenjit	Meningitis
Âdet	Menstruation
Nane	Mentha
Merkantilizm	Mercantilism
Mercury	Mercury
Cıva	Mercury (element)
Merkür, Hermes, Mercuius (mitoloji)	Mercury (mythology)
Merkür (gezegen)	Mercury (planet)
Deniz kızı	Mermaid
Merovenj Hanedanı	Merovingian
Meryl Streep	Meryl Streep
Meskalin	Mescaline
Mezon	Meson
Mezopotamya	Mesopotamia
Kategori:Mezopotamya	Mesopotamia
Mezosfer	Mesosphere
Mezozoik	Mesozoic
MRNA	Messenger RNA
Mesih	Messiah
Messina	Messina
Metabolizma	Metabolism
Metal (kimya)	Metal
Metalik bağ	Metallic bond
Yarı metal	Metalloid
Metalürji	Metallurgy
Kategori:Metalürji	Metallurgy
Mecaz	Metaphor
Metafizik	Metaphysics
Kategori:Metafizik	Metaphysics
Metastaz	Metastasis
Meteor yağmuru	Meteor shower
Meteor	Meteorite
Kategori:Meteoroloji	Meteorology
Meteoroloji	Meteorology
Methadon	Methadone
Metamfetamin	Methamphetamine
Metanol	Methanol
Metiyonin	Methionine
Metodizm	Methodism
Metre	Metre
Maas nehri	Meuse River
Meksika	Mexico
Kategori:Meksika	Mexico
Mexico	Mexico City
Miami, Florida	Miami
Mikâil	Michael (archangel)
Michael Faraday	Michael Faraday
Michelangelo Buonarroti	Michelangelo
Michigan	Michigan
Kategori:Michigan	Michigan
Mick Jagger	Mick Jagger
Miki Fare	Mickey Mouse
Mikrobiyoloji	Microbiology
Kategori:Mikrobiyoloji	Microbiology
Mikroekonomi	Microeconomics
Mikronezya	Micronesia
Mikroorganizma	Microorganism
Mikrofon	Microphone
Mikroişlemciler	Microprocessor
Mikroskop	Microscope
Microscopium (takımyıldız)	Microscopium
Mikrodalga	Microwave
Mikrodalga fırın	Microwave oven
Orta Çağ	Middle Ages
Kategori:Orta Çağ	Middle Ages
Orta Doğu	Middle East
Kategori:Orta Doğu	Middle East
Migren	Migraine
Miguel de Cervantes	Miguel de Cervantes
Mike Tyson	Mike Tyson
Mihail Bakunin	Mikhail Bakunin
Mihail Gorbaçov	Mikhail Gorbachev
Milano	Milan
Mil (birim)	Mile
Miles Davis	Miles Davis
Kategori:Askeriye	Military
Süt	Milk
Samanyolu	Milky Way
Millard Fillmore	Millard Fillmore
Milenyum	Millennium
Milimetre	Millimetre
Milyon	Million
Milton Friedman	Milton Friedman
Milwaukee	Milwaukee
Minare	Minaret
Mineral	Mineral
Maden suyu	Mineral water
Mineraloji	Mineralogy
Kategori:Mineraloji	Mineralogy
Ming Hanedanı	Ming Dynasty
Minimalizm	Minimalism
Madencilik	Mining
Minneapolis	Minneapolis
Minnesota	Minnesota
Kategori:Minnesota	Minnesota
Girit Uygarlığı	Minoan civilization
Minos	Minos
Minotor	Minotaur
Minsk (başkent)	Minsk
Dakika	Minute
Ayna (optik)	Mirror
Mişna	Mishnah
Kategori:Mississippi (eyalet)	Mississippi
Mississippi Nehri	Mississippi River
Missouri	Missouri
Kategori:Missouri	Missouri
Missouri Irmağı	Missouri River
Mitokondri	Mitochondrion
Mnemosyne	Mnemosyne
Cep telefonu	Mobile phone
Modem	Modem
Modernizm	Modernism
Modest Mussorgsky	Modest Mussorgsky
Kipleme	Modulation
Mogadişu	Mogadishu
Moldova	Moldova
Kategori:Moldova	Moldova
Mol (birim)	Mole (unit)
Moleküler biyoloji	Molecular biology
Kategori:Moleküler biyoloji	Molecular biology
Molekül	Molecule
Molise	Molise
Yumuşakçalar	Mollusca
Molotof kokteyli	Molotov cocktail
Molibden	Molybdenum
Momentum	Momentum
Monako	Monaco
Kategori:Monako	Monaco
Hükümdar	Monarch
Hükümdar	Monarchy
Kategori:Monarşi	Monarchy
Pazartesi	Monday
Para	Money
Moğolistan	Mongolia
Kategori:Moğolistan	Mongolia
Kuyruksürengiller	Mongoose
Monica Seles	Monica Seles
Monizm	Monism
Bir çenekliler	Monocotyledon
Monomer	Monomer
Tekel	Monopoly
Monosakkarit	Monosaccharide
Tektanrıcılık	Monotheism
Tek delikliler	Monotreme
Monroe doktrini	Monroe Doctrine
Monrovia	Monrovia
Mont Blanc	Mont Blanc
Montana	Montana
Kategori:Montana	Montana
Monte Carlo	Monte Carlo
Karadağ (devlet)	Montenegro
Kategori:Karadağ	Montenegro
Montevideo	Montevideo
Montgomery, Alabama	Montgomery
Ay (zaman)	Month
Montpelier, Vermont	Montpelier
Montreal	Montreal
Montserrat	Montserrat
Ay (uydu)	Moon
Mus	Moose
Ahlak	Morality
Moravya	Moravia
Fas	Morocco
Kategori:Fas	Morocco
Biçimbirim	Morpheme
Morfin	Morphine
Morfoloji	Morphology
Mors Alfabesi	Morse code
Havan topu	Mortar (weapon)
Mozaik	Mosaic
Moskova	Moscow
Kategori:Moskova	Moscow
Musa	Moses
Moşe Dayan	Moshe Dayan
Cami (ibadethane)	Mosque
Sivrisinek	Mosquito
Yapraklı karayosunları	Moss
Mossad	Mossad
Musul	Mosul
Anne	Mother
Rahibe Teresa	Mother Teresa
Anneler Günü	Mother's Day
Motosiklet	Motorcycle
Slogan	Motto
Ağrı Dağı	Mount Ararat
Aynoroz	Mount Athos
Etna	Mount Etna
Everest Dağı	Mount Everest
Fuji Dağı	Mount Fuji
Kilimanjaro Dağı	Mount Kilimanjaro
McKinley Dağı	Mount McKinley
Olimpos (mitoloji)	Mount Olympus
Pinatubo	Mount Pinatubo
Rushmore Dağı	Mount Rushmore
St. Helens Dağı	Mount St. Helens
Vezüv Yanardağı	Mount Vesuvius
Dağ	Mountain
Dağ bisikleti	Mountain bike
Dağ geçidi	Mountain pass
Sıradağ	Mountain range
Fare (hayvan)	Mouse
Fare (bilgisayar)	Mouse (computing)
Mozambik	Mozambique
Müezzin	Muezzin
Muhammed bin Abdullah	Muhammad
Muhammed Ali	Muhammad Ali
Dut	Mulberry
Katır	Mule
Çoklu ortam	Multimedia
Multipl skleroz	Multiple sclerosis
Çarpma	Multiplication
Mumbai	Mumbai
Münih	Munich
Belediye	Municipality
Murmansk	Murmansk
Murphy Kanunları	Murphy's law
Murray Gell-Mann	Murray Gell-Mann
Muz	Musa (genus)
Maskat	Muscat
Kas	Muscle
Müzler	Muse
Müze	Museum
Mantar	Mushroom
Müzik	Music
Kategori:Müzik	Music
Müzik Enstrümanları Dijital Arabirimi	Musical Instrument Digital Interface
Çalgı	Musical instrument
Gam	Musical scale
Müzik bilimi	Musicology
Sansargiller	Mustelidae
Mutasyon	Mutation
Sessiz kuğu	Mute Swan
Kategori:Myanmar	Myanmar
Mikoloji	Mycology
Kategori:Mikoloji	Mycology
Kalp krizi	Myocardial infarction
Miyopi (göz kusuru)	Myopia
Myriapoda	Myriapoda
Mistisizm	Mysticism
Mitoloji	Mythology
Kategori:Mitoloji	Mythology
N (harf)	N
N'Djamena	N'Djamena
NASDAQ	NASDAQ
Kuzey Atlantik Antlaşması Örgütü	NATO
Kategori:NATO	NATO
Nadine Gordimer	Nadine Gordimer
Nagasaki	Nagasaki
Nagoya	Nagoya
Nahuatl dili	Nahuatl
Tırnak	Nail (anatomy)
Çivi (gereç)	Nail (fastener)
Nairobi	Nairobi
Namib Çölü	Namib Desert
Namibya	Namibia
Kategori:Namibya	Namibia
Nancy	Nancy
Nanga Parbat	Nanga Parbat
Nanjing	Nanjing
Nanoteknoloji	Nanotechnology
Nantes (şehir)	Nantes
Napalm bombası	Napalm
Napoli	Naples
Napolyon Savaşları	Napoleonic Wars
Narkissos (mitoloji)	Narcissus (mythology)
Nassau	Nassau
Millet	Nation
Ulusal Güvenlik Teşkilatı	National Security Agency
Ulusal marş	National anthem
Millî Park	National park
Milliyetçilik	Nationalism
Kategori:Milliyetçilik	Nationalism
Doğal gaz	Natural gas
