Finnish	English
Graham Greene	Graham Greene
Kielioppi	Grammar
Luokka:Kielioppi	Grammar
Suku (kielioppi)	Grammatical gender
Granada	Granada
Grand Canyon	Grand Canyon
Grand Slam	Grand Slam (tennis)
Suurmestari (shakki)	Grandmaster (chess)
Graniitti	Granite
Viinirypäle	Grape
Greippi	Grapefruit
Luokka:Graafinen suunnittelu	Graphic design
Graafinen suunnittelu	Graphic design
Graafinen käyttöliittymä	Graphical user interface
Grafiitti	Graphite
Painovoima	Gravitation
Gravitaatiovakio	Gravitational constant
Gravitoni	Graviton
Gray	Gray (unit)
Susi	Gray Wolf
Graz	Graz
Iso Valliriutta	Great Barrier Reef
Iso-Britannia (saari)	Great Britain
Silkkiuikku	Great Crested Grebe
1930-luvun lama	Great Depression
Suuret järvet	Great Lakes
Itä-Afrikan hautavajoama	Great Rift Valley
Kiinan muuri	Great Wall of China
Valkohai	Great white shark
Isot Antillit	Greater Antilles
Suur-Lontoo	Greater London
Suurin yhteinen tekijä	Greatest common divisor
Uikut	Grebe
Kreikka	Greece
Luokka:Kreikka	Greece
Kreikkalainen kirjaimisto	Greek alphabet
Luokka:Kreikkalaiset kirjaimet	Greek alphabet
Kreikkalainen tuli	Greek fire
Kreikkalainen mytologia	Greek mythology
Luokka:Kreikkalainen mytologia	Greek mythology
Vihreä	Green
Kasvihuone	Greenhouse
Kasvihuoneilmiö	Greenhouse effect
Kasvihuonekaasu	Greenhouse gas
Grönlanti	Greenland
Luokka:Grönlanti	Greenland
Grönlanninmeri	Greenland Sea
Greenpeace	Greenpeace
Greenwich	Greenwich
Gregor Mendel	Gregor Mendel
Gregoriaaninen kalenteri	Gregorian calendar
Luokka:Grenada	Grenada
Grenoble	Grenoble
Greta Garbo	Greta Garbo
Harmaa	Grey
Merihanhi	Greylag Goose
Aarnikotka	Griffin
Hanhikorppikotka	Griffon Vulture
Bruttokansantuote	Gross domestic product
Ryhmä	Group
Ryhmä (algebra)	Group (mathematics)
Ryhmä (jaksollinen järjestelmä)	Group (periodic table)
Ryhmäteoria	Group theory
Grover Cleveland	Grover Cleveland
Groznyi	Grozny
Kurkilinnut	Gruiformes
Kurki (tähdistö)	Grus (constellation)
Guadalajara (Meksiko)	Guadalajara
Guadeloupe	Guadeloupe
Guam	Guam
Guangdong	Guangdong
Guangzhou	Guangzhou
Guaniini	Guanine
Guano	Guano
Luokka:Guatemala	Guatemala
Guatemala (kaupunki)	Guatemala City
Guayaquil	Guayaquil
Guernsey	Guernsey
Guglielmo Marconi	Guglielmo Marconi
Kiltalaitos	Guild
Guillaume Apollinaire	Guillaume Apollinaire
Giljotiini	Guillotine
Guinea	Guinea
Luokka:Guinea	Guinea
Marsu	Guinea pig
Guinea-Bissau	Guinea-Bissau
Luokka:Guinea-Bissau	Guinea-Bissau
Kitara	Guitar
Gujarat	Gujarat
Gulag	Gulag
Golfvirta	Gulf Stream
Persianlahden sota	Gulf War
Adeninlahti	Gulf of Aden
Akabanlahti	Gulf of Aqaba
Pohjanlahti	Gulf of Bothnia
Suomenlahti	Gulf of Finland
Guineanlahti	Gulf of Guinea
Meksikonlahti	Gulf of Mexico
Omaninlahti	Gulf of Oman
Riianlahti	Gulf of Riga
Lokit	Gull
Ruuti	Gunpowder
Ruutisalaliitto	Gunpowder Plot
Miljoonakala	Guppy
Gustav Klimt	Gustav Klimt
Gustav Ludwig Hertz	Gustav Ludwig Hertz
Gustav Mahler	Gustav Mahler
Gustave Courbet	Gustave Courbet
Gustave Flaubert	Gustave Flaubert
Guy Fawkes	Guy Fawkes
Guy de Maupassant	Guy de Maupassant
Luokka:Guyana	Guyana
Gynekologia	Gynaecology
Gyroskooppi	Gyroscope
H	H
H. G. Wells	H. G. Wells
HIV	HIV
HTML	HTML
Hakkeri	Hacker
Hadeinen eoni	Hadean
Haades	Hades
Hadith	Hadith
Hadrianus	Hadrian
Hadrianuksen valli	Hadrian's Wall
Hadroni	Hadron
Verenvuototauti	Haemophilia
Hafnium	Hafnium
Hagia Sofia	Hagia Sophia
Haifa	Haifa
Haiku	Haiku
Rae	Hail
Ave Maria	Hail Mary
Karva	Hair
Haiti	Haiti
Luokka:Haiti	Haiti
Hadž	Hajj
Halal	Halal
Hilpari	Halberd
Puoliintumisaika	Half-life
Halle	Halle
Halloween	Halloween
Hallusinaatio	Hallucination
Halogeeni	Halogen
Hamas	Hamas
Hampuri	Hamburg
Luokka:Hampuri	Hamburg
Hampurilainen	Hamburger
Hamlet – Tanskan prinssi	Hamlet
Vasara	Hammer
Sirppi ja vasara	Hammer and sickle
Hammurabi	Hammurabi
Hampshire	Hampshire
Hamsterit	Hamster
Han-dynastia	Han Dynasty
Käsi	Hand
Käsikranaatti	Hand grenade
Pistooli	Handgun
Hirttäminen	Hanging
Babylonin riippuvat puutarhat	Hanging Gardens of Babylon
Hannah Arendt	Hannah Arendt
Hannibal	Hannibal
Hanoi	Hanoi
Hannover	Hanover
Hans Bethe	Hans Bethe
H. C. Andersen	Hans Christian Andersen
Hansaliitto	Hanseatic League
Hanukka	Hanukkah
Hanuman	Hanuman
Onnellisuus	Happiness
Harare	Harare
Kovuus	Hardness
Haaremi	Harem
Harlem	Harlem
Huuliharppu	Harmonica
Harmonia (musiikki)	Harmony
Harold Pinter	Harold Pinter
Harppu	Harp
Cembalo	Harpsichord
Harpyijat	Harpy
Harriet Beecher-Stowe	Harriet Beecher Stowe
Harriet Tubman	Harriet Tubman
Harrisburg	Harrisburg
Harry Houdini	Harry Houdini
Hartford	Hartford
Hassium	Hassium
Viha	Hatred
Haute-Normandie	Haute-Normandie
Havanna	Havana
Havaiji	Hawaii
Luokka:Havaiji	Hawaii
Pähkinäpensaat	Hazel
Pää	Head
Valtionpäämies	Head of state
Terveys	Health
Luokka:Terveys	Health
Sydän	Heart
Lämpö	Heat
Taivas (uskonto)	Heaven
Luokka:Metallimusiikki	Heavy metal
Metallimusiikki	Heavy metal music
Raskas vesi	Heavy water
Hebe	Hebe (mythology)
Hebei	Hebei
Heprealainen kirjaimisto	Hebrew alphabet
Juutalainen kalenteri	Hebrew calendar
Hebridit	Hebrides
Hekate	Hecate
Hehtaari	Hectare
Hektor	Hector
Hector Berlioz	Hector Berlioz
Varsinaiset siilit	Hedgehog
Hedonismi	Hedonism
Heimdall	Heimdall
Heinrich Hertz	Heinrich Hertz
Heinrich Himmler	Heinrich Himmler
Heinrich Schliemann	Heinrich Schliemann
Hel	Hel (being)
Helena (mytologia)	Helen
Helen Keller	Helen Keller
Helena (Montana)	Helena
Helikopteri	Helicopter
Helios	Helios
Helium	Helium
Helvetti	Hell
Helmut Schmidt	Helmut Schmidt
Helsinki	Helsinki
Hematiitti	Hematite
Hematologia	Hematology
Hemoglobiini	Hemoglobin
Peräpukama	Hemorrhoid
Henri Becquerel	Henri Becquerel
Henri Bergson	Henri Bergson
Henri Matisse	Henri Matisse
Henrik Ibsen	Henrik Ibsen
Henry	Henry (unit)
Henry Cavendish	Henry Cavendish
Henry Thoreau	Henry David Thoreau
Henry Fonda	Henry Fonda
Henry Ford	Henry Ford
Henry James	Henry James
Henry Kissinger	Henry Kissinger
Henry Miller	Henry Miller
Henry Moore	Henry Moore
Henry Purcell	Henry Purcell
Hepatiitti	Hepatitis
Hefaistos	Hephaestus
Hera (mytologia)	Hera
Herakles	Heracles
Herakleitos	Heraclitus
Heraldiikka	Heraldry
Luokka:Heraldiikka	Heraldry
Herat	Herat
Herbert Hoover	Herbert Hoover
Herbert Marcuse	Herbert Marcuse
Herbert Spencer	Herbert Spencer
Herakles	Hercules
Herkules (tähdistö)	Hercules (constellation)
Kerettiläisyys	Heresy
Herman Melville	Herman Melville
Hermann Hesse	Hermann Hesse
Hermann Minkowski	Hermann Minkowski
Hermann von Helmholtz	Hermann von Helmholtz
Hermafrodiitti	Hermaphrodite
Hermeneutiikka	Hermeneutics
Hermes	Hermes
Sankari	Hero
Heron Aleksandrialainen	Hero of Alexandria
Herodes	Herod the Great
Herodotos	Herodotus
Heroiini	Heroin
Harmaalokki	Herring Gull
Hertfordshire	Hertfordshire
Hertsi	Hertz
Hesiodos	Hesiod
Hesperidit	Hesperides
Hessen	Hesse
Hestia	Hestia
Heteroseksuaalisuus	Heterosexuality
Toisenvaraisuus	Heterotroph
Heksadesimaalijärjestelmä	Hexadecimal
Kuusikulmio	Hexagon
Hizbollah	Hezbollah
Talvihorros	Hibernation
Hideki Yukawa	Hideki Yukawa
Hieronymus Bosch	Hieronymus Bosch
Hilbertin avaruus	Hilbert space
Himalaja	Himalayas
Hindukuš	Hindu Kush
Hindulaisuus	Hinduism
Luokka:Hindulaisuus	Hinduism
Hipparkhos	Hipparchus
Hippiliike	Hippie
Hippokrates	Hippocrates
Hippokrateen vala	Hippocratic Oath
Virtahepo	Hippopotamus
Hirohito	Hirohito
Hiroshima	Hiroshima
Hispaniola	Hispaniola
Histidiini	Histidine
Kudosoppi	Histology
Luokka:Histologia	Histology
Histoni	Histone
Historia	History
Luokka:Historia	History
Teemasivu:Historia	History
Hồ Chí Minh	Ho Chi Minh
Hồ Chí Minhin kaupunki	Ho Chi Minh City
Hobart	Hobart
Hobitti	Hobbit
Harrastus	Hobby
Hokusai	Hokusai
Loma	Holiday
Hollywood	Hollywood
Holmium	Holmium
Holoseeni	Holocene
Holografia	Holography
Graalin malja	Holy Grail
Pyhä saksalais-roomalainen keisarikunta	Holy Roman Empire
Luokka:Pyhä saksalais-roomalainen keisarikunta	Holy Roman Empire
Pyhä Henki	Holy Spirit
Homeopatia	Homeopathy
Homeostaasi	Homeostasis
Homeros	Homer
Ihmisapinat	Hominidae
Homo (suku)	Homo (genus)
Homo erectus	Homo erectus
Homo habilis	Homo habilis
Homonyymi	Homonym
Homofobia	Homophobia
Homoseksuaalisuus	Homosexuality
Honduras	Honduras
Luokka:Honduras	Honduras
Hunaja	Honey
Mehiläishaukka	Honey Buzzard
Hongkong	Hong Kong
Luokka:Hongkong	Hong Kong
Honiara	Honiara
Honolulu	Honolulu
Hookah	Hookah
Hooken laki	Hooke's law
Harjalintu	Hoopoe
Horatius	Horace
Horatio Nelson	Horatio Nelson
Hormoni	Hormone
Sarvi	Horn (anatomy)
Käyrätorvi	Horn (instrument)
Afrikan sarvi	Horn of Africa
Horoskooppi	Horoscope
Hevonen	Horse
Hevosvoima	Horsepower
Horus	Horus
Husni Mubarak	Hosni Mubarak
Sairaala	Hospital
Hotelli	Hotel
Tunti	Hour
Tiimalasi	Hourglass
House (televisiosarja)	House (TV series)
Kotihiiri	House Mouse
Varpunen	House Sparrow
Houston	Houston
Ilmatyynyalus	Hovercraft
Howard Carter	Howard Carter (archaeologist)
Hubblen laki	Hubble's law
Hudsoninlahti	Hudson Bay
Hudson (joki)	Hudson River
Hugo Capet	Hugh Capet
Hugo Grotius	Hugo Grotius
Hugenotit	Huguenot
Ihminen	Human
Humanismi	Humanism
Luokka:Humanistiset tieteet	Humanities
Olkaluu	Humerus
Kolibrit	Hummingbird
Luokka:Huumori	Humor
Huumori	Humour
Ryhävalas	Humpback Whale
Humphrey Bogart	Humphrey Bogart
Humus	Humus
Hu'nan	Hunan
Satavuotinen sota	Hundred Years' War
Unkari	Hungary
Luokka:Unkari	Hungary
Nälkä	Hunger
Metsästys	Hunting
Hutut	Hutu
Risteymä	Hybrid
Hyderabad (Intia)	Hyderabad
Vesikäärme (tähdistö)	Hydra (constellation)
Hiilivety	Hydrocarbon
Suolahappo	Hydrochloric acid
Vesivoima	Hydroelectricity
Vety	Hydrogen
Vetysidos	Hydrogen bond
Sinihappo	Hydrogen cyanide
Vetyperoksidi	Hydrogen peroxide
Hydrologia	Hydrology
Luokka:Hydrologia	Hydrology
Hydrolyysi	Hydrolysis
Vesikehä	Hydrosphere
Hydroksidi	Hydroxide
Etelän vesikäärme	Hydrus
Hyeenat	Hyena
Luokka:Hygienia	Hygiene
Immenkalvo	Hymen
Luokka:Pistiäiset	Hymenoptera
Pistiäiset	Hymenoptera
Virsi	Hymn
Hyperbeli	Hyperbola
Hype	Hyperbole
Hyperion (kuu)	Hyperion (moon)
Hyperion (mytologia)	Hyperion (mythology)
Hyperteksti	Hypertext
HTTP	Hypertext Transfer Protocol
Hypnos	Hypnos
Hypnoosi	Hypnosis
Hypotalamus	Hypothalamus
Hypoteesi	Hypothesis
I	I
I. M. Pei	I. M. Pei
IPod	IPod
Ian Fleming	Ian Fleming
Japetus	Iapetus (moon)
Iapetos	Iapetus (mythology)
Pyreneiden niemimaa	Iberian Peninsula
Ibuprofeeni	Ibuprofen
Jää	Ice
Jääkausi	Ice age
Jäätelö	Ice cream
Jääkiekko	Ice hockey
Luokka:Jääkiekko	Ice hockey
Jäävuori	Iceberg
Islanti	Iceland
Luokka:Islanti	Iceland
Ikoni	Icon
Ikonoklasmi	Iconoclasm
Idaho	Idaho
Luokka:Idaho	Idaho
Ideaalikaasu	Ideal gas
Idealismi	Idealism
Neutraalialkio	Identity element
Yksikkömatriisi	Identity matrix
Ideologia	Ideology
Ido	Ido
Iglu	Igloo
Ignatius Loyola	Ignatius of Loyola
Magmakivi	Igneous rock
Igor Stravinsky	Igor Stravinsky
Iguassun putoukset	Iguazu Falls
Ilias	Iliad
Illinois	Illinois
Luokka:Illinois	Illinois
Illyria	Illyria
Kuvanlukija	Image scanner
Imaami	Imam
Immanuel Kant	Immanuel Kant
Immuunijärjestelmä	Immune system
Immunologia	Immunology
Luokka:Immunologia	Immunology
Imperialismi	Imperialism
Impressionismi	Impressionism
Insesti	Incest
Tuuma	Inch
Incheon	Incheon
Kalteva taso	Inclined plane
Itsenäisyys	Independence
Intia	India
Luokka:Intia	India
Intian valtameri	Indian Ocean
Luokka:Intian valtameri	Indian Ocean
Indiana	Indiana
Luokka:Indiana	Indiana
Indianapolis	Indianapolis
Indira Gandhi	Indira Gandhi
Indium	Indium
Indokiina	Indochina
Indonesia	Indonesia
Luokka:Indonesia	Indonesia
Indra	Indra
Induktanssi	Inductance
Kela (komponentti)	Inductor
Anekauppa	Indulgence
Intiaani (tähdistö)	Indus (constellation)
Indus	Indus River
Teollinen vallankumous	Industrial Revolution
Teollisuus	Industry
Luokka:Teollisuus	Industry
Epäyhtälö	Inequality
Jalkaväki	Infantry
Tartuntatauti	Infectious disease
Infinitiivi	Infinitive
Äärettömyys	Infinity
Tulehdus	Inflammation
Inflaatio	Inflation
Influenssa	Influenza
Informaatio	Information
Ohjelmistotekniikka	Information technology
Informaatioteoria	Information theory
Infrapunasäteily	Infrared
Infrastruktuuri	Infrastructure
Ingmar Bergman	Ingmar Bergman
Ingrid Bergman	Ingrid Bergman
Sisä-Mongolia	Inner Mongolia
Innovaatio	Innovation
Innsbruck	Innsbruck
Epäorgaaninen kemia	Inorganic chemistry
Luokka:Epäorgaaninen kemia	Inorganic chemistry
Inkvisitio	Inquisition
Hyönteiset	Insect
Insektisidi	Insecticide
Hyönteissyöjät	Insectivora
Instituutio	Institution
Insuliini	Insulin
Vakuutus	Insurance
Kokonaisluku	Integer
Integraali	Integral
Mikropiiri	Integrated circuit
Immateriaalioikeus	Intellectual property
Älykkyys	Intelligence
Älykkyysosamäärä	Intelligence quotient
ICBM	Intercontinental ballistic missile
Korko	Interest
Interferenssi	Interference
Interlingua	Interlingua
Kansainvälinen atomienergiajärjestö	International Atomic Energy Agency
Kansainvälinen siviili-ilmailujärjestö	International Civil Aviation Organization
Kansainvälinen tuomioistuin	International Court of Justice
Kansainvälinen työjärjestö	International Labour Organization
Kansainvälinen valuuttarahasto	International Monetary Fund
Kansainvälinen yksikköjärjestelmä	International System of Units
Kansainvälinen järjestö	International organization
Internet	Internet
Luokka:Internet	Internet
Internet Explorer	Internet Explorer
Keskitysleiri	Internment
Ohjelmointikielen tulkki	Interpreter (computing)
Leikkaus (matematiikka)	Intersection (set theory)
Intervalli	Interval (music)
Suolisto	Intestine
Intranet	Intranet
Keksintö	Invention
Selkärangattomat	Invertebrate
Io (kuu)	Io (moon)
Io (mytologia)	Io (mythology)
Jodi	Iodine
Ioni	Ion
Joonia	Ionia
Joonianmeri	Ionian Sea
Ionisidos	Ionic bond
Ionosfääri	Ionosphere
Ioota	Iota
Iowa	Iowa
Luokka:Iowa	Iowa
Iran	Iran
Luokka:Iran	Iran
Irakin–Iranin sota	Iran-Iraq War
Irak	Iraq
Luokka:Irak	Iraq
Irlanti (saari)	Ireland
Luokka:Irlanti	Ireland
Irenaeus	Irenaeus
Iridium	Iridium
Värikalvo	Iris (anatomy)
Iris (mytologia)	Iris (mythology)
Irlannin tasavaltalaisarmeija	Irish Republican Army
Irlanninmeri	Irish Sea
Luokka:Irlantilaiset henkilöt	Irish people
Rauta	Iron
Rautakausi	Iron Age
Rautaesirippu	Iron Curtain
Iron Maiden	Iron Maiden
Ironia	Irony
Irrationaaliluku	Irrational number
Irredentismi	Irredentism
Irtyš	Irtysh River
Iisak	Isaac
Isaac Asimov	Isaac Asimov
Isaac Bashevis Singer	Isaac Bashevis Singer
Isaac Newton	Isaac Newton
Isadora Duncan	Isadora Duncan
Ismael	Ishmael
Isis	Isis
Islam	Islam
Luokka:Islam	Islam
Islamabad	Islamabad
Islamilainen kalenteri	Islamic calendar
Saari	Island
Mansaari	Isle of Man
Luokka:Mansaari	Isle of Man
Wightsaari	Isle of Wight
Isomeria	Isomer
Isoroku Yamamoto	Isoroku Yamamoto
Isotooppi	Isotope
Israel	Israel
Luokka:Israel	Israel
Istanbul	Istanbul
Luokka:Istanbul	Istanbul
Kannas	Isthmus
Panaman kannas	Isthmus of Panama
Apenniinien niemimaa	Italian Peninsula
Italo Calvino	Italo Calvino
Italia	Italy
Luokka:Italia	Italy
Ithaka	Ithaca
Ivan Lendl	Ivan Lendl
Ivan Pavlov	Ivan Pavlov
Ivan Turgenev	Ivan Turgenev
Norsunluu	Ivory
Ivy League	Ivy League
Iwo Jima	Iwo Jima
J	J
J. D. Salinger	J. D. Salinger
J. M. Barrie	J. M. Barrie
Jack Kerouac	Jack Kerouac
Jack Lemmon	Jack Lemmon
Jack London	Jack London
Viiltäjä-Jack	Jack the Ripper
Naakka	Jackdaw
Jackson (Mississippi)	Jackson
Jackson Pollock	Jackson Pollock
Jacksonville (Florida)	Jacksonville
Jacques Cartier	Jacques Cartier
Jacques Derrida	Jacques Derrida
Jacques Offenbach	Jacques Offenbach
Jade	Jade
Jaguaari	Jaguar
Jainalaisuus	Jainism
Jakarta	Jakarta
Jalalabad	Jalalabad
Jamaika	Jamaica
Luokka:Jamaika	Jamaica
Jaakob vanhempi	James
James Garfield	James A. Garfield
James Bond	James Bond
James Buchanan	James Buchanan
James Clerk Maxwell	James Clerk Maxwell
James Cook	James Cook
James Franck	James Franck
James Joyce	James Joyce
James Knox Polk	James K. Polk
James Madison	James Madison
James Monroe	James Monroe
James Naismith	James Naismith
James Prescott Joule	James Prescott Joule
James Watt	James Watt
Jammu ja Kashmir	Jammu and Kashmir
Jan Hus	Jan Hus
Jan van Eyck	Jan van Eyck
Jane Austen	Jane Austen
Jane Fonda	Jane Fonda
Jane Seymour	Jane Seymour
Janis Joplin	Janis Joplin
Janitsaarit	Janissary
Tammikuu	January
1. tammikuuta	January 1
19. tammikuuta	January 19
20. tammikuuta	January 20
6. tammikuuta	January 6
Janus (kuu)	Janus (moon)
Janus	Janus (mythology)
Japani	Japan
Luokka:Japani	Japan
Iason	Jason
Keltaisuus	Jaundice
Jaava	Java
Jaava (täsmennyssivu)	Java (disambiguation)
Java	Java (programming language)
Jawaharlal Nehru	Jawaharlal Nehru
Jazz	Jazz
Luokka:Jazz	Jazz
Jean Auguste Dominique Ingres	Jean Auguste Dominique Ingres
Jean Cocteau	Jean Cocteau
Jean Piaget	Jean Piaget
Jean Racine	Jean Racine
Jean Sibelius	Jean Sibelius
Jean de La Fontaine	Jean de La Fontaine
Jean-Jacques Rousseau	Jean-Jacques Rousseau
Jean-Paul Sartre	Jean-Paul Sartre
Jean-Philippe Rameau	Jean-Philippe Rameau
Jedda	Jeddah
Jefferson City	Jefferson City
Jefferson Davis	Jefferson Davis
Jahve	Jehovah
Jehovan todistajat	Jehovah's Witnesses
Meduusat	Jellyfish
Jena	Jena
Jeremy Bentham	Jeremy Bentham
Jerez de la Frontera	Jerez de la Frontera
Jeriko	Jericho
Hieronymus	Jerome
Jersey	Jersey
Jerusalem	Jerusalem
Luokka:Jerusalem	Jerusalem
Jeesus	Jesus
Suihkumoottori	Jet engine
Juutalaiset	Jew
Munniharppu	Jew's harp
Jihad	Jihad
Jimi Hendrix	Jimi Hendrix
Jimmy Carter	Jimmy Carter
Jeanne d'Arc	Joan of Arc
Johann Bernoulli	Johann Bernoulli
Johann Sebastian Bach	Johann Sebastian Bach
Johann Wolfgang von Goethe	Johann Wolfgang von Goethe
Johannes Brahms	Johannes Brahms
Johannes Diderik van der Waals	Johannes Diderik van der Waals
Johannes Gutenberg	Johannes Gutenberg
Johannes Kepler	Johannes Kepler
Johannes Vilhelm Jensen	Johannes Vilhelm Jensen
Johannesburg	Johannesburg
John Adams	John Adams
John Bardeen	John Bardeen
John Cage	John Cage
Jean Calvin	John Calvin
Johannes Krysostomos	John Chrysostom
John Dalton	John Dalton
John Dewey	John Dewey
John Galsworthy	John Galsworthy
John Herschel	John Herschel
John Keats	John Keats
John Lennon	John Lennon
John Locke	John Locke
John Major	John Major
John Maynard Keynes	John Maynard Keynes
John Milton	John Milton
John Napier	John Napier
John Quincy Adams	John Quincy Adams
John Ruskin	John Ruskin
John Steinbeck	John Steinbeck
John Stuart Mill	John Stuart Mill
John Tyler	John Tyler
John Wayne	John Wayne
John Wycliffe	John Wycliffe
Johannes Kastaja	John the Baptist
John von Neumann	John von Neumann
Johnny Cash	Johnny Cash
Nivel	Joint
Jonathan Swift	Jonathan Swift
Jordania	Jordan
Luokka:Jordania	Jordan
Jordan	Jordan River
Jorge Luis Borges	Jorge Luis Borges
Joseph Conrad	Joseph Conrad
Joseph Goebbels	Joseph Goebbels
Joseph Haydn	Joseph Haydn
Louis-Joseph Gay-Lussac	Joseph Louis Gay-Lussac
Joseph McCarthy	Joseph McCarthy
Joseph Priestley	Joseph Priestley
Joseph Pulitzer	Joseph Pulitzer
Joseph Schumpeter	Joseph Schumpeter
Joseph Smith	Joseph Smith
Josif Stalin	Joseph Stalin
Josephus	Josephus
Joule	Joule
Luokka:Journalismi	Journalism
Journalismi	Journalism
Toimittaja	Journalist
Jovianus	Jovian
Joystick	Joystick
Juutalaisuus	Judaism
Luokka:Juutalaisuus	Judaism
Juudas Iskariot	Judas Iscariot
Juudea	Judea
Judo	Judo
Judy Garland	Judy Garland
Jūjutsu	Jujutsu
Jules Verne	Jules Verne
Juliaaninen kalenteri	Julian calendar
Julianus Apostata	Julian the Apostate
Julius Caesar	Julius Caesar
Heinäkuu	July
1. heinäkuuta	July 1
4. heinäkuuta	July 4
Kesäkuu	June
14. kesäkuuta	June 14
21. kesäkuuta	June 21
23. kesäkuuta	June 23
24. kesäkuuta	June 24
29. kesäkuuta	June 29
3. kesäkuuta	June 3
Juneau	Juneau
Katajat	Juniper
Juno	Juno (mythology)
Jupiter	Jupiter
Luokka:Jupiter	Jupiter
Jupiter (täsmennyssivu)	Jupiter (disambiguation)
Juppiter	Jupiter (mythology)
Jurakausi	Jurassic
Justinianus I	Justinian I
Jyllanti	Jutland
K	K
K2	K2
KGB	KGB
Kaaba	Kaaba
Kabbala	Kabbalah
Kabul	Kabul
Kalahari	Kalahari Desert
Kamtšatkan niemimaa	Kamchatka Peninsula
Kamikaze	Kamikaze
Kampala	Kampala
Kandahar	Kandahar
Kengurut	Kangaroo
Kansas	Kansas
Luokka:Kansas	Kansas
Kansas City (Missouri)	Kansas City
Kappa (kirjain)	Kappa
Karanmeri	Kara Sea
Karachi	Karachi
Karakorum	Karakoram
Karaoke	Karaoke
Karate	Karate
Karen Blixen	Karen Blixen
Karl Barth	Karl Barth
Karl Jaspers	Karl Jaspers
Karl Marx	Karl Marx
Karl Popper	Karl Popper
Karma	Karma
Karnataka	Karnataka
Katharine Hepburn	Katharine Hepburn
Kathmandu	Kathmandu
Katowice	Katowice
Kaunas	Kaunas
Kajakki	Kayak
Kazakstan	Kazakhstan
Luokka:Kazakstan	Kazakhstan
Kazan	Kazan
Kazimir Malevitš	Kazimir Malevich
Kelvin	Kelvin
Kent (kreivikunta)	Kent
Kentucky	Kentucky
Luokka:Kentucky	Kentucky
Kenia	Kenya
Luokka:Kenia	Kenya
Käyttöjärjestelmän ydin	Kernel (computer science)
Petroli	Kerosene
Ketsuppi	Ketchup
Ketoni	Ketone
Näppäimistö	Keyboard (computing)
Kosketinsoitin	Keyboard instrument
Habarovsk	Khabarovsk
Kaani	Khan
Harkova	Kharkiv
Khartum	Khartoum
Punaiset khmerit	Khmer Rouge
Khufu	Khufu
Kibbutz	Kibbutz
Munuainen	Kidney
Kiova	Kiev
Kigali	Kigali
Kilogramma	Kilogram
Kilometriä tunnissa	Kilometres per hour
Kimono	Kimono
Esikoulu	Kindergarten
Kinematiikka	Kinematics
Liike-energia	Kinetic energy
Kuningas Arthur	King Arthur
Kuningas Lear	King Lear
Kunta (biologia)	Kingdom (biology)
Kingston (Jamaika)	Kingston
Kingstown	Kingstown
Kinshasa	Kinshasa
Kiribati	Kiribati
Luokka:Kiribati	Kiribati
Kirkuk	Kirkuk
Suuteleminen	Kiss
Leija	Kite
Kiivit	Kiwi
Polvinivel	Knee
Knesset	Knesset
Veitsi	Knife
Ritari	Knight
Knossos	Knossos
Solmu (nopeusyksikkö)	Knot (speed)
Tieto	Knowledge
Knut Hamsun	Knut Hamsun
Koala	Koala
Kōbe	Kobe
Kuolan niemimaa	Kola Peninsula
Kalkutta	Kolkata
Komodonvaraani	Komodo dragon
Konqueror	Konqueror
Konrad Adenauer	Konrad Adenauer
Korea	Korea
Luokka:Korea	Korea
Korean sota	Korean War
Kosovo	Kosovo
Luokka:Kosovo	Kosovo
Krakatau	Krakatoa
Kreml	Kremlin
Krishna	Krishna
Krypton	Krypton
Ku Klux Klan	Ku Klux Klan
Kuala Lumpur	Kuala Lumpur
Kublai-kaani	Kublai Khan
Kuiperin vyöhyke	Kuiper belt
Kumkvatti	Kumquat
Kung fu	Kung fu (term)
Kunlun	Kunlun Mountains
Guomindang	Kuomintang
Kura	Kura River
Kurdistan	Kurdistan
Luokka:Kurdistan	Kurdistan
Kurdistanin työväenpuolue	Kurdistan Workers Party
Kursk	Kursk
Kurt Vonnegut	Kurt Vonnegut
Kurt Waldheim	Kurt Waldheim
Kuwait	Kuwait
Luokka:Kuwait	Kuwait
Kuwait (kaupunki)	Kuwait City
KwaZulu-Natal	KwaZulu-Natal
Kioto	Kyoto
Kirgisia	Kyrgyzstan
Luokka:Kirgisia	Kyrgyzstan
L	L
L'Aquila	L'Aquila
LAMP (tietotekniikka)	LAMP (software bundle)
La Paz	La Paz
La Spezia	La Spezia
LaTeX	LaTeX
Laboratorio	Laboratory
Työväenpuolue (Yhdistynyt kuningaskunta)	Labour Party (UK)
Labradorinnoutaja	Labrador Retriever
Sisilisko (tähdistö)	Lacerta
Maitohappo	Lactic acid
Laktoosi	Lactose
Jane Grey	Lady Jane Grey
Jäniseläimet	Lagomorpha
Lagos	Lagos
Lahore	Lahore
Laissez-faire	Laissez-faire
Järvi	Lake
Baikaljärvi	Lake Baikal
Balaton	Lake Balaton
Tšadjärvi	Lake Chad
Bodenjärvi	Lake Constance
Eriejärvi	Lake Erie
Eyrejärvi	Lake Eyre
Genevenjärvi	Lake Geneva
Huronjärvi	Lake Huron
Ilmajärvi	Lake Ilmen
Laatokka	Lake Ladoga
Njassajärvi	Lake Malawi
Michiganjärvi	Lake Michigan
Ääninen	Lake Onega
Ontariojärvi	Lake Ontario
Yläjärvi	Lake Superior
