German	English
Giovanni Boccaccio	Giovanni Boccaccio
Giraffe	Giraffe
Giraffenartige	Giraffidae
Girolamo Savonarola	Girolamo Savonarola
Gironde (Département)	Gironde
Giuseppe Garibaldi	Giuseppe Garibaldi
Giuseppe Verdi	Giuseppe Verdi
Gizeh	Giza
Gletscher	Glacier
Gladiator	Gladiator
Drüse	Gland
Glasgow	Glasgow
Glasnost	Glasnost
Glas	Glass
Brille	Glasses
Segelflugzeug	Glider
Global Positioning System	Global Positioning System
Globale Erwärmung	Global warming
Globalisierung	Globalization
Artischocke	Globe artichoke
Gloucestershire	Gloucestershire
Glucagon	Glucagon
Traubenzucker	Glucose
Gluon	Gluon
Glutaminsäure	Glutamic acid
Glycerin	Glycerol
Glycin	Glycine
Glykogen	Glycogen
Glykolyse	Glycolysis
Kiefermäuler	Gnathostomata
Gneis	Gneiss
Gnosis	Gnosticism
Go (Spiel)	Go (board game)
Goa	Goa
Torwart	Goalkeeper
Hausziege	Goat
Gobi	Gobi Desert
Gott	God
Golanhöhen	Golan Heights
Gold	Gold
Golda Meir	Golda Meir
Steinadler	Golden Eagle
Golden Gate Bridge	Golden Gate Bridge
Goldene Horde	Golden Horde
Golden Retriever	Golden Retriever
Golf (Sport)	Golf
Kategorie:Golf	Golf
Golgi-Apparat	Golgi apparatus
Homel	Gomel
Karfreitag	Good Friday
Google	Google
Kategorie:Google	Google
Googol	Googol
Gorgonen	Gorgon
Gorillas	Gorilla
Habicht (Art)	Goshawk
Evangelium (Buch)	Gospel
Evangelium nach Lukas	Gospel of Luke
Göteborg	Gothenburg
Gothic	Gothic
Gotik#Baukunst	Gothic architecture
Gotthold Ephraim Lessing	Gotthold Ephraim Lessing
Gottlieb Daimler	Gottlieb Daimler
Gicht	Gout
Regierung	Government
Grace Kelly	Grace Kelly
Gradient (Mathematik)	Gradient
Graffiti	Graffiti
Graham Greene	Graham Greene
Gramm	Gram
Grammatik	Grammar
Kategorie:Grammatik	Grammar
Genus	Grammatical gender
Granada	Granada
Grand Slam#Tennis	Grand Slam (tennis)
Großmeister (Schach)	Grandmaster (chess)
Granit	Granite
Weintraube	Grape
Grapefruit	Grapefruit
Kategorie:Grafikdesign	Graphic design
Grafikdesign	Graphic design
Grafische Benutzeroberfläche	Graphical user interface
Graphit	Graphite
Gravitation	Gravitation
Gravitationskonstante	Gravitational constant
Graviton	Graviton
Gray	Gray (unit)
Wolf	Gray Wolf
Graz	Graz
Great Barrier Reef	Great Barrier Reef
Großbritannien (Insel)	Great Britain
Haubentaucher	Great Crested Grebe
Weltwirtschaftskrise	Great Depression
Große Seen	Great Lakes
Großer Afrikanischer Grabenbruch	Great Rift Valley
Chinesische Mauer	Great Wall of China
Weißer Hai	Great white shark
Große Antillen	Greater Antilles
Greater London	Greater London
Größter gemeinsamer Teiler und kleinstes gemeinsames Vielfaches	Greatest common divisor
Lappentaucher	Grebe
Griechenland	Greece
Kategorie:Griechenland	Greece
Griechisches Alphabet	Greek alphabet
Kategorie:Griechische Schrift	Greek alphabet
Griechisches Feuer	Greek fire
Griechische Mythologie	Greek mythology
Kategorie:Griechische Mythologie	Greek mythology
Grün	Green
Gewächshaus	Greenhouse
Treibhauseffekt	Greenhouse effect
Treibhausgas	Greenhouse gas
Grönland	Greenland
Kategorie:Grönland	Greenland
Grönlandsee	Greenland Sea
Greenpeace	Greenpeace
Greenwich Mean Time	Greenwich Mean Time
Gregor Mendel	Gregor Mendel
Gregorianischer Kalender	Gregorian calendar
Kategorie:Grenada	Grenada
Grenoble	Grenoble
Greta Garbo	Greta Garbo
Grau	Grey
Graugans	Greylag Goose
Greif	Griffin
Gänsegeier (Art)	Griffon Vulture
Bruttoinlandsprodukt	Gross domestic product
Gruppe	Group
Gruppentheorie	Group (mathematics)
Gruppe des Periodensystems	Group (periodic table)
Gruppentheorie	Group theory
Grover Cleveland	Grover Cleveland
Grosny	Grozny
Kranichvögel	Gruiformes
Kranich (Sternbild)	Grus (constellation)
Guadalajara (Mexiko)	Guadalajara
Guadeloupe	Guadeloupe
Guam	Guam
Guangdong	Guangdong
Guangzhou	Guangzhou
Guanin	Guanine
Guano	Guano
Kategorie:Guatemala	Guatemala
Guatemala-Stadt	Guatemala City
Guayaquil	Guayaquil
Guernsey	Guernsey
Guglielmo Marconi	Guglielmo Marconi
Zunft	Guild
Guillaume Apollinaire	Guillaume Apollinaire
Guillotine	Guillotine
Guinea	Guinea
Kategorie:Guinea	Guinea
Hausmeerschweinchen	Guinea pig
Guinea-Bissau	Guinea-Bissau
Kategorie:Guinea-Bissau	Guinea-Bissau
Gitarre	Guitar
Gujarat	Gujarat
Gulag	Gulag
Golfstrom	Gulf Stream
Zweiter Golfkrieg	Gulf War
Golf von Aden	Gulf of Aden
Golf von Akaba	Gulf of Aqaba
Bottnischer Meerbusen	Gulf of Bothnia
Finnischer Meerbusen	Gulf of Finland
Golf von Guinea	Gulf of Guinea
Golf von Mexiko	Gulf of Mexico
Golf von Oman	Gulf of Oman
Rigaischer Meerbusen	Gulf of Riga
Golf von Thailand	Gulf of Thailand
Möwen	Gull
Schwarzpulver	Gunpowder
Gunpowder Plot	Gunpowder Plot
Guppy	Guppy
Gustav Klimt	Gustav Klimt
Gustav Hertz	Gustav Ludwig Hertz
Gustav Mahler	Gustav Mahler
Gustave Courbet	Gustave Courbet
Gustave Flaubert	Gustave Flaubert
Guy Fawkes	Guy Fawkes
Guy de Maupassant	Guy de Maupassant
Kategorie:Guyana	Guyana
Gymnastik	Gymnastics
Nacktsamige Pflanzen	Gymnosperm
Gynäkologie	Gynaecology
Gips	Gypsum
Kreiselinstrument	Gyroscope
H	H
H. G. Wells	H. G. Wells
Humanes Immundefizienz-Virus	HIV
Hypertext Markup Language	HTML
Habitat	Habitat
Hacker	Hacker
Hadaikum	Hadean
Hades	Hades
Hadith	Hadith
Hadrian (Kaiser)	Hadrian
Hadrianswall	Hadrian's Wall
Hadron	Hadron
Hämophilie	Haemophilia
Hafnium	Hafnium
Hagia Sophia	Hagia Sophia
Haifa	Haifa
Haiku	Haiku
Hagel	Hail
Ave Maria	Hail Mary
Haar	Hair
Haiti	Haiti
Kategorie:Haiti	Haiti
Haddsch	Hajj
Halal	Halal
Hellebarde	Halberd
Halbwertszeit	Half-life
Halle (Saale)	Halle
Halloween	Halloween
Halluzination	Hallucination
Halogene	Halogen
Hamas	Hamas
Hamburg	Hamburg
Kategorie:Hamburg	Hamburg
Hamburger	Hamburger
Hamlet	Hamlet
Hammer	Hammer
Hammer und Sichel	Hammer and sickle
Hammurapi	Hammurabi
Hampshire	Hampshire
Hamster	Hamster
Han-Dynastie	Han Dynasty
Hand	Hand
Handgranate	Hand grenade
Kurzwaffe	Handgun
Erhängen	Hanging
Hängende Gärten der Semiramis	Hanging Gardens of Babylon
Hannah Arendt	Hannah Arendt
Hannibal	Hannibal
Hanoi	Hanoi
Hannover	Hanover
Hans Bethe	Hans Bethe
Hans Christian Andersen	Hans Christian Andersen
Hanse	Hanseatic League
Chanukka	Hanukkah
Hanuman	Hanuman
Glück	Happiness
Harare	Harare
Härte	Hardness
Harem	Harem
Harlem	Harlem
Mundharmonika	Harmonica
Harmonik	Harmony
Harold Pinter	Harold Pinter
Harfe	Harp
Cembalo	Harpsichord
Harpyie (Mythologie)	Harpy
Harriet Beecher Stowe	Harriet Beecher Stowe
Harriet Tubman	Harriet Tubman
Harrisburg (Pennsylvania)	Harrisburg
Harry Houdini	Harry Houdini
Hartford (Connecticut)	Hartford
Hassium	Hassium
Hass	Hatred
Haute-Normandie	Haute-Normandie
Havanna	Havana
Hawaii	Hawaii
Kategorie:Hawaii	Hawaii
Hasel (Botanik)	Hazel
Kopf	Head
Staatsoberhaupt	Head of state
Gesundheit	Health
Kategorie:Gesundheit	Health
Herz	Heart
Wärme	Heat
Wärmekraftmaschine	Heat engine
Himmel (Religion)	Heaven
Kategorie:Metal	Heavy metal
Metal	Heavy metal music
Schweres Wasser	Heavy water
Hebe (Mythologie)	Hebe (mythology)
Hebei	Hebei
Hebräisches Alphabet	Hebrew alphabet
Jüdischer Kalender	Hebrew calendar
Hebriden	Hebrides
Hekate	Hecate
Hektar	Hectare
Hektor	Hector
Hector Berlioz	Hector Berlioz
Stacheligel	Hedgehog
Hedonismus	Hedonism
Heimdall	Heimdall
Heinrich Rudolf Hertz	Heinrich Hertz
Heinrich Himmler	Heinrich Himmler
Heinrich Schliemann	Heinrich Schliemann
Hel (Mythologie)	Hel (being)
Helena (Mythologie)	Helen
Helen Keller	Helen Keller
Helena (Montana)	Helena
Hubschrauber	Helicopter
Helios	Helios
Helium	Helium
Hölle	Hell
Helmut Schmidt	Helmut Schmidt
Helsinki	Helsinki
Hämatit	Hematite
Hämatologie	Hematology
Kategorie:Hämatologie	Hematology
Hämoglobin	Hemoglobin
Hämorrhoiden	Hemorrhoid
Antoine Henri Becquerel	Henri Becquerel
Henri Bergson	Henri Bergson
Henri Matisse	Henri Matisse
Henrik Ibsen	Henrik Ibsen
Henry (Einheit)	Henry (unit)
Henry Cavendish	Henry Cavendish
Henry David Thoreau	Henry David Thoreau
Henry Fonda	Henry Fonda
Henry Ford	Henry Ford
Henry James	Henry James
Henry Kissinger	Henry Kissinger
Henry Miller	Henry Miller
Henry Moore	Henry Moore
Henry Purcell	Henry Purcell
Hepatitis	Hepatitis
Hephaistos	Hephaestus
Hera	Hera
Herakles	Heracles
Heraklit	Heraclitus
Heraldik	Heraldry
Kategorie:Heraldik	Heraldry
Herat	Herat
Herbert C. Hoover	Herbert Hoover
Herbert Marcuse	Herbert Marcuse
Herbert Spencer	Herbert Spencer
Herakles	Hercules
Herkules (Sternbild)	Hercules (constellation)
Häresie	Heresy
Herman Melville	Herman Melville
Hermann Hesse	Hermann Hesse
Hermann Minkowski	Hermann Minkowski
Hermann von Helmholtz	Hermann von Helmholtz
Hermaphroditismus	Hermaphrodite
Hermeneutik	Hermeneutics
Hermes	Hermes
Held	Hero
Heron von Alexandria	Hero of Alexandria
Herodes der Große	Herod the Great
Herodot	Herodotus
Heroin	Heroin
Reiher	Heron
Silbermöwe	Herring Gull
Hertfordshire	Hertfordshire
Hertz (Einheit)	Hertz
Hesiod	Hesiod
Hesperiden	Hesperides
Hessen	Hesse
Kategorie:Hessen	Hesse
Hestia	Hestia
Heterosexualität	Heterosexuality
Heterotrophie	Heterotroph
Hexadezimalsystem	Hexadecimal
Sechseck	Hexagon
Hisbollah	Hezbollah
Winterschlaf	Hibernation
Yukawa Hideki	Hideki Yukawa
Hieronymus Bosch	Hieronymus Bosch
Hilbertraum	Hilbert space
Himalaya	Himalayas
Hindukusch	Hindu Kush
Hinduismus	Hinduism
Kategorie:Hinduismus	Hinduism
Hipparchos (Astronom)	Hipparchus
Hippie	Hippie
Hippokrates von Kos	Hippocrates
Eid des Hippokrates	Hippocratic Oath
Flusspferd	Hippopotamus
Hirohito	Hirohito
Hiroshima	Hiroshima
Hispaniola	Hispaniola
Histidin	Histidine
Histologie	Histology
Kategorie:Histologie	Histology
Histon	Histone
Geschichtsschreibung	Historiography
Geschichte	History
Kategorie:Geschichte	History
Portal:Geschichte	History
Ho Chi Minh	Ho Chi Minh
Ho-Chi-Minh-Stadt	Ho Chi Minh City
Hobart	Hobart
Hobbit	Hobbit
Hobby	Hobby
Hokusai	Hokusai
Feiertag	Holiday
Hollywood	Hollywood
Holmium	Holmium
Holozän	Holocene
Holografie	Holography
Heiliger Gral	Holy Grail
Heiliges Römisches Reich	Holy Roman Empire
Kategorie:Heiliges Römisches Reich	Holy Roman Empire
Heiliger Geist	Holy Spirit
Homöopathie	Homeopathy
Selbstregulation	Homeostasis
Homer	Homer
Menschenaffen	Hominidae
Homo	Homo (genus)
Homo erectus	Homo erectus
Homo habilis	Homo habilis
Homonym	Homonym
Homophobie	Homophobia
Homosexualität	Homosexuality
Honduras	Honduras
Kategorie:Honduras	Honduras
Honig	Honey
Wespenbussard	Honey Buzzard
Hongkong	Hong Kong
Kategorie:Hongkong	Hong Kong
Honiara	Honiara
Honolulu	Honolulu
Shisha	Hookah
Hookesches Gesetz	Hooke's law
Wiedehopf	Hoopoe
Horaz	Horace
Horatio Nelson, 1. Viscount Nelson	Horatio Nelson
Horizont	Horizon
Hormon	Hormone
Horn	Horn (anatomy)
Horn (Musikinstrument)	Horn (instrument)
Horn von Afrika	Horn of Africa
Horoskop	Horoscope
Hauspferd	Horse
Pferderennen	Horse racing
Pferdestärke	Horsepower
Horus	Horus
Muhammad Husni Mubarak	Hosni Mubarak
Krankenhaus	Hospital
Hotel	Hotel
Stunde	Hour
Sanduhr	Hourglass
Haus	House
Dr. House	House (TV series)
Hausmaus	House Mouse
Haussperling	House Sparrow
Houston	Houston
Luftkissenfahrzeug	Hovercraft
Howard Carter	Howard Carter (archaeologist)
Hubble-Konstante	Hubble's law
Hudson Bay	Hudson Bay
Hudson River	Hudson River
Hugo Capet	Hugh Capet
Hugo Grotius	Hugo Grotius
Hugenotten	Huguenot
Mensch	Human
Humanismus	Humanism
Kategorie:Geisteswissenschaft	Humanities
Oberarmknochen	Humerus
Luftfeuchtigkeit	Humidity
Kolibris	Hummingbird
Kategorie:Humor	Humor
Humor	Humour
Buckelwal	Humpback Whale
Humphrey Bogart	Humphrey Bogart
Humus	Humus
Hunan	Hunan
Hundertjähriger Krieg	Hundred Years' War
Ungarn	Hungary
Kategorie:Ungarn	Hungary
Hunger	Hunger
Jagd	Hunting
Hutu	Hutu
Hybride	Hybrid
Hyderabad (Indien)	Hyderabad
Wasserschlange (Sternbild)	Hydra (constellation)
Kohlenwasserstoffe	Hydrocarbon
Salzsäure	Hydrochloric acid
Wasserkraftwerk	Hydroelectricity
Wasserstoff	Hydrogen
Wasserstoffbrückenbindung	Hydrogen bond
Cyanwasserstoff	Hydrogen cyanide
Wasserstoffperoxid	Hydrogen peroxide
Hydrologie	Hydrology
Kategorie:Hydrologie	Hydrology
Hydrolyse	Hydrolysis
Hydrosphäre	Hydrosphere
Hydroxidion	Hydroxide
Kleine Wasserschlange	Hydrus
Hyänen	Hyena
Kategorie:Hygiene	Hygiene
Hymen	Hymen
Kategorie:Hautflügler	Hymenoptera
Hautflügler	Hymenoptera
Hymne	Hymn
Hyperbel (Mathematik)	Hyperbola
Hyperbel (Sprache)	Hyperbole
Hyperion (Mond)	Hyperion (moon)
Hyperion (Mythologie)	Hyperion (mythology)
Arterielle Hypertonie	Hypertension
Hypertext	Hypertext
Hypertext Transfer Protocol	Hypertext Transfer Protocol
Hypnos (Mythologie)	Hypnos
Hypnose	Hypnosis
Hypothalamus	Hypothalamus
Hypothese	Hypothesis
I	I
Ieoh Ming Pei	I. M. Pei
Apple iPod	IPod
Ian Fleming	Ian Fleming
Iapetus (Mond)	Iapetus (moon)
Iapetos	Iapetus (mythology)
Iberische Halbinsel	Iberian Peninsula
Ibuprofen	Ibuprofen
Eis	Ice
Eiszeitalter	Ice age
Speiseeis	Ice cream
Eishockey	Ice hockey
Kategorie:Eishockey	Ice hockey
Eisberg	Iceberg
Island	Iceland
Kategorie:Island	Iceland
Ichthyologie	Ichthyology
Ikone	Icon
Ikonoklasmus	Iconoclasm
Idaho	Idaho
Kategorie:Idaho	Idaho
Ideales Gas	Ideal gas
Idealismus (Philosophie)	Idealism
Neutrales Element	Identity element
Einheitsmatrix	Identity matrix
Ideologie	Ideology
Ido	Ido
Iglu	Igloo
Ignatius von Loyola	Ignatius of Loyola
Magmatisches Gestein	Igneous rock
Igor Fjodorowitsch Strawinski	Igor Stravinsky
Iguazú-Wasserfälle	Iguazu Falls
Ilias	Iliad
Illinois	Illinois
Kategorie:Illinois	Illinois
Illyrien	Illyria
Scanner (Datenerfassung)	Image scanner
Imam	Imam
Immanuel Kant	Immanuel Kant
Immunsystem	Immune system
Immunologie	Immunology
Kategorie:Immunologie	Immunology
Imperialismus	Imperialism
Impressionismus	Impressionism
Inzest	Incest
Zoll (Einheit)	Inch
Incheon	Incheon
Schiefe Ebene	Inclined plane
Unabhängigkeit (Politik)	Independence
Indien	India
Kategorie:Indien	India
Indischer Ozean	Indian Ocean
Kategorie:Indischer Ozean	Indian Ocean
Indiana	Indiana
Kategorie:Indiana	Indiana
Indianapolis	Indianapolis
Indira Gandhi	Indira Gandhi
Indium	Indium
Indochina	Indochina
Indonesien	Indonesia
Kategorie:Indonesien	Indonesia
Indra	Indra
Induktivität	Inductance
Induktion (Denken)	Inductive reasoning
Spule (Elektrotechnik)	Inductor
Ablass	Indulgence
Inder (Sternbild)	Indus (constellation)
Indus	Indus River
Industrielle Revolution	Industrial Revolution
Industrie	Industry
Kategorie:Industrie	Industry
Ungleichung	Inequality
Trägheit	Inertia
Infanterie	Infantry
Infektionskrankheit	Infectious disease
Infinitiv	Infinitive
Unendlichkeit	Infinity
Entzündung	Inflammation
Inflation	Inflation
Influenza	Influenza
Information	Information
Informationstechnik	Information technology
Informationstheorie	Information theory
Infrarotstrahlung	Infrared
Infrastruktur	Infrastructure
Ingmar Bergman	Ingmar Bergman
Ingrid Bergman	Ingrid Bergman
Innere Mongolei	Inner Mongolia
Innovation	Innovation
Innsbruck	Innsbruck
Anorganische Chemie	Inorganic chemistry
Inquisition	Inquisition
Insekten	Insect
Insektizid	Insecticide
Insektenfresser	Insectivora
Institution	Institution
Insulin	Insulin
Versicherung (Kollektiv)	Insurance
Ganze Zahl	Integer
Integralrechnung	Integral
Integrierter Schaltkreis	Integrated circuit
Geistiges Eigentum	Intellectual property
Intelligenz	Intelligence
Intelligenzquotient	Intelligence quotient
Interkontinentalrakete	Intercontinental ballistic missile
Zins	Interest
Interferenz (Physik)	Interference
Interjektion	Interjection
Interlingua	Interlingua
Internationale Atomenergieorganisation	International Atomic Energy Agency
International Civil Aviation Organization	International Civil Aviation Organization
Internationaler Gerichtshof	International Court of Justice
Datumsgrenze	International Date Line
Internationale Arbeitsorganisation	International Labour Organization
Internationaler Währungsfonds	International Monetary Fund
Internationales Einheitensystem	International System of Units
Kategorie:Völkerrecht	International law
Internationale Organisation (Völkerrecht)	International organization
Internet	Internet
Kategorie:Internet	Internet
Internet Explorer	Internet Explorer
Konzentrationslager	Internment
Interpreter	Interpreter (computing)
Mengenlehre#Schnittmenge	Intersection (set theory)
Intervall (Musik)	Interval (music)
Darm	Intestine
Intranet	Intranet
Erfindung	Invention
Wirbellose	Invertebrate
Io (Mond)	Io (moon)
Io (Mythologie)	Io (mythology)
Iod	Iodine
Ion	Ion
Ionien	Ionia
Ionisches Meer	Ionian Sea
Ionische Bindung	Ionic bond
Ionosphäre	Ionosphere
Iota	Iota
Iowa	Iowa
Kategorie:Iowa	Iowa
Iran	Iran
Kategorie:Iran	Iran
Erster Golfkrieg	Iran-Iraq War
Irak	Iraq
Kategorie:Irak	Iraq
Irland (Insel)	Ireland
Kategorie:Irland (Insel)	Ireland
Irenäus von Lyon	Irenaeus
Iridium	Iridium
Iris (Auge)	Iris (anatomy)
Iris (Mythologie)	Iris (mythology)
Irish Republican Army	Irish Republican Army
Irische See	Irish Sea
Kategorie:Ire	Irish people
Eisen	Iron
Eisenzeit	Iron Age
Eiserner Vorhang (Politik)	Iron Curtain
Iron Maiden	Iron Maiden
Ironie	Irony
Irrationale Zahlen	Irrational number
Irredentismus	Irredentism
Irtysch	Irtysh River
Isaak (Genesis)	Isaac
Isaac Asimov	Isaac Asimov
Isaac Bashevis Singer	Isaac Bashevis Singer
Isaac Newton	Isaac Newton
Isadora Duncan	Isadora Duncan
Ismael	Ishmael
Isis (Ägyptische Mythologie)	Isis
Islam	Islam
Kategorie:Islam	Islam
Islamabad	Islamabad
Islamische Zeitrechnung	Islamic calendar
Insel	Island
Isle of Man	Isle of Man
Kategorie:Isle of Man	Isle of Man
Isle of Wight	Isle of Wight
Isomer	Isomer
Yamamoto Isoroku	Isoroku Yamamoto
Isotop	Isotope
Israel	Israel
Kategorie:Israel	Israel
Istanbul	Istanbul
Kategorie:Istanbul	Istanbul
Isthmus (Geographie)	Isthmus
Isthmus von Panama	Isthmus of Panama
Italo Calvino	Italo Calvino
Italien	Italy
Kategorie:Italien	Italy
Ithaka	Ithaca
Ivan Lendl	Ivan Lendl
Iwan Petrowitsch Pawlow	Ivan Pavlov
Iwan Sergejewitsch Turgenew	Ivan Turgenev
Elfenbein	Ivory
Ivy League	Ivy League
Iwojima	Iwo Jima
J	J
Jerome David Salinger	J. D. Salinger
J. M. Barrie	J. M. Barrie
Jack Kerouac	Jack Kerouac
Jack Lemmon	Jack Lemmon
Jack London	Jack London
Jack the Ripper	Jack the Ripper
Dohle (Vogel)	Jackdaw
Jackson (Mississippi)	Jackson
Jackson Pollock	Jackson Pollock
Jacksonville (Florida)	Jacksonville
Jakob (Patriarch)	Jacob
Jacques Cartier	Jacques Cartier
Jacques Derrida	Jacques Derrida
Jacques Offenbach	Jacques Offenbach
Jade (Gestein)	Jade
Jaguar	Jaguar
Jainismus	Jainism
Jakarta	Jakarta
Dschalalabad	Jalalabad
Jamaika	Jamaica
Kategorie:Jamaika	Jamaica
Jakobus der Ältere	James
James A. Garfield	James A. Garfield
James Bond	James Bond
James Buchanan	James Buchanan
James Clerk Maxwell	James Clerk Maxwell
James Cook	James Cook
James Franck	James Franck
James Joyce	James Joyce
James K. Polk	James K. Polk
James Madison	James Madison
James Monroe	James Monroe
James Naismith	James Naismith
James Prescott Joule	James Prescott Joule
James Watt	James Watt
Jammu und Kashmir	Jammu and Kashmir
Jan Hus	Jan Hus
Jan van Eyck	Jan van Eyck
Jane Austen	Jane Austen
Jane Fonda	Jane Fonda
Jane Seymour	Jane Seymour
Janis Joplin	Janis Joplin
Janitscharen	Janissary
Januar	January
1. Januar	January 1
19. Januar	January 19
20. Januar	January 20
6. Januar	January 6
Janus (Mond)	Janus (moon)
Ianus	Janus (mythology)
Japan	Japan
Kategorie:Japan	Japan
Iason	Jason
Ikterus	Jaundice
Java (Insel)	Java
Java	Java (disambiguation)
Java (Programmiersprache)	Java (programming language)
Jawaharlal Nehru	Jawaharlal Nehru
Jazz	Jazz
Kategorie:Jazz	Jazz
Jean-Auguste-Dominique Ingres	Jean Auguste Dominique Ingres
Jean Cocteau	Jean Cocteau
Jean Piaget	Jean Piaget
Jean Racine	Jean Racine
Jean Sibelius	Jean Sibelius
Jean de La Fontaine	Jean de La Fontaine
Jean-Jacques Rousseau	Jean-Jacques Rousseau
Jean-Paul Sartre	Jean-Paul Sartre
Jean-Philippe Rameau	Jean-Philippe Rameau
Dschidda	Jeddah
Jefferson City	Jefferson City
Jefferson Davis	Jefferson Davis
JHWH	Jehovah
Zeugen Jehovas	Jehovah's Witnesses
Qualle	Jellyfish
Jena	Jena
Jeremy Bentham	Jeremy Bentham
Jerez de la Frontera	Jerez de la Frontera
Jericho	Jericho
Hieronymus (Kirchenvater)	Jerome
Jersey	Jersey
Jerusalem	Jerusalem
Kategorie:Jerusalem	Jerusalem
Jesus von Nazaret	Jesus
Strahltriebwerk	Jet engine
Juden	Jew
Maultrommel	Jew's harp
Dschihad	Jihad
Jimi Hendrix	Jimi Hendrix
Jimmy Carter	Jimmy Carter
Jeanne d’Arc	Joan of Arc
Johann Bernoulli	Johann Bernoulli
Johann Sebastian Bach	Johann Sebastian Bach
Johann Wolfgang von Goethe	Johann Wolfgang von Goethe
Johannes Brahms	Johannes Brahms
Johannes Diderik van der Waals	Johannes Diderik van der Waals
Johannes Gutenberg	Johannes Gutenberg
Johannes Kepler	Johannes Kepler
Johannes Vilhelm Jensen	Johannes Vilhelm Jensen
Johannesburg	Johannesburg
John Adams	John Adams
John Bardeen	John Bardeen
John Cage	John Cage
Johannes Calvin	John Calvin
Johannes Chrysostomos	John Chrysostom
John Dalton	John Dalton
John Dewey	John Dewey
John Galsworthy	John Galsworthy
John Herschel	John Herschel
John Keats	John Keats
John Lennon	John Lennon
John Locke	John Locke
John Major	John Major
John Maynard Keynes	John Maynard Keynes
John Milton	John Milton
John Napier	John Napier
John Quincy Adams	John Quincy Adams
John Ruskin	John Ruskin
John Steinbeck	John Steinbeck
John Stuart Mill	John Stuart Mill
John Tyler	John Tyler
John Wayne	John Wayne
John Wyclif	John Wycliffe
Johannes der Täufer	John the Baptist
John von Neumann	John von Neumann
Johnny Cash	Johnny Cash
Gelenk	Joint
Jonathan Swift	Jonathan Swift
Jordanien	Jordan
Kategorie:Jordanien	Jordan
Jordan	Jordan River
Jorge Luis Borges	Jorge Luis Borges
Joseph Conrad	Joseph Conrad
Joseph Goebbels	Joseph Goebbels
Joseph Haydn	Joseph Haydn
Joseph Louis Gay-Lussac	Joseph Louis Gay-Lussac
Joseph McCarthy	Joseph McCarthy
Joseph Priestley	Joseph Priestley
Joseph Pulitzer	Joseph Pulitzer
Joseph Schumpeter	Joseph Schumpeter
Joseph Smith	Joseph Smith
Josef Stalin	Joseph Stalin
Flavius Josephus	Josephus
Joule	Joule
Kategorie:Journalismus	Journalism
Journalismus	Journalism
Journalist	Journalist
Jovian	Jovian
Joystick	Joystick
Judentum	Judaism
Kategorie:Judentum	Judaism
Judas Ischariot	Judas Iscariot
Judäa	Judea
Judo	Judo
Judy Garland	Judy Garland
Jiu Jitsu	Jujutsu
Jules Verne	Jules Verne
Julianischer Kalender	Julian calendar
Julian Apostata	Julian the Apostate
Gaius Iulius Caesar	Julius Caesar
Juli	July
1. Juli	July 1
4. Juli	July 4
Juni	June
14. Juni	June 14
21. Juni	June 21
23. Juni	June 23
24. Juni	June 24
29. Juni	June 29
3. Juni	June 3
Juneau	Juneau
Wacholder	Juniper
Juno (Mythologie)	Juno (mythology)
Jupiter (Planet)	Jupiter
Kategorie:Jupiter (Planet)	Jupiter
Jupiter	Jupiter (disambiguation)
Jupiter (Mythologie)	Jupiter (mythology)
Jura (Geologie)	Jurassic
Justinian I.	Justinian I
Jütland	Jutland
K	K
K2	K2
KGB	KGB
Kaaba	Kaaba
Kabbala	Kabbalah
Kabul	Kabul
Kalahari	Kalahari Desert
Kamtschatka	Kamchatka Peninsula
Shimpū Tokkōtai	Kamikaze
Kampala	Kampala
Kandahar	Kandahar
Kängurus	Kangaroo
Kansas	Kansas
Kategorie:Kansas	Kansas
Kansas City (Missouri)	Kansas City
Kappa	Kappa
Karasee	Kara Sea
Karatschi	Karachi
Karakorum (Gebirge)	Karakoram
Karaoke	Karaoke
Karate	Karate
Karen Blixen	Karen Blixen
Karl Barth	Karl Barth
Karl Jaspers	Karl Jaspers
Karl Marx	Karl Marx
Karl Popper	Karl Popper
Karma	Karma
Karnataka	Karnataka
Katharine Hepburn	Katharine Hepburn
Kathmandu	Kathmandu
Kattowitz	Katowice
Kaunas	Kaunas
Kajak	Kayak
Kasachstan	Kazakhstan
Kategorie:Kasachstan	Kazakhstan
Kasan	Kazan
Kasimir Sewerinowitsch Malewitsch	Kazimir Malevich
Kelvin	Kelvin
Kent	Kent
Kentucky	Kentucky
Kategorie:Kentucky	Kentucky
Kenia	Kenya
Kategorie:Kenia	Kenya
Betriebssystemkern	Kernel (computer science)
Kerosin	Kerosene
Ketchup	Ketchup
Ketone	Ketone
Tastatur	Keyboard (computing)
Tasteninstrument	Keyboard instrument
Chabarowsk	Khabarovsk
Khan	Khan
Charkiw	Kharkiv
Khartum	Khartoum
Rote Khmer	Khmer Rouge
Cheops	Khufu
Kibbuz	Kibbutz
Niere	Kidney
Kiew	Kiev
Kigali	Kigali
Kilogramm	Kilogram
Meter#Dezimale Vielfache und Teile des Meters	Kilometre
Kilometer pro Stunde	Kilometres per hour
Kimono	Kimono
Kindergarten	Kindergarten
Kinematik	Kinematics
Kinetische Energie	Kinetic energy
König (Schach)	King (chess)
Artus	King Arthur
König Lear	King Lear
Reich (Biologie)	Kingdom (biology)
Kingston (Jamaika)	Kingston
Kingstown	Kingstown
Kinshasa	Kinshasa
